"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.435,0.313,0.249,0.236
"P05","Bastante",0.313,0.417,0.344,0.256
"P05","Poco",0.197,0.217,0.329,0.259
"P05","Nada",0.047,0.039,0.061,0.211
"P05","No sabe",0.008,0.014,0.017,0.038
"P06","Siempre",0.291,0.179,0.212,0.171
"P06","Casi siempre",0.388,0.488,0.365,0.309
"P06","Casi nunca",0.222,0.249,0.338,0.31
"P06","Nunca, pero esta es una excepción",0.099,0.084,0.085,0.21
"P08","Unión por la Patria",0.321,0.282,0.216,0.118
"P08","Juntos por el Cambio",0.368,0.401,0.362,0.174
"P08","Liberales",0.19,0.107,0.143,0.085
"P08","Izquierda",0.025,0.056,0.03,0.03
"P08","Otro",0.046,0.047,0.072,0.104
"P08","No sabe",0.05,0.107,0.177,0.489
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.264,0.226,0.199,0.112
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.068,0.092,0.066,0.047
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.286,0.27,0.205,0.132
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.084,0.13,0.139,0.083
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.178,0.188,0.117
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.022,0.029,0.034
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.035,0.054,0.031
"P09","Otros",0.015,0.017,0.022,0.118
"P09","En blanco",0.012,0.012,0.018,0.096
"P09","No sabe",0.008,0.018,0.08,0.23
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.222,0.238,0.183,0.156
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.097,0.108,0.088,0.026
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.268,0.211,0.25,0.167
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.128,0.17,0.143,0.112
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.185,0.141,0.174,0.096
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.022,0.031,0.029
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.02,0.039,0.056,0.017
"P18","Otros",0.022,0.024,0.011,0.061
"P18","En blanco",0.023,0.022,0.013,0.096
"P18","No sabe",0.016,0.025,0.051,0.24
"P26","Tiene Decidido que va a ir a votar",0.957,0.817,0.75,0.665
"P26","Tiene dudas sobre si va a ir a  votar",0.032,0.167,0.121,0.188
"P26","Tiene Decidido que no va a ir a votar",0.011,0.016,0.129,0.147
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.305,0.295,0.236,0.194
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.34,0.356,0.272,0.192
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.235,0.185,0.273,0.132
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.031,0.039,0.028,0.029
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.025,0.046,0.064,0.054
"P27","Otros",0.033,0.043,0.061,0.047
"P27","En blanco",0.017,0.017,0.014,0.082
"P27","No sabe",0.014,0.019,0.052,0.27
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.308,0.302,0.276,0.205
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.277,0.301,0.29,0.252
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.28,0.245,0.242,0.143
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.021,0.035,0.026,0.03
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.026,0.044,0.057,0.023
"P28","Otros",0.038,0.021,0.059,0.061
"P28","En blanco",0.031,0.021,0.012,0.07
"P28","No sabe",0.019,0.031,0.038,0.216
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.349,0.382,0.342,0.27
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.486,0.498,0.456,0.29
"P33","En blanco",0.117,0.081,0.093,0.156
"P33","No sabe",0.048,0.039,0.109,0.284
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.389,0.401,0.391,0.324
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.263,0.262,0.246,0.168
"P34","En blanco",0.265,0.248,0.242,0.187
"P34","No sabe",0.083,0.089,0.121,0.321
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.345,0.349,0.32,0.288
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.391,0.436,0.4,0.256
"P35","En blanco",0.183,0.137,0.142,0.172
"P35","No sabe",0.081,0.078,0.138,0.284
