"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.394,0.45,0.458,0.267
"P04","Realizo changas o trabajos de vez en cuando",0.23,0.19,0.209,0.323
"P04","No tengo trabajo",0.178,0.169,0.177,0.212
"P04","Soy jubilado o pensionado",0.198,0.191,0.156,0.198
"P05","1",0.415,0.37,0.275,0.291
"P05","2",0.098,0.082,0.074,0.106
"P05","3",0.062,0.087,0.053,0.052
"P05","4",0.061,0.088,0.068,0.11
"P05","5",0.199,0.192,0.187,0.2
"P05","6",0.02,0.039,0.048,0.034
"P05","7",0.027,0.037,0.076,0.028
"P05","8",0.025,0.025,0.056,0.034
"P05","9",0.093,0.08,0.163,0.145
"P06","1",0.191,0.168,0.291,0.275
"P06","2",0.048,0.03,0.063,0.093
"P06","3",0.037,0.03,0.055,0.035
"P06","4",0.024,0.043,0.044,0.03
"P06","5",0.201,0.204,0.189,0.192
"P06","6",0.046,0.059,0.044,0.055
"P06","7",0.057,0.105,0.053,0.049
"P06","8",0.065,0.083,0.042,0.041
"P06","9",0.331,0.278,0.219,0.23
"P07","1",0.249,0.232,0.414,0.252
"P07","2",0.027,0.036,0.03,0.031
"P07","3",0.032,0.035,0.03,0.022
"P07","4",0.015,0.027,0.022,0.019
"P07","5",0.116,0.151,0.098,0.125
"P07","6",0.028,0.033,0.025,0.027
"P07","7",0.043,0.047,0.023,0.028
"P07","8",0.047,0.052,0.026,0.023
"P07","9",0.443,0.387,0.332,0.473
"P09","Del Frente de Todos y el peronismo",0.12,0.068,0.388,0.18
"P09","De Juntos por el cambio",0.552,0.559,0.171,0.222
"P09","De los Liberales libertarios",0.231,0.231,0.23,0.132
"P09","De la Izquierda",0.029,0.021,0.043,0.035
"P09","No sabe",0.068,0.121,0.168,0.431
"P10","A Alberto Fernández",0.337,0.305,0.14,0.321
"P10","A Sergio Massa",0.212,0.238,0.21,0.157
"P10","A algún candidato del peronismo",0.272,0.35,0.189,0.309
"P10","A algún candidato del kirchnerismo",0.179,0.107,0.461,0.213
"P11","A Alberto Fernández",0.257,0.312,0.093,0.28
"P11","A Sergio Massa",0.18,0.175,0.135,0.1
"P11","A algún candidato del peronismo",0.29,0.355,0.134,0.184
"P11","A Cristina Fernández de Kirchner",0.273,0.158,0.638,0.436
"P12","A Horacio Rodriguez Larreta",0.323,0.261,0.268,0.233
"P12","A Patricia Bullrich",0.557,0.648,0.544,0.552
"P12","A Facundo Manes",0.061,0.044,0.084,0.048
"P12","A Gerardo Morales",0.059,0.047,0.104,0.167
"P13","Lo votaría",0.129,0.062,0.153,0.08
"P13","Puede que lo vote",0.102,0.143,0.218,0.146
"P13","Nunca lo votaría",0.718,0.748,0.514,0.345
"P13","No sabe",0.051,0.047,0.115,0.429
"P14","Lo votaría",0.085,0.063,0.118,0.117
"P14","Puede que lo vote",0.065,0.056,0.182,0.111
"P14","Nunca lo votaría",0.817,0.862,0.618,0.43
"P14","No sabe",0.033,0.019,0.082,0.342
"P15","Lo votaría",0.368,0.143,0.063,0.09
"P15","Puede que lo vote",0.253,0.454,0.138,0.175
"P15","Nunca lo votaría",0.325,0.348,0.749,0.265
"P15","No sabe",0.054,0.055,0.05,0.47
"P16","Lo votaría",0.208,0.085,0.05,0.042
"P16","Puede que lo vote",0.301,0.386,0.14,0.129
"P16","Nunca lo votaría",0.368,0.436,0.711,0.214
"P16","No sabe",0.123,0.093,0.099,0.615
"P17","La votaría",0.533,0.453,0.143,0.154
"P17","Puede que la vote",0.185,0.307,0.133,0.122
"P17","Nunca la votaría",0.224,0.199,0.688,0.264
"P17","No sabe",0.058,0.041,0.036,0.46
"P18","Lo votaría",0.432,0.258,0.244,0.173
"P18","Puede que lo vote",0.175,0.367,0.093,0.132
"P18","Nunca lo votaría",0.338,0.344,0.641,0.225
"P18","No sabe",0.055,0.031,0.022,0.47
"P20","Lo votaría",0.178,0.019,0.13,0.042
"P20","Puede que lo vote",0.079,0.177,0.152,0.043
"P20","Nunca lo votaría",0.657,0.73,0.648,0.298
"P20","No sabe",0.086,0.074,0.07,0.617
"P21","Lo votaría",0.094,0.036,0.124,0.051
"P21","Puede que lo vote",0.062,0.082,0.22,0.114
"P21","Nunca lo votaría",0.801,0.844,0.599,0.383
"P21","No sabe",0.043,0.038,0.057,0.452
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.161,0.129,0.049,0.082
"P22","Patricia Bullrich por Juntos por el Cambio",0.406,0.448,0.133,0.181
"P22","Facundo Manes por Juntos por el Cambio",0.044,0.063,0.037,0.038
"P22","Alberto Fernández por el Frente de Todos",0.034,0.036,0.071,0.143
"P22","Sergio Massa por el Frente de Todos",0.032,0.025,0.098,0.04
"P22","Wado de Pedro por el Frente de Todos",0.03,0.012,0.154,0.044
"P22","Daniel Scioli por el Frente de Todos",0.021,0.02,0.09,0.047
"P22","Javier Milei por los liberales libertarios",0.229,0.209,0.226,0.155
"P22","Al candidato del Frente de Izquierda",0.013,0.009,0.03,0.02
"P22","No sabe",0.03,0.049,0.112,0.25
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.124,0.122,0.047,0.066
"P23","Patricia Bullrich por Juntos por el Cambio",0.323,0.446,0.137,0.173
"P23","María Eugenia Vidal por Juntos por el Cambio",0.177,0.061,0.02,0.045
"P23","Facundo Manes por Juntos por el Cambio",0.027,0.054,0.036,0.041
"P23","Sergio Massa por el Frente de Todos",0.044,0.025,0.123,0.078
"P23","Wado de Pedro por el Frente de Todos",0.031,0.013,0.164,0.057
"P23","Daniel Scioli por el Frente de Todos",0.026,0.02,0.095,0.065
"P23","Javier Milei por los liberales libertarios",0.224,0.199,0.232,0.153
"P23","Al candidato del Frente de Izquierda",0.012,0.006,0.031,0.014
"P23","No sabe",0.012,0.054,0.115,0.308
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.134,0.131,0.046,0.07
"P24","Patricia Bullrich por Juntos por el Cambio",0.323,0.45,0.135,0.188
"P24","María Eugenia Vidal por Juntos por el Cambio",0.196,0.038,0.016,0.05
"P24","Facundo Manes por Juntos por el Cambio",0.021,0.055,0.033,0.03
"P24","Sergio Massa por el Frente de Todos",0.027,0.024,0.131,0.064
"P24","Wado de Pedro por el Frente de Todos",0.031,0.014,0.184,0.056
"P24","Alberto Fernández por el Frente de Todos",0.047,0.036,0.091,0.13
"P24","Javier Milei por los liberales libertarios",0.208,0.2,0.23,0.145
"P24","Al candidato del Frente de Izquierda",0.003,0.005,0.029,0.013
"P24","No sabe",0.01,0.047,0.105,0.254
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.162,0.127,0.047,0.063
"P25","Patricia Bullrich por Juntos por el Cambio",0.353,0.387,0.113,0.173
"P25","Facundo Manes por Juntos por el Cambio",0.116,0.116,0.055,0.07
"P25","Sergio Massa por el Frente de Todos",0.041,0.03,0.12,0.084
"P25","Wado de Pedro por el Frente de Todos",0.034,0.02,0.171,0.087
"P25","Daniel Scioli por el Frente de Todos",0.031,0.023,0.126,0.081
"P25","Javier Milei por los liberales libertario",0.095,0.132,0.12,0.091
"P25","Al candidato del Frente de Izquierda",0.137,0.124,0.153,0.083
"P25","No sabe",0.031,0.041,0.095,0.268
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.197,0.16,0.059,0.094
"P26","Patricia Bulrich por Juntos por el Cambio",0.389,0.441,0.147,0.201
"P26","Alberto Fernández por el Frente de Todos",0.039,0.047,0.124,0.154
"P26","Sergio Massa por el Frente de Todos",0.042,0.032,0.225,0.109
"P26","Javier Milei por los liberales libertarios",0.215,0.233,0.234,0.165
"P26","Al candidato del Frente de Izquierda",0.038,0.023,0.073,0.033
"P26","No sabe",0.08,0.064,0.138,0.244
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.22,0.144,0.062,0.097
"P27","Patricia Bullrich por Juntos por el Cambio",0.382,0.476,0.142,0.226
"P27","Wado de Pedro por el Frente de Todos",0.038,0.022,0.197,0.092
"P27","Sergio Massa por el Frente de Todos",0.061,0.035,0.198,0.129
"P27","Javier Milei por los liberales libertarios",0.233,0.243,0.241,0.178
"P27","Al candidato del Frente de Izquierda",0.02,0.021,0.05,0.031
"P27","No sabe",0.046,0.059,0.11,0.247
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.218,0.146,0.063,0.087
"P28","Patricia Bullrich por Juntos por el Cambio",0.397,0.471,0.141,0.234
"P28","Wado de Pedro por el Frente de Todos",0.034,0.018,0.223,0.067
"P28","Daniel Scioli por el Frente de Todos",0.061,0.033,0.169,0.129
"P28","Javier Milei por los liberales libertarios",0.232,0.255,0.243,0.182
"P28","Al candidato del Frente de Izquierda",0.013,0.018,0.048,0.035
"P28","No sabe",0.045,0.059,0.113,0.266
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.259,0.207,0.082,0.112
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.338,0.397,0.119,0.219
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.068,0.04,0.167,0.091
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.052,0.032,0.234,0.082
"P29","Javier Milei presidente y su candidato a vice",0.237,0.249,0.237,0.181
"P29","A los candidatos de la izquierda",0.008,0.013,0.042,0.011
"P29","No sabe",0.038,0.062,0.119,0.304
"P30","Alberto Fernández por el Frente de Todos",0.091,0.065,0.323,0.197
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.454,0.391,0.124,0.165
"P30","Javier Milei por los liberales libertarios",0.321,0.364,0.267,0.235
"P30","Al candidato del Frente de Izquierda",0.02,0.032,0.069,0.051
"P30","No sabe",0.114,0.148,0.217,0.352
"P31","Sergio Massa por el Frente de Todos",0.068,0.054,0.357,0.148
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.519,0.396,0.123,0.175
"P31","Javier Milei por los liberales libertarios",0.328,0.38,0.278,0.25
"P31","Al candidato del Frente de Izquierda",0.021,0.03,0.064,0.071
"P31","No sabe",0.064,0.14,0.178,0.356
"P32","Wado de Pedro por el Frente de Todos",0.075,0.03,0.374,0.121
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.528,0.419,0.128,0.199
"P32","Javier Milei por los liberales libertarios",0.31,0.387,0.274,0.248
"P32","Al candidato del Frente de Izquierda",0.011,0.026,0.045,0.048
"P32","No sabe",0.076,0.138,0.179,0.384
"P33","Daniel Scioli por el Frente de Todos",0.071,0.048,0.362,0.147
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.531,0.428,0.131,0.222
"P33","Javier Milei por los liberales libertarios",0.318,0.368,0.272,0.232
"P33","Al candidato del Frente de Izquierda",0.014,0.025,0.059,0.038
"P33","No sabe",0.066,0.131,0.176,0.361
"P34","Sergio Massa por el Frente de Todos",0.073,0.055,0.37,0.166
"P34","Patricia Bullrich por Juntos por el Cambio",0.565,0.585,0.181,0.341
"P34","Javier Milei por los liberales libertarios",0.281,0.257,0.232,0.158
"P34","Al candidato del Frente de Izquierda",0.02,0.026,0.065,0.034
"P34","No sabe",0.061,0.077,0.152,0.301
"P35","Alberto Fernández por el Frente de Todos",0.089,0.057,0.358,0.188
"P35","Patricia Bullrich por Juntos por el Cambio",0.569,0.571,0.184,0.335
"P35","Javier Milei por los liberales libertarios",0.27,0.276,0.233,0.163
"P35","Al candidato del Frente de Izquierda",0.017,0.034,0.076,0.019
"P35","No sabe",0.055,0.062,0.149,0.295
"P36","Wado de Pedro por el Frente de Todos",0.085,0.026,0.381,0.127
"P36","Patricia Bullrich por Juntos por el Cambio",0.578,0.577,0.186,0.331
"P36","Javier Milei por los liberales libertarios",0.266,0.272,0.235,0.164
"P36","Al candidato del Frente de Izquierda",0.014,0.032,0.05,0.038
"P36","No sabe",0.057,0.093,0.148,0.34
"P37","Daniel Scioli por el Frente de Todos",0.072,0.049,0.382,0.16
"P37","Patricia Bullrich por Juntos por el Cambio",0.578,0.601,0.19,0.354
"P37","Javier Milei por los liberales libertarios",0.278,0.248,0.229,0.169
"P37","Al candidato del Frente de Izquierda",0.014,0.026,0.062,0.025
"P37","No sabe",0.058,0.076,0.137,0.292
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.453,0.352,0.142,0.214
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.159,0.137,0.328,0.212
"P38","Javier Milei presidente y su candidato a vice",0.307,0.343,0.271,0.205
"P38","A los candidatos de la izquierda",0.019,0.023,0.07,0.035
"P38","No sabe",0.062,0.145,0.189,0.334
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.572,0.527,0.175,0.315
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.085,0.079,0.346,0.178
"P39","Javier Milei presidente y su candidato a vice",0.277,0.274,0.23,0.163
