"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Daniel Scioli por el Frente de Todos",0.25,0.234,0.265,0.241,0.241,0.269,0.251,0.236,0.242,0.273,0.241,0.195,0.239,0.278,0.564,0.059,0.129
"Patricia Bullrich por Juntos por el Cambio",0.346,0.318,0.373,0.205,0.284,0.409,0.536,0.322,0.347,0.366,0.347,0.343,0.312,0.351,0.075,0.647,0.273
"Javier Milei por los liberales libertarios",0.236,0.317,0.158,0.37,0.283,0.158,0.105,0.255,0.263,0.185,0.254,0.296,0.257,0.197,0.114,0.233,0.344
"Al candidato del Frente de Izquierda",0.045,0.046,0.043,0.053,0.059,0.027,0.031,0.046,0.035,0.056,0.058,0.034,0.053,0.037,0.06,0.014,0.081
"No sabe",0.123,0.085,0.161,0.131,0.133,0.137,0.077,0.141,0.113,0.12,0.1,0.132,0.139,0.137,0.187,0.047,0.173
