"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.425,0.503,0.448,0.464
"P04","Realizo changas o trabajos de vez en cuando",0.21,0.163,0.214,0.237
"P04","No tengo trabajo",0.156,0.135,0.194,0.163
"P04","Soy jubilado o pensionado",0.209,0.199,0.144,0.136
"P05","1",0.335,0.244,0.327,0.384
"P05","2",0.09,0.088,0.065,0.097
"P05","3",0.05,0.088,0.072,0.048
"P05","4",0.074,0.094,0.096,0.119
"P05","5",0.172,0.204,0.182,0.17
"P05","6",0.036,0.055,0.044,0.019
"P05","7",0.065,0.083,0.064,0.059
"P05","8",0.057,0.054,0.045,0.026
"P05","9",0.121,0.09,0.105,0.078
"P06","1",0.276,0.195,0.203,0.264
"P06","2",0.056,0.057,0.054,0.056
"P06","3",0.034,0.058,0.076,0.029
"P06","4",0.028,0.067,0.055,0.038
"P06","5",0.201,0.192,0.173,0.2
"P06","6",0.051,0.063,0.049,0.025
"P06","7",0.052,0.084,0.11,0.074
"P06","8",0.058,0.07,0.058,0.067
"P06","9",0.244,0.214,0.222,0.247
"P07","1",0.357,0.333,0.357,0.289
"P07","2",0.019,0.046,0.039,0.026
"P07","3",0.028,0.042,0.04,0.03
"P07","4",0.02,0.033,0.031,0.011
"P07","5",0.099,0.125,0.093,0.121
"P07","6",0.022,0.037,0.038,0.024
"P07","7",0.023,0.038,0.044,0.051
"P07","8",0.053,0.046,0.037,0.043
"P07","9",0.379,0.3,0.321,0.405
"P09","Del Frente de Todos y el peronismo",0.328,0.3,0.313,0.267
"P09","De Juntos por el cambio",0.367,0.357,0.332,0.226
"P09","De los Liberales libertarios",0.21,0.218,0.229,0.286
"P09","De la Izquierda",0.011,0.022,0.03,0.029
"P09","No sabe",0.084,0.103,0.096,0.192
"P10","A Alberto Fernández",0.106,0.079,0.166,0.193
"P10","A Sergio Massa",0.236,0.259,0.197,0.153
"P10","A algún candidato del peronismo",0.163,0.204,0.193,0.136
"P10","A algún candidato del kirchnerismo",0.495,0.458,0.444,0.518
"P11","A Alberto Fernández",0.078,0.052,0.115,0.164
"P11","A Sergio Massa",0.136,0.156,0.099,0.09
"P11","A algún candidato del peronismo",0.147,0.127,0.106,0.109
"P11","A Cristina Fernández de Kirchner",0.639,0.665,0.68,0.637
"P12","A Horacio Rodriguez Larreta",0.227,0.223,0.28,0.29
"P12","A Patricia Bullrich",0.667,0.653,0.597,0.685
"P12","A Facundo Manes",0.055,0.053,0.074,0.018
"P12","A Gerardo Morales",0.051,0.071,0.049,0.007
"P13","Lo votaría",0.165,0.113,0.116,0.115
"P13","Puede que lo vote",0.203,0.196,0.214,0.141
"P13","Nunca lo votaría",0.556,0.62,0.555,0.582
"P13","No sabe",0.076,0.071,0.115,0.162
"P14","Lo votaría",0.117,0.07,0.064,0.094
"P14","Puede que lo vote",0.14,0.168,0.178,0.102
"P14","Nunca lo votaría",0.692,0.716,0.687,0.683
"P14","No sabe",0.051,0.046,0.071,0.121
"P15","Lo votaría",0.167,0.108,0.083,0.054
"P15","Puede que lo vote",0.211,0.28,0.252,0.158
"P15","Nunca lo votaría",0.575,0.571,0.62,0.669
"P15","No sabe",0.047,0.041,0.045,0.119
"P16","Lo votaría",0.119,0.063,0.061,0.055
"P16","Puede que lo vote",0.205,0.272,0.21,0.133
