"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P16","Nunca lo votaría",0.587,0.566,0.601,0.647
"P16","No sabe",0.089,0.099,0.128,0.165
"P17","La votaría",0.377,0.309,0.245,0.198
"P17","Puede que la vote",0.154,0.181,0.215,0.205
"P17","Nunca la votaría",0.425,0.461,0.499,0.494
"P17","No sabe",0.044,0.049,0.041,0.103
"P18","Lo votaría",0.256,0.233,0.28,0.335
"P18","Puede que lo vote",0.15,0.179,0.185,0.13
"P18","Nunca lo votaría",0.567,0.543,0.493,0.452
"P18","No sabe",0.027,0.045,0.042,0.083
"P19","La votaría",0.183,0.118,0.108,0.112
"P19","Puede que la vote",0.188,0.264,0.235,0.185
"P19","Nunca la votaría",0.569,0.569,0.599,0.575
"P19","No sabe",0.06,0.049,0.058,0.128
"P20","Lo votaría",0.178,0.125,0.087,0.12
"P20","Puede que lo vote",0.16,0.15,0.213,0.101
"P20","Nunca lo votaría",0.605,0.662,0.613,0.629
"P20","No sabe",0.057,0.063,0.087,0.15
"P21","Lo votaría",0.152,0.101,0.085,0.127
"P21","Puede que lo vote",0.161,0.181,0.19,0.15
"P21","Nunca lo votaría",0.652,0.672,0.671,0.639
"P21","No sabe",0.035,0.046,0.054,0.084
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.083,0.08,0.072,0.032
"P22","Patricia Bullrich por Juntos por el Cambio",0.31,0.297,0.25,0.214
"P22","Facundo Manes por Juntos por el Cambio",0.048,0.051,0.035,0.029
"P22","Alberto Fernández por el Frente de Todos",0.061,0.039,0.036,0.065
"P22","Sergio Massa por el Frente de Todos",0.069,0.079,0.067,0.042
"P22","Wado de Pedro por el Frente de Todos",0.116,0.121,0.13,0.107
"P22","Daniel Scioli por el Frente de Todos",0.088,0.066,0.067,0.054
"P22","Javier Milei por los liberales libertarios",0.165,0.186,0.244,0.334
"P22","Al candidato del Frente de Izquierda",0.011,0.022,0.027,0.026
"P22","No sabe",0.049,0.059,0.072,0.097
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.064,0.073,0.074,0.033
"P23","Patricia Bullrich por Juntos por el Cambio",0.291,0.293,0.233,0.182
"P23","María Eugenia Vidal por Juntos por el Cambio",0.056,0.038,0.047,0.04
"P23","Facundo Manes por Juntos por el Cambio",0.041,0.042,0.052,0.054
"P23","Sergio Massa por el Frente de Todos",0.092,0.1,0.084,0.071
"P23","Wado de Pedro por el Frente de Todos",0.136,0.129,0.132,0.103
"P23","Daniel Scioli por el Frente de Todos",0.088,0.065,0.065,0.076
"P23","Javier Milei por los liberales libertarios",0.172,0.189,0.229,0.335
"P23","Al candidato del Frente de Izquierda",0.017,0.019,0.024,0.025
"P23","No sabe",0.043,0.052,0.06,0.081
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.07,0.072,0.059,0.053
"P24","Patricia Bullrich por Juntos por el Cambio",0.3,0.293,0.246,0.18
"P24","María Eugenia Vidal por Juntos por el Cambio",0.054,0.04,0.043,0.05
"P24","Facundo Manes por Juntos por el Cambio",0.038,0.039,0.057,0.042
"P24","Sergio Massa por el Frente de Todos",0.1,0.106,0.074,0.076
"P24","Wado de Pedro por el Frente de Todos",0.141,0.147,0.133,0.123
"P24","Alberto Fernández por el Frente de Todos",0.068,0.049,0.066,0.065
"P24","Javier Milei por los liberales libertarios",0.162,0.192,0.243,0.33
"P24","Al candidato del Frente de Izquierda",0.015,0.017,0.024,0.012
"P24","No sabe",0.052,0.045,0.055,0.069
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.087,0.072,0.061,0.044
"P25","Patricia Bullrich por Juntos por el Cambio",0.263,0.258,0.201,0.149
"P25","Facundo Manes por Juntos por el Cambio",0.091,0.075,0.107,0.076
"P25","Sergio Massa por el Frente de Todos",0.084,0.103,0.071,0.09
"P25","Wado de Pedro por el Frente de Todos",0.136,0.12,0.143,0.124
"P25","Daniel Scioli por el Frente de Todos",0.106,0.087,0.075,0.066
"P25","Javier Milei por los liberales libertario",0.111,0.145,0.148,0.175
"P25","Al candidato del Frente de Izquierda",0.075,0.09,0.143,0.199
"P25","No sabe",0.047,0.05,0.051,0.077
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.103,0.1,0.095,0.052
"P26","Patricia Bulrich por Juntos por el Cambio",0.298,0.304,0.241,0.215
"P26","Alberto Fernández por el Frente de Todos",0.089,0.063,0.08,0.079
"P26","Sergio Massa por el Frente de Todos",0.177,0.192,0.15,0.159
"P26","Javier Milei por los liberales libertarios",0.178,0.198,0.248,0.33
"P26","Al candidato del Frente de Izquierda",0.061,0.047,0.071,0.028
"P26","No sabe",0.094,0.096,0.115,0.137
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.097,0.098,0.093,0.048
"P27","Patricia Bullrich por Juntos por el Cambio",0.311,0.313,0.266,0.214
"P27","Wado de Pedro por el Frente de Todos",0.156,0.142,0.141,0.129
"P27","Sergio Massa por el Frente de Todos",0.146,0.145,0.118,0.122
"P27","Javier Milei por los liberales libertarios",0.185,0.205,0.259,0.374
"P27","Al candidato del Frente de Izquierda",0.035,0.029,0.048,0.015
"P27","No sabe",0.07,0.068,0.075,0.098
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.104,0.103,0.083,0.057
"P28","Patricia Bullrich por Juntos por el Cambio",0.306,0.306,0.277,0.219
"P28","Wado de Pedro por el Frente de Todos",0.148,0.156,0.15,0.15
"P28","Daniel Scioli por el Frente de Todos",0.154,0.118,0.115,0.114
"P28","Javier Milei por los liberales libertarios",0.198,0.213,0.259,0.36
"P28","Al candidato del Frente de Izquierda",0.032,0.025,0.048,0.012
"P28","No sabe",0.058,0.079,0.068,0.088
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.142,0.132,0.144,0.093
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.259,0.275,0.197,0.161
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.148,0.126,0.118,0.084
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.182,0.158,0.159,0.173
"P29","Javier Milei presidente y su candidato a vice",0.188,0.21,0.259,0.345
"P29","A los candidatos de la izquierda",0.018,0.025,0.045,0.013
"P29","No sabe",0.063,0.074,0.078,0.131
"P30","Alberto Fernández por el Frente de Todos",0.264,0.217,0.22,0.235
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.255,0.253,0.21,0.157
"P30","Javier Milei por los liberales libertarios",0.254,0.293,0.33,0.391
"P30","Al candidato del Frente de Izquierda",0.047,0.043,0.076,0.032
"P30","No sabe",0.18,0.194,0.164,0.185
"P31","Sergio Massa por el Frente de Todos",0.261,0.255,0.219,0.226
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.273,0.265,0.224,0.144
"P31","Javier Milei por los liberales libertarios",0.264,0.3,0.33,0.39
"P31","Al candidato del Frente de Izquierda",0.055,0.042,0.073,0.028
"P31","No sabe",0.147,0.138,0.154,0.212
"P32","Wado de Pedro por el Frente de Todos",0.28,0.246,0.24,0.233
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.283,0.281,0.228,0.163
"P32","Javier Milei por los liberales libertarios",0.259,0.305,0.335,0.38
"P32","Al candidato del Frente de Izquierda",0.036,0.033,0.045,0.025
"P32","No sabe",0.142,0.135,0.152,0.199
"P33","Daniel Scioli por el Frente de Todos",0.274,0.253,0.211,0.261
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.29,0.284,0.241,0.154
"P33","Javier Milei por los liberales libertarios",0.251,0.293,0.333,0.384
"P33","Al candidato del Frente de Izquierda",0.047,0.032,0.072,0.025
"P33","No sabe",0.138,0.138,0.143,0.176
"P34","Sergio Massa por el Frente de Todos",0.264,0.261,0.232,0.227
"P34","Patricia Bullrich por Juntos por el Cambio",0.391,0.385,0.319,0.201
"P34","Javier Milei por los liberales libertarios",0.196,0.213,0.271,0.359
"P34","Al candidato del Frente de Izquierda",0.05,0.043,0.067,0.033
"P34","No sabe",0.099,0.098,0.111,0.18
"P35","Alberto Fernández por el Frente de Todos",0.269,0.229,0.224,0.25
"P35","Patricia Bullrich por Juntos por el Cambio",0.39,0.387,0.318,0.24
"P35","Javier Milei por los liberales libertarios",0.185,0.221,0.272,0.354
"P35","Al candidato del Frente de Izquierda",0.053,0.053,0.071,0.03
"P35","No sabe",0.103,0.11,0.115,0.126
"P36","Wado de Pedro por el Frente de Todos",0.276,0.244,0.229,0.233
"P36","Patricia Bullrich por Juntos por el Cambio",0.405,0.39,0.317,0.237
"P36","Javier Milei por los liberales libertarios",0.188,0.222,0.26,0.338
"P36","Al candidato del Frente de Izquierda",0.037,0.039,0.057,0.039
"P36","No sabe",0.094,0.105,0.137,0.153
"P37","Daniel Scioli por el Frente de Todos",0.274,0.265,0.215,0.251
"P37","Patricia Bullrich por Juntos por el Cambio",0.403,0.39,0.312,0.239
"P37","Javier Milei por los liberales libertarios",0.2,0.212,0.271,0.353
"P37","Al candidato del Frente de Izquierda",0.049,0.039,0.07,0.026
"P37","No sabe",0.074,0.094,0.132,0.131
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.261,0.257,0.209,0.159
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.272,0.268,0.252,0.216
"P38","Javier Milei presidente y su candidato a vice",0.246,0.293,0.314,0.382
"P38","A los candidatos de la izquierda",0.052,0.051,0.061,0.025
"P38","No sabe",0.169,0.131,0.164,0.218
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.372,0.358,0.268,0.207
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.257,0.243,0.232,0.192
"P39","Javier Milei presidente y su candidato a vice",0.206,0.229,0.277,0.369
"P39","A los candidatos de la izquierda",0.042,0.051,0.076,0.034
"P39","No sabe",0.123,0.119,0.147,0.198
"P40","Sergio Massa por el Frente de Todos",0.318,0.313,0.271,0.257
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.392,0.41,0.358,0.278
"P40","No sabe",0.29,0.277,0.371,0.465
"P41","Alberto Fernández por el Frente de Todos",0.298,0.274,0.26,0.303
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.421,0.447,0.365,0.29
"P41","No sabe",0.281,0.279,0.375,0.407
"P42","Sergio Massa por el Frente de Todos",0.315,0.304,0.283,0.273
"P42","Patricia Bullrich por Juntos por el Cambio",0.51,0.518,0.485,0.389
"P42","No sabe",0.175,0.178,0.232,0.338
"P43","Alberto Fernández por el Frente de Todos",0.303,0.277,0.273,0.295
"P43","Patricia Bullrich por Juntos por el Cambio",0.52,0.528,0.483,0.425
"P43","No sabe",0.177,0.195,0.244,0.28
"P44","Wado de Pedro por el Frente de Todos",0.301,0.278,0.271,0.274
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.44,0.463,0.393,0.31
"P44","No sabe",0.259,0.259,0.336,0.416
"P45","Daniel Scioli por el Frente de Todos",0.325,0.291,0.271,0.273
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.411,0.462,0.368,0.3
"P45","No sabe",0.264,0.247,0.361,0.427
"P46","Wado de Pedro por el Frente de Todos",0.318,0.281,0.284,0.241
"P46","Patricia Bullrich por Juntos por el Cambio",0.504,0.529,0.469,0.416
"P46","No sabe",0.178,0.19,0.247,0.343
"P47","Daniel Scioli por el Frente de Todos",0.311,0.295,0.256,0.276
"P47","Patricia Bullrich por Juntos por el Cambio",0.514,0.538,0.499,0.414
"P47","No sabe",0.175,0.167,0.245,0.31
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.33,0.347,0.275,0.181
"P48","Javier Milei por los liberales libertarios",0.311,0.328,0.347,0.396
"P48","No sabe",0.359,0.325,0.378,0.423
"P49","Patricia Bullrich por Juntos por el Cambio",0.397,0.398,0.315,0.229
"P49","Javier Milei por los liberales libertarios",0.24,0.239,0.294,0.358
"P49","No sabe",0.363,0.363,0.391,0.413
"P50","Alberto Fernández por el Frente de Todos",0.335,0.308,0.263,0.278
"P50","Javier Milei por los liberales libertarios",0.372,0.406,0.435,0.432
"P50","No sabe",0.293,0.286,0.302,0.29
"P51","Sergio Massa por el Frente de Todos",0.328,0.303,0.281,0.266
"P51","Javier Milei por los liberales libertarios",0.405,0.453,0.45,0.445
"P51","No sabe",0.267,0.244,0.269,0.289
"P52","Muy buena",0.108,0.05,0.062,0.079
"P52","Buena",0.145,0.141,0.14,0.174
"P52","Ni buena ni mala",0.137,0.165,0.181,0.152
"P52","Mala",0.088,0.115,0.125,0.084
"P52","Muy mala",0.515,0.523,0.488,0.489
"P52","No sabe",0.007,0.006,0.004,0.022
"P53","Muy buena",0.301,0.201,0.184,0.189
"P53","Buena",0.043,0.075,0.085,0.078
"P53","Ni buena ni mala",0.029,0.066,0.072,0.067
"P53","Mala",0.051,0.051,0.072,0.065
"P53","Muy mala",0.575,0.6,0.581,0.579
"P53","No sabe",0.001,0.007,0.006,0.022
"P54","Muy buena",0.25,0.181,0.166,0.104
"P54","Buena",0.158,0.168,0.148,0.107
"P54","Ni buena ni mala",0.125,0.168,0.165,0.166
"P54","Mala",0.108,0.11,0.152,0.122
"P54","Muy mala",0.357,0.369,0.358,0.478
"P54","No sabe",0.002,0.004,0.011,0.023
"P55","Muy buena",0.175,0.089,0.1,0.078
"P55","Buena",0.183,0.212,0.176,0.104
"P55","Ni buena ni mala",0.169,0.238,0.196,0.209
"P55","Mala",0.143,0.157,0.176,0.157
"P55","Muy mala",0.327,0.296,0.342,0.411
"P55","No sabe",0.003,0.008,0.01,0.041
"P56","Muy buena",0.11,0.055,0.059,0.057
"P56","Buena",0.149,0.156,0.144,0.106
"P56","Ni buena ni mala",0.142,0.178,0.19,0.211
"P56","Mala",0.112,0.162,0.121,0.132
"P56","Muy mala",0.48,0.445,0.476,0.46
"P56","No sabe",0.007,0.004,0.01,0.034
"P57","Muy buena",0.337,0.266,0.219,0.156
"P57","Buena",0.128,0.166,0.168,0.14
"P57","Ni buena ni mala",0.11,0.13,0.166,0.184
"P57","Mala",0.077,0.083,0.09,0.109
"P57","Muy mala",0.344,0.349,0.341,0.375
"P57","No sabe",0.004,0.006,0.016,0.036
"P58","Muy buena",0.234,0.173,0.225,0.263
"P58","Buena",0.111,0.167,0.141,0.129
"P58","Ni buena ni mala",0.169,0.209,0.188,0.148
"P58","Mala",0.104,0.12,0.128,0.108
"P58","Muy mala",0.358,0.317,0.302,0.315
"P58","No sabe",0.024,0.014,0.016,0.037
"P59","Muy buena",0.196,0.129,0.138,0.148
"P59","Buena",0.123,0.121,0.12,0.104
"P59","Ni buena ni mala",0.132,0.164,0.212,0.128
"P59","Mala",0.116,0.137,0.13,0.106
"P59","Muy mala",0.396,0.385,0.351,0.409
"P59","No sabe",0.037,0.064,0.049,0.105
"P60","Muy buena",0.138,0.076,0.077,0.066
"P60","Buena",0.138,0.152,0.11,0.131
"P60","Ni buena ni mala",0.139,0.157,0.219,0.151
"P60","Mala",0.123,0.156,0.146,0.17
"P60","Muy mala",0.455,0.445,0.425,0.436
"P60","No sabe",0.007,0.014,0.023,0.046
"P61","Muy buena",0.198,0.121,0.147,0.088
"P61","Buena",0.169,0.215,0.116,0.151
"P61","Ni buena ni mala",0.15,0.198,0.197,0.169
"P61","Mala",0.119,0.111,0.152,0.156
"P61","Muy mala",0.357,0.348,0.375,0.397
"P61","No sabe",0.007,0.007,0.013,0.039
"P62","Muy buena",0.16,0.087,0.066,0.056
"P62","Buena",0.143,0.205,0.102,0.095
"P62","Ni buena ni mala",0.309,0.331,0.467,0.195
"P62","Mala",0.134,0.144,0.137,0.317
"P62","Muy mala",0.227,0.18,0.169,0.231
"P62","No sabe",0.027,0.053,0.059,0.106
"P64","Si",0.831,0.587,0.462,0.455
"P64","No",0.169,0.413,0.538,0.545
