"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.389,0.451,0.464,0.292
"P04","Realizo changas o trabajos de vez en cuando",0.183,0.231,0.214,0.334
"P04","No tengo trabajo",0.162,0.183,0.176,0.246
"P04","Soy jubilado o pensionado",0.266,0.135,0.146,0.128
"P05","1",0.394,0.345,0.258,0.299
"P05","2",0.088,0.1,0.075,0.073
"P05","3",0.081,0.078,0.043,0.07
"P05","4",0.09,0.096,0.059,0.083
"P05","5",0.191,0.204,0.182,0.211
"P05","6",0.03,0.028,0.053,0.026
"P05","7",0.027,0.033,0.084,0.042
"P05","8",0.021,0.025,0.064,0.038
"P05","9",0.078,0.091,0.182,0.158
"P06","1",0.174,0.173,0.32,0.265
"P06","2",0.034,0.041,0.076,0.067
"P06","3",0.029,0.025,0.064,0.034
"P06","4",0.029,0.037,0.05,0.027
"P06","5",0.184,0.201,0.187,0.241
"P06","6",0.053,0.063,0.04,0.048
"P06","7",0.088,0.095,0.043,0.04
"P06","8",0.089,0.084,0.028,0.026
"P06","9",0.32,0.281,0.192,0.252
"P07","1",0.207,0.231,0.469,0.215
"P07","2",0.023,0.046,0.029,0.034
"P07","3",0.03,0.03,0.031,0.031
"P07","4",0.023,0.022,0.023,0.012
"P07","5",0.132,0.149,0.087,0.138
"P07","6",0.034,0.037,0.018,0.032
"P07","7",0.043,0.043,0.021,0.028
"P07","8",0.048,0.048,0.02,0.032
"P07","9",0.46,0.394,0.302,0.478
"P09","Del Frente de Todos y el peronismo",0.055,0.057,0.471,0.182
"P09","De Juntos por el cambio",0.691,0.337,0.11,0.164
"P09","De los Liberales libertarios",0.187,0.428,0.179,0.116
"P09","De la Izquierda",0.013,0.028,0.051,0.03
"P09","No sabe",0.054,0.15,0.189,0.508
"P10","A Alberto Fernández",0.453,0.277,0.137,0.414
"P10","A Sergio Massa",0.088,0.307,0.21,0.218
"P10","A algún candidato del peronismo",0.376,0.337,0.195,0.206
"P10","A algún candidato del kirchnerismo",0.083,0.079,0.458,0.162
"P11","A Alberto Fernández",0.383,0.274,0.092,0.379
"P11","A Sergio Massa",0.132,0.173,0.134,0.15
"P11","A algún candidato del peronismo",0.354,0.334,0.14,0.16
"P11","A Cristina Fernández de Kirchner",0.131,0.219,0.634,0.311
"P12","A Horacio Rodriguez Larreta",0.147,0.474,0.427,0.378
"P12","A Patricia Bullrich",0.796,0.339,0.247,0.443
"P12","A Facundo Manes",0.023,0.074,0.166,0.032
"P12","A Gerardo Morales",0.034,0.113,0.16,0.147
"P13","Lo votaría",0.059,0.072,0.185,0.102
"P13","Puede que lo vote",0.086,0.112,0.264,0.129
"P13","Nunca lo votaría",0.818,0.75,0.412,0.336
"P13","No sabe",0.037,0.066,0.139,0.433
"P14","Lo votaría",0.05,0.051,0.148,0.128
"P14","Puede que lo vote",0.026,0.083,0.211,0.121
"P14","Nunca lo votaría",0.902,0.844,0.532,0.412
"P14","No sabe",0.022,0.022,0.109,0.339
"P15","Lo votaría",0.246,0.146,0.052,0.085
"P15","Puede que lo vote",0.385,0.348,0.108,0.12
"P15","Nunca lo votaría",0.316,0.439,0.786,0.296
"P15","No sabe",0.053,0.067,0.054,0.499
"P16","Lo votaría",0.152,0.079,0.045,0.023
"P16","Puede que lo vote",0.303,0.405,0.114,0.063
"P16","Nunca lo votaría",0.452,0.419,0.732,0.182
"P16","No sabe",0.093,0.097,0.109,0.732
"P18","Lo votaría",0.346,0.371,0.198,0.178
"P18","Puede que lo vote",0.25,0.309,0.076,0.094
"P18","Nunca lo votaría",0.368,0.271,0.696,0.217
"P18","No sabe",0.036,0.049,0.03,0.511
"P19","La votaría",0.261,0.134,0.058,0.085
"P19","Puede que la vote",0.357,0.357,0.082,0.098
"P19","Nunca la votaría",0.319,0.435,0.803,0.245
"P19","No sabe",0.063,0.074,0.057,0.572
"P20","Lo votaría",0.062,0.027,0.165,0.048
"P20","Puede que lo vote",0.06,0.149,0.191,0.028
"P20","Nunca lo votaría",0.822,0.731,0.548,0.301
"P20","No sabe",0.056,0.093,0.096,0.623
"P21","Lo votaría",0.04,0.038,0.15,0.063
"P21","Puede que lo vote",0.037,0.079,0.273,0.072
"P21","Nunca lo votaría",0.898,0.837,0.509,0.337
"P21","No sabe",0.025,0.046,0.068,0.528
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.072,0.177,0.05,0.107
"P22","Patricia Bullrich por Juntos por el Cambio",0.695,0.181,0.037,0.068
"P22","Facundo Manes por Juntos por el Cambio",0.033,0.068,0.043,0.025
"P22","Alberto Fernández por el Frente de Todos",0.02,0.028,0.089,0.162
"P22","Sergio Massa por el Frente de Todos",0.012,0.025,0.119,0.048
"P22","Wado de Pedro por el Frente de Todos",0.016,0.014,0.186,0.025
"P22","Daniel Scioli por el Frente de Todos",0.008,0.027,0.111,0.026
"P22","Javier Milei por los liberales libertarios",0.123,0.405,0.202,0.191
"P22","Al candidato del Frente de Izquierda",0.008,0.012,0.035,0.018
"P22","No sabe",0.013,0.063,0.128,0.33
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.064,0.16,0.048,0.07
"P23","Patricia Bullrich por Juntos por el Cambio",0.667,0.162,0.039,0.07
"P23","María Eugenia Vidal por Juntos por el Cambio",0.059,0.088,0.026,0.091
"P23","Facundo Manes por Juntos por el Cambio",0.026,0.061,0.039,0.039
"P23","Sergio Massa por el Frente de Todos",0.012,0.032,0.154,0.067
"P23","Wado de Pedro por el Frente de Todos",0.013,0.014,0.199,0.041
"P23","Daniel Scioli por el Frente de Todos",0.012,0.024,0.117,0.049
"P23","Javier Milei por los liberales libertarios",0.128,0.394,0.207,0.176
"P23","Al candidato del Frente de Izquierda",0.005,0.008,0.037,0.016
"P23","No sabe",0.014,0.057,0.134,0.381
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.066,0.164,0.052,0.072
"P24","Patricia Bullrich por Juntos por el Cambio",0.673,0.164,0.033,0.069
