"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Alberto Fernández por el Frente de Todos",0.243,0.213,0.271,0.247,0.242,0.246,0.233,0.276,0.221,0.24,0.241,0.195,0.258,0.258,0.543,0.053,0.094
"Patricia Bullrich por Juntos por el Cambio",0.333,0.3,0.366,0.173,0.273,0.402,0.537,0.305,0.327,0.365,0.332,0.331,0.269,0.344,0.073,0.63,0.252
"Javier Milei por los liberales libertarios",0.243,0.333,0.154,0.397,0.283,0.159,0.108,0.241,0.285,0.191,0.25,0.322,0.276,0.203,0.114,0.247,0.347
"Al candidato del Frente de Izquierda",0.054,0.05,0.058,0.056,0.072,0.038,0.037,0.05,0.053,0.06,0.059,0.036,0.054,0.058,0.082,0.014,0.092
"No sabe",0.127,0.104,0.151,0.127,0.13,0.155,0.085,0.128,0.114,0.144,0.118,0.116,0.143,0.137,0.188,0.056,0.215
