"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Wado de Pedro por el Frente de Todos",0.28,0.26,0.3,0.275,0.274,0.291,0.285,0.235,0.273,0.331,0.286,0.204,0.321,0.3,0.626,0.075,0.151
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.413,0.412,0.414,0.345,0.37,0.444,0.531,0.38,0.406,0.451,0.409,0.444,0.372,0.41,0.107,0.698,0.438
"No sabe",0.307,0.328,0.286,0.38,0.356,0.265,0.184,0.385,0.321,0.218,0.305,0.352,0.307,0.29,0.267,0.227,0.411
