"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.299,0.279,0.319,0.305,0.298,0.316,0.274,0.289,0.281,0.33,0.308,0.241,0.288,0.315,0.647,0.085,0.21
"Javier Milei por los liberales libertarios",0.436,0.515,0.359,0.472,0.48,0.393,0.367,0.42,0.464,0.416,0.435,0.486,0.45,0.416,0.167,0.599,0.438
"No sabe",0.265,0.206,0.322,0.223,0.222,0.291,0.359,0.291,0.255,0.254,0.257,0.273,0.262,0.269,0.186,0.316,0.352
