"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.237,0.2,0.272,0.151,0.203,0.272,0.346,0.22,0.229,0.26,0.233,0.243,0.168,0.247,0.103,0.39,0.234
"Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.255,0.234,0.276,0.205,0.237,0.288,0.3,0.26,0.254,0.252,0.246,0.257,0.292,0.257,0.46,0.144,0.177
"Javier Milei presidente y su candidato a vice",0.287,0.376,0.2,0.443,0.332,0.207,0.145,0.289,0.318,0.248,0.312,0.317,0.324,0.251,0.133,0.323,0.406
"A los candidatos de la izquierda",0.05,0.057,0.043,0.064,0.059,0.036,0.035,0.048,0.039,0.065,0.06,0.038,0.031,0.048,0.073,0.019,0.066
"No sabe",0.171,0.133,0.209,0.137,0.169,0.197,0.174,0.183,0.16,0.175,0.149,0.145,0.185,0.197,0.231,0.124,0.117
