"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"1",0.337,0.311,0.362,0.38,0.325,0.325,0.32,0.312,0.325,0.381,0.338,0.275,0.372,0.357,0.483,0.272,0.264
"2",0.032,0.035,0.03,0.043,0.028,0.03,0.032,0.024,0.036,0.035,0.036,0.026,0.026,0.033,0.036,0.031,0.023
"3",0.029,0.037,0.022,0.034,0.028,0.033,0.02,0.021,0.03,0.037,0.029,0.024,0.033,0.031,0.033,0.028,0.077
"4",0.022,0.025,0.018,0.018,0.02,0.025,0.025,0.014,0.022,0.029,0.024,0.012,0.033,0.022,0.023,0.018,0.038
"5",0.112,0.137,0.087,0.092,0.121,0.112,0.116,0.106,0.11,0.121,0.116,0.1,0.106,0.115,0.086,0.116,0.14
"6",0.026,0.031,0.021,0.03,0.026,0.02,0.031,0.024,0.029,0.025,0.03,0.019,0.032,0.025,0.018,0.031,0.041
"7",0.03,0.031,0.028,0.029,0.027,0.034,0.031,0.02,0.028,0.044,0.031,0.026,0.035,0.03,0.017,0.043,0.05
"8",0.033,0.039,0.028,0.024,0.035,0.036,0.036,0.028,0.033,0.039,0.038,0.028,0.033,0.031,0.014,0.048,0.041
"9",0.379,0.354,0.404,0.35,0.39,0.385,0.389,0.451,0.387,0.289,0.358,0.49,0.33,0.356,0.29,0.413,0.326
