"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P23","Javier Milei por los liberales libertarios",0.032,0.019,0.07,0.009
"P23","Al candidato del Frente de Izquierda",0.013,0.004,0.039,0.031
"P23","No sabe",0.246,0.038,0.145,0.068
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.061,0.024,0.029,0.004
"P24","Patricia Bullrich por Juntos por el Cambio",0.023,0.01,0.061,0.003
"P24","María Eugenia Vidal por Juntos por el Cambio",0.02,0.012,0.015,0.011
"P24","Facundo Manes por Juntos por el Cambio",0.05,0.022,0.022,0.006
"P24","Sergio Massa por el Frente de Todos",0.13,0.623,0.182,0.144
"P24","Wado de Pedro por el Frente de Todos",0.121,0.151,0.254,0.627
"P24","Alberto Fernández por el Frente de Todos",0.485,0.118,0.194,0.119
"P24","Javier Milei por los liberales libertarios",0.019,0.018,0.042,0.007
"P24","Al candidato del Frente de Izquierda",0.012,0.003,0.034,0.02
"P24","No sabe",0.079,0.019,0.167,0.059
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.043,0.032,0.037,0.003
"P25","Patricia Bullrich por Juntos por el Cambio",0.027,0.017,0.058,0.003
"P25","Facundo Manes por Juntos por el Cambio",0.047,0.01,0.03,0.007
"P25","Sergio Massa por el Frente de Todos",0.2,0.529,0.159,0.109
"P25","Wado de Pedro por el Frente de Todos",0.169,0.219,0.191,0.542
"P25","Daniel Scioli por el Frente de Todos",0.228,0.143,0.335,0.242
"P25","Javier Milei por los liberales libertario",0.044,0.017,0.068,0.027
"P25","Al candidato del Frente de Izquierda",0.025,0.011,0.028,0.009
"P25","No sabe",0.217,0.022,0.094,0.058
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.046,0.048,0.054,0.003
"P26","Patricia Bulrich por Juntos por el Cambio",0.026,0.087,0.081,0.016
"P26","Alberto Fernández por el Frente de Todos",0.584,0.117,0.163,0.173
"P26","Sergio Massa por el Frente de Todos",0.12,0.607,0.388,0.453
"P26","Javier Milei por los liberales libertarios",0.068,0.079,0.077,0.029
"P26","Al candidato del Frente de Izquierda",0.046,0.017,0.075,0.132
"P26","No sabe",0.11,0.045,0.162,0.194
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.038,0.042,0.051,0.005
"P27","Patricia Bullrich por Juntos por el Cambio",0.035,0.033,0.063,0.005
"P27","Wado de Pedro por el Frente de Todos",0.25,0.149,0.238,0.604
"P27","Sergio Massa por el Frente de Todos",0.344,0.667,0.329,0.217
"P27","Javier Milei por los liberales libertarios",0.052,0.064,0.092,0.017
"P27","Al candidato del Frente de Izquierda",0.03,0.014,0.055,0.07
"P27","No sabe",0.251,0.031,0.172,0.082
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.062,0.044,0.052,0.008
"P28","Patricia Bullrich por Juntos por el Cambio",0.05,0.032,0.07,0.003
"P28","Wado de Pedro por el Frente de Todos",0.211,0.327,0.256,0.615
"P28","Daniel Scioli por el Frente de Todos",0.374,0.369,0.387,0.236
"P28","Javier Milei por los liberales libertarios",0.046,0.081,0.085,0.015
"P28","Al candidato del Frente de Izquierda",0.016,0.015,0.041,0.044
"P28","No sabe",0.241,0.132,0.109,0.079
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.051,0.028,0.058,0.008
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.012,0.016,0.085,0.009
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.338,0.549,0.328,0.17
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.292,0.267,0.318,0.674
"P29","Javier Milei presidente y su candidato a vice",0.05,0.058,0.044,0.009
"P29","A los candidatos de la izquierda",0.016,0.004,0.027,0.037
"P29","No sabe",0.241,0.078,0.14,0.093
"P30","Alberto Fernández por el Frente de Todos",0.774,0.611,0.49,0.638
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.049,0.052,0.104,0.023
"P30","Javier Milei por los liberales libertarios",0.044,0.062,0.103,0.019
"P30","Al candidato del Frente de Izquierda",0.004,0.067,0.052,0.102
"P30","No sabe",0.129,0.208,0.251,0.218
"P31","Sergio Massa por el Frente de Todos",0.583,0.8,0.518,0.682
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.067,0.034,0.119,0.011
"P31","Javier Milei por los liberales libertarios",0.084,0.062,0.092,0.014
"P31","Al candidato del Frente de Izquierda",0.027,0.023,0.056,0.096
"P31","No sabe",0.239,0.081,0.215,0.197
"P32","Wado de Pedro por el Frente de Todos",0.558,0.628,0.515,0.835
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.073,0.043,0.119,0.011
"P32","Javier Milei por los liberales libertarios",0.039,0.072,0.093,0.015
"P32","Al candidato del Frente de Izquierda",0.018,0.048,0.063,0.035
"P32","No sabe",0.312,0.209,0.21,0.104
"P33","Daniel Scioli por el Frente de Todos",0.55,0.704,0.554,0.746
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.056,0.049,0.113,0.006
"P33","Javier Milei por los liberales libertarios",0.06,0.057,0.095,0.015
"P33","Al candidato del Frente de Izquierda",0.029,0.027,0.061,0.075
"P33","No sabe",0.305,0.163,0.177,0.158
"P34","Sergio Massa por el Frente de Todos",0.64,0.836,0.52,0.699
"P34","Patricia Bullrich por Juntos por el Cambio",0.052,0.026,0.148,0.003
"P34","Javier Milei por los liberales libertarios",0.06,0.051,0.057,0.019
"P34","Al candidato del Frente de Izquierda",0.047,0.014,0.052,0.106
"P34","No sabe",0.201,0.073,0.223,0.173
"P35","Alberto Fernández por el Frente de Todos",0.768,0.706,0.496,0.682
"P35","Patricia Bullrich por Juntos por el Cambio",0.054,0.016,0.123,0.002
"P35","Javier Milei por los liberales libertarios",0.064,0.077,0.095,0.018
"P35","Al candidato del Frente de Izquierda",0.016,0.061,0.075,0.121
"P35","No sabe",0.098,0.14,0.211,0.177
"P36","Wado de Pedro por el Frente de Todos",0.509,0.667,0.546,0.839
"P36","Patricia Bullrich por Juntos por el Cambio",0.054,0.017,0.129,0
"P36","Javier Milei por los liberales libertarios",0.068,0.085,0.074,0.023
"P36","Al candidato del Frente de Izquierda",0.019,0.051,0.037,0.036
"P36","No sabe",0.35,0.18,0.214,0.102
"P37","Daniel Scioli por el Frente de Todos",0.646,0.736,0.56,0.765
"P37","Patricia Bullrich por Juntos por el Cambio",0.069,0.014,0.136,0
"P37","Javier Milei por los liberales libertarios",0.036,0.068,0.076,0.024
"P37","Al candidato del Frente de Izquierda",0.016,0.033,0.052,0.081
"P37","No sabe",0.233,0.149,0.176,0.13
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.162,0.157,0.127,0.075
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.499,0.686,0.479,0.566
"P38","Javier Milei presidente y su candidato a vice",0.062,0.059,0.087,0.016
"P38","A los candidatos de la izquierda",0.018,0.022,0.045,0.127
"P38","No sabe",0.259,0.076,0.262,0.216
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.112,0.046,0.136,0.023
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.582,0.809,0.464,0.616
"P39","Javier Milei presidente y su candidato a vice",0.037,0.04,0.076,0.016
"P39","A los candidatos de la izquierda",0.021,0.023,0.057,0.129
"P39","No sabe",0.248,0.082,0.267,0.216
"P40","Sergio Massa por el Frente de Todos",0.686,0.927,0.661,0.833
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.067,0.015,0.151,0.008
"P40","No sabe",0.247,0.058,0.188,0.159
"P41","Alberto Fernández por el Frente de Todos",0.777,0.74,0.634,0.808
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.043,0.064,0.16,0.006
"P41","No sabe",0.18,0.196,0.206,0.186
"P42","Sergio Massa por el Frente de Todos",0.714,0.898,0.628,0.839
"P42","Patricia Bullrich por Juntos por el Cambio",0.102,0.041,0.153,0.012
"P42","No sabe",0.184,0.061,0.219,0.149
"P43","Alberto Fernández por el Frente de Todos",0.775,0.821,0.666,0.819
"P43","Patricia Bullrich por Juntos por el Cambio",0.081,0.041,0.156,0.002
"P43","No sabe",0.144,0.138,0.178,0.179
"P44","Wado de Pedro por el Frente de Todos",0.591,0.758,0.588,0.894
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.07,0.073,0.175,0.003
"P44","No sabe",0.339,0.169,0.237,0.103
"P45","Daniel Scioli por el Frente de Todos",0.71,0.818,0.597,0.829
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.069,0.024,0.191,0.002
"P45","No sabe",0.221,0.158,0.212,0.169
"P46","Wado de Pedro por el Frente de Todos",0.605,0.789,0.602,0.882
"P46","Patricia Bullrich por Juntos por el Cambio",0.086,0.027,0.126,0.004
"P46","No sabe",0.309,0.184,0.272,0.114
"P47","Daniel Scioli por el Frente de Todos",0.672,0.82,0.686,0.856
"P47","Patricia Bullrich por Juntos por el Cambio",0.091,0.048,0.134,0.005
"P47","No sabe",0.237,0.132,0.18,0.139
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.243,0.303,0.258,0.172
"P48","Javier Milei por los liberales libertarios",0.051,0.104,0.118,0.022
"P48","No sabe",0.706,0.593,0.624,0.806
"P49","Patricia Bullrich por Juntos por el Cambio",0.089,0.123,0.13,0.026
"P49","Javier Milei por los liberales libertarios",0.042,0.127,0.145,0.053
"P49","No sabe",0.869,0.75,0.725,0.921
"P50","Alberto Fernández por el Frente de Todos",0.693,0.679,0.591,0.782
"P50","Javier Milei por los liberales libertarios",0.054,0.076,0.136,0.021
"P50","No sabe",0.253,0.245,0.273,0.197
"P51","Sergio Massa por el Frente de Todos",0.729,0.87,0.618,0.833
"P51","Javier Milei por los liberales libertarios",0.051,0.044,0.132,0.023
"P51","No sabe",0.22,0.086,0.25,0.144
"P52","Muy buena",0.301,0.278,0.127,0.157
"P52","Buena",0.355,0.256,0.198,0.282
"P52","Ni buena ni mala",0.185,0.278,0.394,0.345
"P52","Mala",0.078,0.143,0.095,0.159
"P52","Muy mala",0.076,0.044,0.183,0.057
"P52","No sabe",0.005,0.001,0.003,0
"P53","Muy buena",0.421,0.526,0.426,0.829
"P53","Buena",0.2,0.2,0.212,0.082
"P53","Ni buena ni mala",0.239,0.116,0.106,0.06
"P53","Mala",0.081,0.075,0.067,0.025
"P53","Muy mala",0.059,0.073,0.188,0.004
"P53","No sabe",0,0.01,0.001,0
"P54","Muy buena",0.073,0.095,0.13,0.077
"P54","Buena",0.064,0.05,0.1,0.006
"P54","Ni buena ni mala",0.178,0.076,0.032,0.006
"P54","Mala",0.125,0.144,0.223,0.071
"P54","Muy mala",0.556,0.616,0.514,0.836
"P54","No sabe",0.004,0.019,0.001,0.004
"P55","Muy buena",0.053,0.029,0.046,0.014
"P55","Buena",0.052,0.049,0.058,0.003
"P55","Ni buena ni mala",0.273,0.14,0.197,0.034
"P55","Mala",0.188,0.239,0.27,0.187
"P55","Muy mala",0.43,0.538,0.429,0.76
"P55","No sabe",0.004,0.005,0,0.002
"P56","Muy buena",0.196,0.313,0.113,0.084
"P56","Buena",0.179,0.428,0.271,0.327
"P56","Ni buena ni mala",0.468,0.125,0.325,0.368
"P56","Mala",0.093,0.06,0.092,0.125
"P56","Muy mala",0.062,0.074,0.199,0.094
"P56","No sabe",0.002,0,0,0.002
"P57","Muy buena",0.086,0.095,0.09,0.016
"P57","Buena",0.027,0.086,0.058,0.034
"P57","Ni buena ni mala",0.199,0.099,0.117,0.086
"P57","Mala",0.098,0.124,0.086,0.065
"P57","Muy mala",0.551,0.594,0.643,0.795
"P57","No sabe",0.039,0.002,0.006,0.004
"P58","Muy buena",0.052,0.045,0.08,0.024
"P58","Buena",0.005,0.031,0.066,0.006
"P58","Ni buena ni mala",0.137,0.066,0.125,0.014
"P58","Mala",0.18,0.17,0.1,0.078
"P58","Muy mala",0.58,0.684,0.595,0.872
"P58","No sabe",0.046,0.004,0.034,0.006
"P59","Muy buena",0.247,0.2,0.164,0.505
"P59","Buena",0.168,0.33,0.338,0.238
"P59","Ni buena ni mala",0.272,0.181,0.21,0.076
"P59","Mala",0.139,0.07,0.033,0.022
"P59","Muy mala",0.082,0.208,0.191,0.155
"P59","No sabe",0.092,0.011,0.064,0.004
"P60","Muy buena",0.26,0.241,0.204,0.246
"P60","Buena",0.327,0.431,0.266,0.387
"P60","Ni buena ni mala",0.27,0.251,0.28,0.264
"P60","Mala",0.062,0.037,0.092,0.047
"P60","Muy mala",0.048,0.021,0.129,0.054
"P60","No sabe",0.033,0.019,0.029,0.002
"P61","Muy buena",0.129,0.053,0.064,0.032
"P61","Buena",0.076,0.076,0.099,0.04
"P61","Ni buena ni mala",0.167,0.134,0.147,0.041
"P61","Mala",0.124,0.168,0.139,0.097
"P61","Muy mala",0.5,0.569,0.544,0.787
"P61","No sabe",0.004,0,0.007,0.003
"P62","Muy buena",0.065,0.031,0.056,0.027
"P62","Buena",0.042,0.148,0.138,0.046
"P62","Ni buena ni mala",0.391,0.362,0.361,0.334
"P62","Mala",0.197,0.226,0.157,0.236
"P62","Muy mala",0.219,0.191,0.213,0.331
"P62","No sabe",0.086,0.042,0.075,0.026
"P63","Siempre",0.291,0.332,0.287,0.337
"P63","Casi siempre",0.248,0.416,0.41,0.356
"P63","Casi nunca",0.315,0.193,0.237,0.21
"P63","Nunca, pero esta es una excepción",0.146,0.059,0.066,0.097
"P64","Si",0.631,0.754,0.61,0.592
"P64","No",0.369,0.246,0.39,0.408
