"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Daniel Scioli por el Frente de Todos",0.238,0.223,0.253,0.224,0.236,0.258,0.23,0.239,0.227,0.251,0.233,0.171,0.251,0.265,0.54,0.055,0.149
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.257,0.213,0.3,0.138,0.212,0.304,0.418,0.232,0.246,0.294,0.26,0.278,0.177,0.26,0.066,0.482,0.22
"Javier Milei por los liberales libertarios",0.297,0.391,0.206,0.456,0.335,0.216,0.157,0.284,0.333,0.263,0.314,0.35,0.288,0.264,0.128,0.339,0.377
"Al candidato del Frente de Izquierda",0.044,0.047,0.04,0.056,0.051,0.027,0.037,0.044,0.038,0.05,0.052,0.024,0.066,0.04,0.058,0.015,0.061
"No sabe",0.164,0.126,0.201,0.126,0.166,0.195,0.158,0.201,0.156,0.142,0.141,0.177,0.218,0.171,0.208,0.109,0.193
