"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P09_imputadas","A Blanca Cantero por el Frente de Todos",0.54,0.328,0.087,0.237
"P09_imputadas","A Federico García por el Frente de Todos",0.038,0.056,0.054,0.103
"P09_imputadas","A Victor Rengifo por Juntos por el Cambio",0.139,0.224,0.255,0.233
"P09_imputadas","A Mauro Arranz por Juntos por el Cambio",0.057,0.099,0.128,0.061
"P09_imputadas","A Anibal Regueiro por un partido vecinal",0.124,0.122,0.151,0.084
"P09_imputadas","A Eduardo Guardia por La Libertad Avanza",0.046,0.165,0.273,0.282
"P09_imputadas","A Miguel Coria por el Frente de Izquierda",0.056,0.006,0.052,0
"P12_imputadas","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.506,0.321,0.032,0.153
"P12_imputadas","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.096,0.075,0.032,0.058
"P12_imputadas","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.101,0.127,0.294,0.264
"P12_imputadas","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.048,0.192,0.15,0.086
"P12_imputadas","A Anibal Regueiro por un partido vecinal",0.135,0.137,0.096,0.085
"P12_imputadas","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.041,0.138,0.344,0.312
"P12_imputadas","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.073,0.01,0.052,0.042
