"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Seguro lo votaria",0.258,0.329,0.199,0.464,0.212,0.241,0.226,0.226,0.271,0.268,0.297,0.187,0.251,0.116,0.324,0.075
"Quizás lo votaría",0.225,0.233,0.218,0.412,0.199,0.194,0.182,0.124,0.269,0.253,0.217,0.246,0.224,0.238,0.168,0.308
"Nunca lo votaría",0.517,0.438,0.583,0.124,0.589,0.565,0.592,0.65,0.46,0.479,0.486,0.567,0.525,0.646,0.508,0.617
