"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.085,0.137,0.027,0.059,0.087,0.141,0.032,0.124,0.052,0.096,0.12,0.031,0.078,0.055,0.136,0
"A Sergio Massa",0.201,0.084,0.331,0.249,0.201,0.135,0.225,0.359,0.118,0.155,0.24,0.036,0.235,0.171,0.244,0.152
"A algún candidato del peronismo",0.466,0.55,0.373,0.504,0.413,0.576,0.381,0.25,0.552,0.574,0.525,0.433,0.43,0.25,0.543,0.848
"A algún candidato del kirchnerismo",0.248,0.229,0.269,0.188,0.299,0.148,0.362,0.267,0.278,0.175,0.115,0.5,0.257,0.524,0.077,0
