"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.269,0.238,0.299,0.223,0.273,0.274,0.295,0.282,0.253,0.28,0.281,0.246,0.527,0.086,0.172
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.252,0.238,0.266,0.193,0.205,0.279,0.371,0.26,0.25,0.248,0.242,0.273,0.095,0.471,0.265
"Javier Milei por los liberales libertarios",0.223,0.295,0.155,0.268,0.279,0.194,0.106,0.236,0.225,0.207,0.22,0.23,0.094,0.258,0.298
"Nicolás del Caño por la izquierda",0.03,0.024,0.035,0.044,0.038,0.019,0.014,0.012,0.039,0.034,0.033,0.024,0.029,0.01,0.034
"Otro candidato",0.123,0.137,0.109,0.144,0.109,0.138,0.111,0.1,0.123,0.147,0.115,0.138,0.137,0.11,0.143
"Aún no lo tengo decidido",0.103,0.068,0.136,0.128,0.096,0.096,0.103,0.11,0.11,0.084,0.109,0.089,0.118,0.065,0.088
