"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.254,0.263,0.245,0.267,0.273,0.236,0.228,0.254,0.267,0.231,0.265,0.232,0.247,0.215,0.596
"A Mauricio Macri",0.293,0.292,0.294,0.298,0.337,0.249,0.264,0.333,0.272,0.285,0.287,0.305,0.197,0.323,0.053
"A Patricia Bullrich",0.377,0.349,0.404,0.36,0.326,0.416,0.436,0.366,0.379,0.385,0.388,0.354,0.413,0.403,0.135
"A Facundo Manes",0.057,0.07,0.045,0.075,0.056,0.063,0.038,0.024,0.066,0.079,0.043,0.086,0.09,0.049,0.108
"A Gerardo Morales",0.019,0.026,0.012,0,0.008,0.036,0.034,0.023,0.016,0.02,0.017,0.023,0.053,0.01,0.108
