"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.535,0.534,0.516,0.221
"P05","Realizo changas o trabajos de vez en cuando",0.128,0.194,0.156,0.472
"P05","No tengo trabajo",0.1,0.091,0.124,0.185
"P05","Soy jubilado o pensionado",0.237,0.181,0.204,0.122
"P06","1",0.2,0.197,0.363,0.258
"P06","2",0.037,0.059,0.068,0.042
"P06","3",0.034,0.043,0.07,0.143
"P06","4",0.045,0.065,0.078,0.014
"P06","5",0.176,0.185,0.215,0.249
"P06","6",0.068,0.055,0.048,0
"P06","7",0.134,0.133,0.049,0.037
"P06","8",0.072,0.069,0.023,0
"P06","9",0.234,0.194,0.086,0.257
"P07","1",0.453,0.319,0.164,0.38
"P07","2",0.084,0.044,0.036,0.054
"P07","3",0.061,0.057,0.019,0
"P07","4",0.025,0.055,0.036,0.119
"P07","5",0.151,0.174,0.203,0.185
"P07","6",0.04,0.056,0.059,0
"P07","7",0.033,0.066,0.094,0.05
"P07","8",0.026,0.044,0.101,0.009
"P07","9",0.127,0.185,0.288,0.203
"P08","1",0.563,0.444,0.261,0.418
"P08","2",0.023,0.03,0.03,0.014
"P08","3",0.022,0.029,0.039,0
"P08","4",0.029,0.038,0.022,0
"P08","5",0.096,0.125,0.133,0.279
"P08","6",0.025,0.01,0.016,0
"P08","7",0.016,0.036,0.044,0.013
"P08","8",0.019,0.048,0.04,0
"P08","9",0.207,0.24,0.415,0.276
"P10","Del Frente de Todos y el peronismo",0.708,0.486,0.103,0.465
"P10","De Cambiemos",0.159,0.182,0.498,0.216
"P10","De los Liberales libertarios",0.052,0.132,0.277,0.05
"P10","De la Izquierda",0.005,0.06,0.021,0.028
"P10","No sabe",0.076,0.14,0.101,0.241
"P11","A Alberto Fernández",0.116,0.095,0.087,0.313
"P11","A Sergio Massa",0.263,0.242,0.242,0.344
"P11","A algún candidato del peronismo",0.088,0.109,0.172,0.038
"P11","A algún candidato del kirchnerismo",0.533,0.554,0.499,0.305
"P12","A Alberto Fernández",0.042,0.05,0.075,0.086
"P12","A Sergio Massa",0.115,0.12,0.128,0
"P12","A algún candidato del peronismo",0.07,0.142,0.152,0
"P12","A Cristina Fernández de Kirchner",0.773,0.688,0.645,0.914
"P13","A Horacio Rodriguez Larreta",0.404,0.211,0.244,0.684
"P13","A Mauricio Macri",0.227,0.288,0.308,0.219
"P13","A Patricia Bullrich",0.238,0.399,0.404,0.047
"P13","A Facundo Manes",0.067,0.097,0.035,0
"P13","A Gerardo Morales",0.064,0.005,0.009,0.05
"P14","Seguro lo votaria",0.122,0.198,0.144,0.1
"P14","Quizás lo votaría",0.468,0.254,0.343,0.781
"P14","Nunca lo votaría",0.41,0.548,0.513,0.119
"P15","Lo votaría",0.668,0.443,0.078,0.358
"P15","Puede que lo vote",0.085,0.07,0.035,0.065
"P15","Nunca lo votaría",0.178,0.382,0.857,0.266
"P15","No sabe",0.069,0.105,0.03,0.311
"P16","Lo votaría",0.285,0.153,0.04,0.274
"P16","Puede que lo vote",0.405,0.278,0.073,0.28
"P16","Nunca lo votaría",0.211,0.403,0.837,0.268
"P16","No sabe",0.099,0.166,0.05,0.178
"P17","Lo votaría",0.096,0.092,0.269,0.293
"P17","Puede que lo vote",0.141,0.255,0.333,0.087
"P17","Nunca lo votaría",0.716,0.563,0.336,0.204
"P17","No sabe",0.047,0.09,0.062,0.416
"P18","Lo votaría",0.089,0.085,0.227,0.066
"P18","Puede que lo vote",0.091,0.138,0.328,0.208
"P18","Nunca lo votaría",0.734,0.618,0.345,0.305
"P18","No sabe",0.086,0.159,0.1,0.421
"P19","Lo votaría",0.351,0.174,0.045,0.371
"P19","Puede que lo vote",0.375,0.303,0.112,0.222
"P19","Nunca lo votaría",0.247,0.429,0.818,0.132
"P19","No sabe",0.027,0.094,0.025,0.275
"P20","Lo votaría",0.061,0.044,0.058,0.032
"P20","Puede que lo vote",0.151,0.137,0.226,0.18
"P20","Nunca lo votaría",0.614,0.587,0.564,0.094
"P20","No sabe",0.174,0.232,0.152,0.694
"P21","Lo votaría",0.064,0.126,0.308,0.11
"P21","Puede que lo vote",0.125,0.139,0.297,0.169
"P21","Nunca lo votaría",0.726,0.633,0.339,0.131
"P21","No sabe",0.085,0.102,0.056,0.59
"P22","Lo votaría",0.036,0.042,0.05,0
"P22","Puede que lo vote",0.074,0.059,0.114,0.174
"P22","Nunca lo votaría",0.648,0.617,0.546,0.139
"P22","No sabe",0.242,0.282,0.29,0.687
"P23","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.068,0.063,0.2,0.188
"P23","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.051,0.057,0.121,0.111
"P23","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.054,0.101,0.239,0.052
"P23","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.043,0.04,0.018,0
"P23","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.597,0.382,0.068,0.167
"P23","Cristina Fernández de Kirchner presidenta  - Sergio Massa gobernador por el Frente de Todos",0.117,0.119,0.069,0.268
"P23","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.024,0.128,0.214,0.078
"P23","A los candidatos de la izquierda",0.003,0.043,0.015,0.028
"P23","Otros candidatos",0.043,0.067,0.056,0.108
"P24","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.085,0.108,0.363,0.101
"P24","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.101,0.098,0.166,0.111
"P24","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.123,0.074,0.04,0.3
"P24","Sergio Massa presidente – Axel Kicillof Gobernador",0.559,0.389,0.067,0.246
"P24","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.042,0.144,0.241,0.05
"P24","A los candidatos de la izquierda",0.024,0.073,0.038,0.042
"P24","Otros candidatos",0.066,0.114,0.085,0.15
"P26","Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.716,0.5,0.085,0.558
"P26","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.133,0.12,0.397,0.117
"P26","Javier Milei presidente – José Luis Espert gobernador por los liberales",0.059,0.163,0.313,0.189
"P26","A los candidatos de la izquierda",0.009,0.052,0.037,0.028
"P26","Otro candidato",0.083,0.165,0.168,0.108
"P28","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.273,0.245,0.321,0.182
