"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Tengo trabajo estable",0.504,0.52,0.536,0.39
"P05","Realizo changas o trabajos de vez en cuando",0.137,0.164,0.166,0.237
"P05","No tengo trabajo",0.107,0.094,0.132,0.181
"P05","Soy jubilado o pensionado",0.252,0.222,0.166,0.192
"P06","1",0.311,0.259,0.303,0.291
"P06","2",0.054,0.07,0.057,0.07
"P06","3",0.044,0.069,0.052,0.065
"P06","4",0.049,0.064,0.072,0.057
"P06","5",0.25,0.25,0.18,0.23
"P06","6",0.04,0.063,0.04,0.039
"P06","7",0.06,0.074,0.075,0.056
"P06","8",0.024,0.033,0.048,0.055
"P06","9",0.168,0.118,0.173,0.137
"P07","1",0.215,0.221,0.322,0.288
"P07","2",0.052,0.039,0.045,0.065
"P07","3",0.036,0.04,0.04,0.02
"P07","4",0.02,0.031,0.041,0.052
"P07","5",0.216,0.203,0.177,0.218
"P07","6",0.069,0.071,0.03,0.054
"P07","7",0.059,0.082,0.056,0.068
"P07","8",0.082,0.075,0.056,0.049
"P07","9",0.251,0.238,0.233,0.186
"P08","1",0.403,0.342,0.407,0.37
"P08","2",0.045,0.031,0.022,0.032
"P08","3",0.029,0.033,0.023,0.035
"P08","4",0.011,0.017,0.028,0.024
"P08","5",0.112,0.137,0.11,0.121
"P08","6",0.037,0.023,0.01,0.03
"P08","7",0.033,0.041,0.029,0.028
"P08","8",0.016,0.044,0.021,0.043
"P08","9",0.314,0.332,0.35,0.317
"P10","Del Frente de Todos y el peronismo",0.289,0.25,0.358,0.299
"P10","De Cambiemos",0.465,0.475,0.285,0.259
"P10","De los Liberales libertarios",0.128,0.151,0.207,0.131
"P10","De la Izquierda",0.029,0.012,0.033,0.028
"P10","No sabe",0.089,0.112,0.117,0.283
"P11","A Alberto Fernández",0.253,0.172,0.133,0.208
"P11","A Sergio Massa",0.373,0.342,0.205,0.215
"P11","A algún candidato del peronismo",0.184,0.126,0.125,0.115
"P11","A algún candidato del kirchnerismo",0.19,0.36,0.537,0.462
"P12","A Alberto Fernández",0.13,0.136,0.072,0.113
"P12","A Sergio Massa",0.222,0.183,0.113,0.13
"P12","A algún candidato del peronismo",0.175,0.123,0.111,0.073
"P12","A Cristina Fernández de Kirchner",0.473,0.558,0.704,0.684
"P13","A Horacio Rodriguez Larreta",0.174,0.202,0.253,0.335
"P13","A Mauricio Macri",0.301,0.265,0.291,0.326
"P13","A Patricia Bullrich",0.428,0.443,0.39,0.25
"P13","A Facundo Manes",0.076,0.069,0.053,0.055
"P13","A Gerardo Morales",0.021,0.021,0.013,0.034
"P14","Seguro lo votaria",0.216,0.133,0.173,0.166
"P14","Quizás lo votaría",0.336,0.366,0.321,0.483
"P14","Nunca lo votaría",0.448,0.501,0.506,0.351
"P15","Lo votaría",0.234,0.198,0.33,0.263
"P15","Puede que lo vote",0.086,0.08,0.062,0.118
"P15","Nunca lo votaría",0.621,0.673,0.566,0.445
"P15","No sabe",0.059,0.049,0.042,0.174
