"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner por el Frente de Todos",0.369,0.337,0.4,0.363,0.385,0.355,0.362,0.357,0.353,0.407,0.382,0.347,0.734,0.104,0.141
"Mauricio Macri por Juntos por el Cambio",0.419,0.434,0.405,0.374,0.375,0.452,0.5,0.406,0.428,0.419,0.418,0.42,0.139,0.755,0.356
"No sabe",0.212,0.229,0.195,0.263,0.24,0.193,0.138,0.237,0.219,0.174,0.2,0.233,0.127,0.141,0.503
