"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Si",0.558,0.59,0.53,0.57,0.564,0.563,0.533,0.579,0.54,0.565,0.551,0.571,0.555,0.581,0.592
"No",0.442,0.41,0.47,0.43,0.436,0.437,0.467,0.421,0.46,0.435,0.449,0.429,0.445,0.419,0.408
