"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.335,0.295,0.373,0.303,0.355,0.336,0.32,0.338,0.319,0.355,0.345,0.314,0.691,0.072,0.147
"Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.25,0.247,0.253,0.209,0.192,0.277,0.376,0.247,0.262,0.237,0.237,0.276,0.05,0.528,0.127
"Javier Milei presidente – José Luis Espert gobernador por los liberales",0.219,0.28,0.161,0.278,0.26,0.195,0.113,0.228,0.227,0.198,0.218,0.222,0.112,0.216,0.311
"A los candidatos de la izquierda",0.032,0.03,0.034,0.074,0.029,0.019,0.016,0.024,0.033,0.038,0.038,0.02,0.027,0.012,0.015
"Otro candidato",0.164,0.148,0.179,0.136,0.164,0.173,0.175,0.163,0.159,0.172,0.162,0.168,0.12,0.172,0.4
