"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.323,0.298,0.345,0.308,0.336,0.311,0.322,0.324,0.3,0.353,0.327,0.314,0.683,0.069,0.191
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.427,0.432,0.423,0.386,0.384,0.46,0.499,0.398,0.438,0.442,0.426,0.43,0.119,0.739,0.471
"No sabe",0.25,0.27,0.232,0.306,0.28,0.229,0.179,0.278,0.262,0.205,0.247,0.256,0.198,0.192,0.338
