"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.294,0.25,0.336,0.303,0.28,0.284,0.33,0.341,0.293,0.239,0.308,0.266,0.439,0.185,0.2
"2",0.049,0.049,0.05,0.068,0.043,0.043,0.052,0.055,0.045,0.05,0.043,0.062,0.062,0.037,0.038
"3",0.035,0.044,0.027,0.028,0.035,0.04,0.035,0.028,0.034,0.045,0.037,0.031,0.047,0.029,0.052
"4",0.039,0.041,0.036,0.043,0.034,0.047,0.036,0.032,0.036,0.052,0.037,0.042,0.038,0.03,0.04
"5",0.188,0.197,0.178,0.135,0.221,0.195,0.159,0.176,0.185,0.205,0.178,0.207,0.166,0.184,0.262
"6",0.045,0.046,0.044,0.055,0.037,0.047,0.046,0.029,0.05,0.054,0.044,0.046,0.027,0.062,0.154
"7",0.058,0.067,0.05,0.041,0.065,0.071,0.047,0.034,0.058,0.089,0.058,0.059,0.038,0.087,0.055
"8",0.06,0.072,0.048,0.059,0.055,0.076,0.049,0.052,0.066,0.059,0.065,0.05,0.031,0.076,0.03
"9",0.232,0.234,0.231,0.268,0.23,0.197,0.246,0.253,0.233,0.207,0.23,0.237,0.152,0.31,0.169
