"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Seguro lo votaria",0.17,0.179,0.161,0.165,0.199,0.138,0.16,0.189,0.179,0.135,0.167,0.175,0.153,0.18,0.089
"Quizás lo votaría",0.36,0.35,0.37,0.383,0.388,0.346,0.308,0.339,0.384,0.347,0.35,0.38,0.271,0.346,0.52
"Nunca lo votaría",0.47,0.471,0.469,0.452,0.413,0.516,0.532,0.472,0.437,0.518,0.483,0.445,0.576,0.474,0.391
