"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tengo trabajo estable",0.531,0.484,0.491,0.581,0.573,0.36
"P05","Realizo changas o trabajos de vez en cuando",0.152,0.166,0.158,0.13,0.154,0.3
"P05","No tengo trabajo",0.114,0.095,0.111,0.085,0.139,0.158
"P05","Soy jubilado o pensionado",0.203,0.255,0.24,0.204,0.134,0.182
"P06","1",0.294,0.28,0.253,0.281,0.369,0.312
"P06","2",0.035,0.065,0.068,0.051,0.048,0.069
"P06","3",0.044,0.039,0.059,0.068,0.06,0.067
"P06","4",0.045,0.064,0.06,0.107,0.063,0.028
"P06","5",0.326,0.227,0.22,0.189,0.144,0.138
"P06","6",0.072,0.084,0.058,0.034,0.04,0.05
"P06","7",0.029,0.074,0.102,0.104,0.072,0.057
"P06","8",0.027,0.025,0.054,0.036,0.04,0.044
"P06","9",0.128,0.142,0.126,0.13,0.164,0.235
"P07","1",0.239,0.22,0.244,0.257,0.317,0.334
"P07","2",0.033,0.046,0.059,0.058,0.033,0.048
"P07","3",0.053,0.042,0.04,0.026,0.02,0.044
"P07","4",0.023,0.052,0.049,0.045,0.02,0.016
"P07","5",0.292,0.192,0.202,0.145,0.155,0.187
"P07","6",0.08,0.1,0.056,0.044,0.028,0.019
"P07","7",0.021,0.076,0.081,0.086,0.063,0.09
"P07","8",0.061,0.063,0.056,0.095,0.094,0.05
"P07","9",0.198,0.209,0.213,0.244,0.27,0.212
"P08","1",0.293,0.364,0.402,0.377,0.343,0.357
"P08","2",0.013,0.036,0.027,0.037,0.026,0.023
"P08","3",0.029,0.04,0.031,0.037,0.032,0.007
"P08","4",0.049,0.027,0.024,0.036,0.008,0.045
"P08","5",0.13,0.125,0.145,0.11,0.114,0.101
"P08","6",0.049,0.014,0.021,0.009,0.014,0.002
"P08","7",0.029,0.025,0.032,0.049,0.043,0.018
"P08","8",0.015,0.063,0.034,0.034,0.024,0.057
"P08","9",0.393,0.306,0.284,0.311,0.396,0.39
"P10","Del Frente de Todos y el peronismo",0.234,0.243,0.374,0.315,0.303,0.38
"P10","De Cambiemos",0.435,0.43,0.321,0.389,0.355,0.205
"P10","De los Liberales libertarios",0.165,0.162,0.167,0.22,0.251,0.165
"P10","De la Izquierda",0.013,0.054,0.023,0.006,0.018,0.055
"P10","No sabe",0.153,0.111,0.115,0.07,0.073,0.195
"P11","A Alberto Fernández",0.228,0.134,0.086,0.091,0.089,0.241
"P11","A Sergio Massa",0.363,0.341,0.324,0.162,0.123,0.287
"P11","A algún candidato del peronismo",0.114,0.136,0.084,0.117,0.104,0.151
"P11","A algún candidato del kirchnerismo",0.295,0.389,0.506,0.63,0.684,0.321
"P12","A Alberto Fernández",0.128,0.047,0.046,0.014,0.075,0.04
"P12","A Sergio Massa",0.242,0.135,0.14,0.06,0.063,0.159
"P12","A algún candidato del peronismo",0.077,0.115,0.131,0.1,0.055,0.101
"P12","A Cristina Fernández de Kirchner",0.553,0.703,0.683,0.826,0.807,0.7
"P13","A Horacio Rodriguez Larreta",0.304,0.419,0.268,0.225,0.125,0.486
"P13","A Mauricio Macri",0.093,0.142,0.291,0.327,0.452,0.324
"P13","A Patricia Bullrich",0.325,0.351,0.406,0.419,0.416,0.13
"P13","A Facundo Manes",0.225,0.068,0.022,0.026,0,0.038
"P13","A Gerardo Morales",0.053,0.02,0.013,0.003,0.007,0.022
"P14","Seguro lo votaria",0.195,0.256,0.103,0.093,0.148,0.156
"P14","Quizás lo votaría",0.415,0.355,0.36,0.336,0.31,0.489
"P14","Nunca lo votaría",0.39,0.389,0.537,0.571,0.542,0.355
"P15","Lo votaría",0.233,0.208,0.325,0.303,0.268,0.341
"P15","Puede que lo vote",0.057,0.059,0.068,0.035,0.034,0.094
"P15","Nunca lo votaría",0.634,0.641,0.546,0.636,0.674,0.412
"P15","No sabe",0.076,0.092,0.061,0.026,0.024,0.153
"P16","Lo votaría",0.133,0.129,0.132,0.09,0.104,0.205
"P16","Puede que lo vote",0.221,0.194,0.212,0.192,0.156,0.188
"P16","Nunca lo votaría",0.579,0.635,0.56,0.647,0.677,0.369
"P16","No sabe",0.067,0.042,0.096,0.071,0.063,0.238
"P17","Lo votaría",0.302,0.275,0.19,0.157,0.173,0.125
"P17","Puede que lo vote",0.322,0.301,0.294,0.25,0.235,0.199
"P17","Nunca lo votaría",0.335,0.364,0.445,0.544,0.545,0.409
"P17","No sabe",0.041,0.06,0.071,0.049,0.047,0.267
"P18","Lo votaría",0.263,0.164,0.156,0.149,0.19,0.067
"P18","Puede que lo vote",0.222,0.296,0.232,0.208,0.25,0.181
"P18","Nunca lo votaría",0.42,0.459,0.491,0.549,0.495,0.392
"P18","No sabe",0.095,0.081,0.121,0.094,0.065,0.36
"P19","Lo votaría",0.189,0.12,0.161,0.116,0.106,0.288
"P19","Puede que lo vote",0.16,0.192,0.243,0.214,0.178,0.262
"P19","Nunca lo votaría",0.62,0.645,0.55,0.642,0.689,0.328
"P19","No sabe",0.031,0.043,0.046,0.028,0.027,0.122
"P20","Lo votaría",0.11,0.06,0.068,0.04,0.036,0.035
"P20","Puede que lo vote",0.229,0.253,0.195,0.195,0.145,0.152
"P20","Nunca lo votaría",0.517,0.492,0.532,0.6,0.718,0.441
"P20","No sabe",0.144,0.195,0.205,0.165,0.101,0.372
"P21","Lo votaría",0.198,0.207,0.197,0.224,0.27,0.111
"P21","Puede que lo vote",0.285,0.239,0.193,0.242,0.239,0.222
"P21","Nunca lo votaría",0.456,0.484,0.515,0.484,0.457,0.405
"P21","No sabe",0.061,0.07,0.095,0.05,0.034,0.262
"P22","Lo votaría",0.104,0.052,0.031,0.038,0.058,0.003
"P22","Puede que lo vote",0.16,0.122,0.078,0.085,0.094,0.093
"P22","Nunca lo votaría",0.463,0.547,0.597,0.593,0.636,0.42
"P22","No sabe",0.273,0.279,0.294,0.284,0.212,0.484
"P23","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.157,0.127,0.136,0.151,0.162,0.109
"P23","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.154,0.191,0.094,0.073,0.037,0.061
"P23","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.198,0.15,0.157,0.2,0.19,0.061
"P23","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.03,0.031,0.029,0.017,0.023,0.062
"P23","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.159,0.186,0.285,0.269,0.251,0.259
"P23","Cristina Fernández de Kirchner presidenta  - Sergio Massa gobernador por el Frente de Todos",0.09,0.072,0.105,0.081,0.089,0.124
"P23","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.094,0.141,0.12,0.163,0.2,0.204
"P23","A los candidatos de la izquierda",0.004,0.032,0.015,0.015,0.014,0.027
"P23","Otros candidatos",0.114,0.07,0.059,0.031,0.034,0.093
"P24","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.262,0.211,0.23,0.302,0.274,0.146
"P24","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.221,0.24,0.138,0.098,0.083,0.123
"P24","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.082,0.055,0.084,0.053,0.053,0.135
"P24","Sergio Massa presidente – Axel Kicillof Gobernador",0.146,0.201,0.298,0.238,0.211,0.289
"P24","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.116,0.146,0.141,0.193,0.238,0.19
"P24","A los candidatos de la izquierda",0.033,0.051,0.036,0.032,0.054,0.031
"P24","Otros candidatos",0.14,0.096,0.073,0.084,0.087,0.086
"P26","Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.221,0.272,0.371,0.311,0.268,0.411
"P26","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.277,0.308,0.26,0.289,0.319,0.165
"P26","Javier Milei presidente – José Luis Espert gobernador por los liberales",0.208,0.206,0.187,0.25,0.271,0.243
"P26","A los candidatos de la izquierda",0.015,0.045,0.029,0.018,0.041,0.055
"P26","Otro candidato",0.279,0.169,0.153,0.132,0.101,0.126
"P28","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.292,0.374,0.295,0.307,0.248,0.242
"P28","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.256,0.271,0.357,0.316,0.286,0.369
"P28","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.217,0.208,0.199,0.273,0.338,0.211
"P28","A los candidatos de la izquierda",0.013,0.039,0.019,0.005,0.01,0.035
"P28","Otro candidato",0.222,0.108,0.13,0.099,0.118,0.143
"P30","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.291,0.381,0.355,0.319,0.347,0.283
"P30","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.304,0.307,0.349,0.373,0.286,0.281
"P30","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.174,0.165,0.164,0.236,0.274,0.243
"P30","A los candidatos de la izquierda",0.007,0.026,0.026,0.004,0.018,0.055
"P30","Otro candidato",0.224,0.121,0.106,0.068,0.075,0.138
"P31","Sergio Massa por el Frente de Todos",0.247,0.277,0.309,0.248,0.223,0.303
"P31","Patricia Bullrich por Juntos por el Cambio",0.352,0.33,0.33,0.33,0.318,0.177
"P31","Javier Milei por los liberales libertarios",0.119,0.178,0.151,0.223,0.274,0.18
"P31","Nicolás del Caño por la izquierda",0.008,0.053,0.022,0.011,0.035,0.055
"P31","Otro candidato",0.2,0.099,0.082,0.111,0.104,0.026
"P31","Aún no lo tengo decidido",0.074,0.063,0.106,0.077,0.046,0.259
"P33","Sergio Massa por el Frente de Todos",0.225,0.211,0.323,0.235,0.213,0.39
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.309,0.375,0.277,0.247,0.211,0.115
"P33","Javier Milei por los liberales libertarios",0.205,0.187,0.187,0.267,0.343,0.225
"P33","Nicolás del Caño por la izquierda",0.025,0.057,0.027,0.012,0.036,0.059
"P33","Otro candidato",0.149,0.1,0.09,0.143,0.151,0.031
"P33","Aún no lo tengo decidido",0.087,0.07,0.096,0.096,0.046,0.18
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.238,0.248,0.375,0.303,0.274,0.363
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.353,0.393,0.271,0.258,0.231,0.088
"P34","Javier Milei por los liberales libertarios",0.186,0.182,0.199,0.286,0.342,0.22
"P34","Nicolás del Caño por la izquierda",0.025,0.042,0.021,0.027,0.012,0.055
"P34","Otro candidato",0.126,0.086,0.07,0.104,0.109,0.062
"P34","Aún no lo tengo decidido",0.072,0.049,0.064,0.022,0.032,0.212
"P35","Sergio Massa por el Frente de Todos",0.305,0.281,0.345,0.254,0.302,0.227
"P35","Mauricio Macri por Juntos por el Cambio",0.283,0.285,0.3,0.27,0.258,0.238
"P35","Javier Milei por los liberales libertarios",0.173,0.179,0.16,0.259,0.265,0.255
"P35","Nicolás del Caño por la izquierda",0.013,0.054,0.028,0.023,0.038,0.055
"P35","Otro candidato",0.176,0.133,0.097,0.151,0.095,0.032
"P35","Aún no lo tengo decidido",0.05,0.068,0.07,0.043,0.042,0.193
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.238,0.273,0.402,0.363,0.326,0.446
"P36","Mauricio Macri por Juntos por el Cambio",0.495,0.522,0.412,0.445,0.468,0.225
"P36","No sabe",0.267,0.205,0.186,0.192,0.206,0.329
"P37","Alberto Fernández por el Frente de Todos",0.217,0.242,0.331,0.262,0.24,0.365
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.568,0.537,0.419,0.444,0.357,0.19
"P37","No sabe",0.215,0.221,0.25,0.294,0.403,0.445
"P38","Sergio Massa presidente por el Frente de Todos",0.26,0.276,0.376,0.282,0.23,0.47
"P38","Patricia Bullrich por Juntos por el Cambio",0.577,0.568,0.464,0.545,0.513,0.2
"P38","No sabe",0.163,0.156,0.16,0.173,0.257,0.33
"P39","Cristina Fernandez de Kirchner por el Frente de Todos",0.212,0.287,0.406,0.334,0.298,0.43
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.653,0.59,0.44,0.471,0.409,0.216
"P39","No sabe",0.135,0.123,0.154,0.195,0.293,0.354
"P40","Sergio Massa presidente por el Frente de Todos",0.3,0.263,0.388,0.309,0.25,0.432
"P40","Javier Milei por los liberales libertarios",0.39,0.409,0.34,0.462,0.406,0.221
"P40","No sabe",0.31,0.328,0.272,0.229,0.344,0.347
"P41","Sergio Massa por el Frente de Todos",0.27,0.252,0.373,0.291,0.254,0.444
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.596,0.529,0.425,0.467,0.383,0.215
"P41","No sabe",0.134,0.219,0.202,0.242,0.363,0.341
"P42","Sergio Massa por el Frente de Todos",0.3,0.286,0.392,0.306,0.247,0.528
"P42","Mauricio Macri por Juntos por el Cambio",0.492,0.515,0.436,0.528,0.524,0.173
"P42","No sabe",0.208,0.199,0.172,0.166,0.229,0.299
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.484,0.423,0.333,0.309,0.204,0.181
"P43","Javier Milei por los liberales libertarios",0.224,0.259,0.25,0.325,0.409,0.245
"P43","No sabe",0.292,0.318,0.417,0.366,0.387,0.574
"P44","Muy buena",0.13,0.038,0.061,0.077,0.069,0.049
"P44","Buena",0.095,0.129,0.208,0.148,0.206,0.232
"P44","Ni buena ni mala",0.141,0.171,0.185,0.195,0.116,0.273
"P44","Mala",0.144,0.116,0.116,0.079,0.066,0.101
"P44","Muy mala",0.49,0.513,0.421,0.501,0.541,0.329
"P44","No sabe",0,0.033,0.009,0,0.002,0.016
"P45","Muy buena",0.084,0.037,0.057,0.039,0.054,0.136
"P45","Buena",0.084,0.15,0.148,0.128,0.088,0.16
"P45","Ni buena ni mala",0.11,0.132,0.2,0.157,0.107,0.259
"P45","Mala",0.185,0.133,0.152,0.116,0.089,0.16
"P45","Muy mala",0.534,0.547,0.44,0.558,0.661,0.26
"P45","No sabe",0.003,0.001,0.003,0.002,0.001,0.025
"P46","Muy buena",0.167,0.17,0.306,0.257,0.213,0.269
"P46","Buena",0.037,0.07,0.061,0.062,0.038,0.127
"P46","Ni buena ni mala",0.07,0.077,0.071,0.02,0.039,0.146
"P46","Mala",0.093,0.051,0.049,0.055,0.025,0.056
"P46","Muy mala",0.63,0.631,0.508,0.598,0.678,0.339
"P46","No sabe",0.003,0.001,0.005,0.008,0.007,0.063
"P47","Muy buena",0.231,0.15,0.147,0.176,0.239,0.065
"P47","Buena",0.124,0.249,0.194,0.171,0.176,0.105
"P47","Ni buena ni mala",0.185,0.138,0.151,0.137,0.1,0.219
"P47","Mala",0.142,0.136,0.129,0.122,0.059,0.144
"P47","Muy mala",0.318,0.326,0.372,0.394,0.425,0.409
"P47","No sabe",0,0.001,0.007,0,0.001,0.058
"P48","Muy buena",0.319,0.28,0.126,0.137,0.096,0.053
"P48","Buena",0.193,0.255,0.215,0.157,0.178,0.125
"P48","Ni buena ni mala",0.223,0.152,0.248,0.185,0.142,0.284
"P48","Mala",0.097,0.133,0.132,0.155,0.126,0.151
"P48","Muy mala",0.16,0.172,0.275,0.341,0.451,0.241
"P48","No sabe",0.008,0.008,0.004,0.025,0.007,0.146
"P49","Muy buena",0.177,0.1,0.075,0.067,0.043,0.144
"P49","Buena",0.095,0.148,0.185,0.125,0.099,0.207
"P49","Ni buena ni mala",0.156,0.203,0.203,0.165,0.104,0.291
"P49","Mala",0.143,0.143,0.144,0.183,0.09,0.125
"P49","Muy mala",0.429,0.406,0.388,0.46,0.663,0.18
"P49","No sabe",0,0,0.005,0,0.001,0.053
"P50","Muy buena",0.423,0.264,0.247,0.297,0.318,0.128
"P50","Buena",0.129,0.255,0.171,0.145,0.125,0.172
"P50","Ni buena ni mala",0.118,0.138,0.155,0.098,0.092,0.146
"P50","Mala",0.119,0.091,0.089,0.106,0.033,0.146
"P50","Muy mala",0.204,0.249,0.333,0.353,0.43,0.269
"P50","No sabe",0.007,0.003,0.005,0.001,0.002,0.139
"P51","Muy buena",0.216,0.137,0.123,0.191,0.249,0.169
"P51","Buena",0.162,0.19,0.132,0.138,0.138,0.105
"P51","Ni buena ni mala",0.219,0.279,0.282,0.191,0.166,0.129
"P51","Mala",0.118,0.109,0.119,0.147,0.053,0.074
"P51","Muy mala",0.277,0.279,0.334,0.331,0.392,0.357
"P51","No sabe",0.008,0.006,0.01,0.002,0.002,0.166
