"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.538,0.558,0.497,0.474
"P05","Realizo changas o trabajos de vez en cuando",0.123,0.19,0.168,0.272
"P05","No tengo trabajo",0.126,0.058,0.124,0.15
"P05","Soy jubilado o pensionado",0.213,0.194,0.211,0.104
"P06","1",0.254,0.143,0.353,0.545
"P06","2",0.045,0.059,0.066,0.023
"P06","3",0.032,0.042,0.074,0
"P06","4",0.039,0.077,0.08,0.016
"P06","5",0.143,0.174,0.235,0.151
"P06","6",0.05,0.072,0.049,0
"P06","7",0.131,0.142,0.043,0.119
"P06","8",0.078,0.052,0.024,0.028
"P06","9",0.228,0.239,0.076,0.118
"P07","1",0.47,0.366,0.146,0.03
"P07","2",0.08,0.069,0.031,0.023
"P07","3",0.042,0.052,0.025,0.122
"P07","4",0.028,0.052,0.038,0.016
"P07","5",0.124,0.194,0.206,0.493
"P07","6",0.042,0.049,0.059,0
"P07","7",0.054,0.044,0.094,0.015
"P07","8",0.029,0.041,0.099,0.028
"P07","9",0.131,0.133,0.302,0.273
"P08","1",0.548,0.579,0.233,0.103
"P08","2",0.024,0.031,0.03,0.051
"P08","3",0.02,0.029,0.039,0
"P08","4",0.035,0.032,0.021,0
"P08","5",0.081,0.106,0.146,0.236
"P08","6",0.008,0.009,0.023,0
"P08","7",0.015,0.018,0.048,0.122
"P08","8",0.02,0.018,0.045,0.185
"P08","9",0.249,0.178,0.415,0.303
"P10","Del Frente de Todos y el peronismo",0.643,0.701,0.067,0.147
"P10","De Cambiemos",0.171,0.079,0.518,0.316
"P10","De los Liberales libertarios",0.101,0.05,0.277,0
"P10","De la Izquierda",0.014,0.053,0.022,0.185
"P10","No sabe",0.071,0.117,0.116,0.352
"P11","A Alberto Fernández",0.129,0.118,0.045,0
"P11","A Sergio Massa",0.269,0.287,0.132,0
"P11","A algún candidato del peronismo",0.047,0.113,0.338,0
"P11","A algún candidato del kirchnerismo",0.555,0.482,0.485,1
"P12","A Alberto Fernández",0.077,0.042,0.031,0
"P12","A Sergio Massa",0.13,0.119,0.062,0
"P12","A algún candidato del peronismo",0.05,0.118,0.237,0.849
"P12","A Cristina Fernández de Kirchner",0.743,0.721,0.67,0.151
"P13","A Horacio Rodriguez Larreta",0.362,0.182,0.25,0.387
"P13","A Mauricio Macri",0.383,0.361,0.283,0.131
"P13","A Patricia Bullrich",0.207,0.257,0.412,0.417
"P13","A Facundo Manes",0.04,0.11,0.043,0
"P13","A Gerardo Morales",0.008,0.09,0.012,0.065
"P14","Seguro lo votaria",0.187,0.054,0.144,0.131
