"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernandez de Kirchner por el Frente de Todos",0.356,0.327,0.382,0.351,0.374,0.343,0.341,0.351,0.337,0.39,0.361,0.346,0.761,0.074,0.127
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.443,0.44,0.446,0.384,0.398,0.484,0.524,0.426,0.452,0.447,0.434,0.461,0.14,0.757,0.528
"No sabe",0.201,0.233,0.172,0.265,0.228,0.173,0.135,0.223,0.211,0.163,0.205,0.193,0.099,0.169,0.345
