"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P09","Siempre",0.176,0.216,0.248,0
"P09","Casi siempre",0.363,0.319,0.427,0.614
"P09","Casi nunca",0.366,0.328,0.247,0.218
"P09","Nunca, pero esta es una excepción",0.095,0.137,0.078,0.168
"P10","Positiva",0.514,0.468,0.395,0.293
"P10","Neutra",0.356,0.42,0.423,0.701
"P10","Negativa",0.11,0.085,0.16,0
"P10","No sabe",0.02,0.027,0.022,0.006
"P11","Positiva",0.724,0.639,0.511,0.329
"P11","Neutra",0.135,0.304,0.317,0.671
"P11","Negativa",0.139,0.034,0.169,0
"P11","No sabe",0.002,0.023,0.003,0
"P12","Muy de acuerdo",0.168,0.161,0.091,0.006
"P12","De acuerdo",0.151,0.176,0.16,0.379
"P12","Ni de acuerdo ni en desacuerdo",0.165,0.189,0.212,0.03
"P12","En desacuerdo",0.239,0.116,0.184,0.585
"P12","Muy en desacuerdo",0.091,0.188,0.192,0
"P12","No sabe",0.186,0.17,0.161,0
"P15","Muy de acuerdo",0.683,0.617,0.513,0.618
"P15","De acuerdo",0.103,0.132,0.198,0
"P15","Ni de acuerdo ni en desacuerdo",0.13,0.189,0.175,0.382
"P15","En desacuerdo",0.067,0.034,0.092,0
"P15","Muy en desacuerdo",0.004,0.016,0.011,0
"P15","No sabe",0.013,0.012,0.011,0
"P16","Al gobierno provincial que se fue",0.633,0.633,0.611,0.796
"P16","Al gobierno provincial vigente",0.071,0.034,0.062,0
"P16","Al gobierno nacional que se fue",0.243,0.222,0.084,0.168
"P16","Al gobierno nacional que vigente",0.025,0.053,0.17,0.03
"P16","No sabe",0.028,0.058,0.073,0.006
"P17","Muy de acuerdo",0.814,0.632,0.577,0.588
"P17","De acuerdo",0.085,0.199,0.181,0
"P17","Ni de acuerdo ni en desacuerdo",0.067,0.129,0.17,0.382
"P17","En desacuerdo",0.02,0.028,0.058,0.03
"P17","Muy en desacuerdo",0.013,0.003,0.007,0
"P17","No sabe",0.001,0.009,0.007,0
"P18","Si",0.668,0.747,0.601,0.613
"P18","No",0.178,0.099,0.178,0
"P18","No sabe",0.154,0.154,0.221,0.387
"P19","Si",0.532,0.524,0.398,0.613
"P19","No",0.211,0.142,0.292,0
"P19","No sabe",0.257,0.334,0.31,0.387
"P22","Muy de acuerdo",0.609,0.354,0.116,0.168
"P22","De acuerdo",0.172,0.217,0.102,0
"P22","Ni de acuerdo ni en desacuerdo",0.122,0.177,0.076,0.068
"P22","En desacuerdo",0.06,0.129,0.27,0.289
"P22","Muy en desacuerdo",0.037,0.103,0.422,0.475
"P22","No sabe",0,0.02,0.014,0
"P23","Muy de acuerdo",0.581,0.267,0.117,0.168
"P23","De acuerdo",0.206,0.195,0.054,0
"P23","Ni de acuerdo ni en desacuerdo",0.082,0.244,0.071,0.357
"P23","En desacuerdo",0.091,0.134,0.228,0
"P23","Muy en desacuerdo",0.04,0.131,0.529,0.475
"P23","No sabe",0,0.029,0.001,0
"P24","Positiva",0.621,0.599,0.514,0.475
"P24","Neutra",0.266,0.335,0.294,0.357
"P24","Negativa",0.113,0.059,0.185,0
"P24","No sabe",0,0.007,0.007,0.168
"P25","Positiva",0.353,0.329,0.441,0.33
"P25","Neutra",0.364,0.438,0.254,0.351
"P25","Negativa",0.274,0.213,0.298,0.319
"P25","No sabe",0.009,0.02,0.007,0
"P26","Positiva",0.227,0.246,0.217,0
"P26","Neutra",0.255,0.317,0.177,0.555
"P26","Negativa",0.511,0.432,0.606,0.445
"P26","No sabe",0.007,0.005,0,0
"P27","Positiva",0.289,0.255,0.157,0.062
"P27","Neutra",0.343,0.466,0.42,0.325
"P27","Negativa",0.351,0.251,0.396,0.125
"P27","No sabe",0.017,0.028,0.027,0.488
