"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.133,0.214,0.417,0.201
"P07","De Cambiemos",0.588,0.393,0.217,0.22
"P07","De los Liberales libertarios",0.118,0.202,0.201,0.263
"P07","De la Izquierda",0.021,0.023,0.053,0.043
"P07","Otros",0.068,0.076,0.055,0.089
"P07","No sabe",0.072,0.092,0.057,0.184
"P08","A Alberto Fernández",0.195,0.152,0.121,0.144
"P08","A Sergio Massa",0.407,0.251,0.146,0.066
"P08","A algún candidato del peronismo",0.386,0.344,0.146,0.556
"P08","A algún candidato del kirchnerismo",0.012,0.253,0.587,0.234
"P09","A Alberto Fernández",0.338,0.073,0.05,0.013
"P09","A Sergio Massa",0.056,0.21,0.07,0
"P09","A algún candidato del peronismo",0.403,0.28,0.068,0.594
"P09","A Cristina Fernández de Kirchner",0.203,0.437,0.812,0.393
"P10","A Horacio Rodriguez Larreta",0.241,0.209,0.133,0.371
"P10","A Mauricio Macri",0.217,0.34,0.302,0.333
"P10","A Patricia Bullrich",0.425,0.387,0.511,0.296
"P10","A Facundo Manes",0.04,0.031,0.046,0
"P10","A Gerardo Morales",0.077,0.033,0.008,0
"P11","A Juntos por el Cambio",0.56,0.346,0.193,0.163
"P11","Al Frente de Todos",0.108,0.114,0.219,0.072
"P11","A Hacemos por Córdoba",0.128,0.308,0.235,0.361
"P11","A los liberales libertarios de Milei",0.046,0.088,0.184,0.159
"P11","A Encuentro Vecinal Córdoba",0.026,0.043,0.035,0.042
"P11","Al Frente de Izquierda",0.038,0.041,0.07,0.035
"P11","No sabe",0.094,0.06,0.064,0.168
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.641,0.546,0.63,0.654
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.295,0.328,0.289,0.296
"P12","No sabe",0.064,0.126,0.081,0.05
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.609,0.344,0.236,0.226
"P13","A Martín Llaryora por Hacemos por Córdoba",0.159,0.399,0.289,0.437
"P13","Al candidato del Frente de Todos",0.044,0.055,0.178,0.016
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.028,0.088,0.132,0.11
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.062,0.033,0.032,0.057
"P13","Al candidato del Frente de Izquierda",0.012,0.017,0.058,0.031
"P13","Votaría en blanco",0.048,0.017,0.027,0.017
"P13","No sabe",0.038,0.047,0.048,0.106
"P15","A Luis Juez por Juntos por el Cambio",0.554,0.357,0.195,0.301
"P15","A Martín Llaryora por Hacemos por Córdoba",0.217,0.405,0.339,0.371
"P15","Al candidato del Frente de Todos",0.013,0.043,0.164,0.035
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.048,0.104,0.135,0.129
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.088,0.034,0.029,0.033
"P15","Al candidato del Frente de Izquierda",0.004,0.019,0.058,0.026
"P15","Votaría en blanco",0.027,0.008,0.021,0.017
"P15","No sabe",0.049,0.03,0.059,0.088
