"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.081,0.127,0.558,0.026
"P07","De Cambiemos",0.606,0.384,0.117,0.214
"P07","De los Liberales libertarios",0.222,0.262,0.103,0.383
"P07","De la Izquierda",0.012,0.032,0.059,0.059
"P07","Otros",0.035,0.081,0.084,0.127
"P07","No sabe",0.044,0.114,0.079,0.191
"P08","A Alberto Fernández",0.203,0.199,0.108,1
"P08","A Sergio Massa",0.13,0.222,0.169,0
"P08","A algún candidato del peronismo",0.635,0.234,0.194,0
"P08","A algún candidato del kirchnerismo",0.032,0.345,0.529,0
"P09","A Alberto Fernández",0.165,0.058,0.043,1
"P09","A Sergio Massa",0.081,0.07,0.107,0
"P09","A algún candidato del peronismo",0.66,0.245,0.126,0
"P09","A Cristina Fernández de Kirchner",0.094,0.627,0.724,0
"P10","A Horacio Rodriguez Larreta",0.206,0.194,0.283,0.088
"P10","A Mauricio Macri",0.263,0.292,0.222,0.624
"P10","A Patricia Bullrich",0.45,0.486,0.372,0.288
"P10","A Facundo Manes",0.04,0.011,0.086,0
"P10","A Gerardo Morales",0.041,0.017,0.037,0
"P11","A Juntos por el Cambio",0.661,0.293,0.076,0.168
"P11","Al Frente de Todos",0.086,0.072,0.242,0
"P11","A Hacemos por Córdoba",0.102,0.259,0.381,0.374
"P11","A los liberales libertarios de Milei",0.078,0.155,0.094,0.081
"P11","A Encuentro Vecinal Córdoba",0.025,0.05,0.041,0.1
"P11","Al Frente de Izquierda",0.007,0.066,0.064,0.059
"P11","No sabe",0.041,0.105,0.102,0.218
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.632,0.512,0.443,0.465
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.333,0.33,0.165,0.535
"P12","No sabe",0.035,0.158,0.392,0
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.747,0.23,0.053,0.241
"P13","A Martín Llaryora por Hacemos por Córdoba",0.082,0.419,0.501,0.394
"P13","Al candidato del Frente de Todos",0.018,0.042,0.205,0
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.048,0.132,0.048,0.081
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.031,0.073,0.039,0
"P13","Al candidato del Frente de Izquierda",0.007,0.014,0.064,0.059
"P13","Votaría en blanco",0.02,0.047,0.022,0.062
"P13","No sabe",0.047,0.043,0.068,0.163
"P15","A Luis Juez por Juntos por el Cambio",0.666,0.349,0.08,0.265
"P15","A Martín Llaryora por Hacemos por Córdoba",0.147,0.398,0.5,0.407
"P15","Al candidato del Frente de Todos",0.004,0.016,0.19,0
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.069,0.122,0.046,0.027
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.058,0.051,0.038,0.037
"P15","Al candidato del Frente de Izquierda",0.001,0.018,0.06,0.059
"P15","Votaría en blanco",0.017,0.007,0.022,0.062
"P15","No sabe",0.038,0.039,0.064,0.143
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.751,0.38,0.072,0.195
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.117,0.3,0.433,0.362
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.004,0.006,0.225,0
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.042,0.131,0.048,0.054
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.033,0.047,0.055,0.037
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.005,0.011,0.058,0.059
"P17","Votaría en blanco",0.005,0.04,0.04,0.062
"P17","No sabe",0.043,0.085,0.069,0.231
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.724,0.306,0.05,0.141
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.084,0.303,0.449,0.343
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.006,0.022,0.228,0
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.068,0.161,0.042,0.054
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.027,0.051,0.061,0.038
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.007,0.011,0.066,0.086
"P18","Votaría en blanco",0.019,0.024,0.032,0.107
"P18","No sabe",0.065,0.122,0.072,0.231
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.748,0.355,0.05,0.195
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.084,0.286,0.458,0.311
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.007,0.033,0.212,0
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.079,0.121,0.056,0.028
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.036,0.045,0.045,0.037
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.001,0.019,0.057,0.059
"P19","Votaría en blanco",0.016,0.044,0.042,0.107
"P19","No sabe",0.029,0.097,0.08,0.263
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.735,0.32,0.063,0.169
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.068,0.291,0.466,0.311
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.008,0.03,0.198,0
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.071,0.136,0.054,0.054
