"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Zamora","Galmarini","Cufré","Cernadas","Baumgarten","Centro","Norte","Sur"
"Sergio Massa a presidente por Unión por la Patria.",0.238,0.273,0.206,0.09,0.282,0.217,0.317,0.2,0.271,0.235,0.236,0.618,0.275,0.073,0.024,0.296,0.132,0.228
"Patricia Bullrich a presidenta por Juntos por el Cambio",0.317,0.263,0.368,0.257,0.202,0.466,0.451,0.277,0.295,0.392,0.312,0.252,0.662,0.51,0.14,0.307,0.352,0.312
"Javier Milei a presidente por la Libertad Avanza",0.316,0.385,0.251,0.442,0.397,0.205,0.141,0.367,0.352,0.208,0.282,0.126,0.048,0.405,0.718,0.247,0.391,0.349
"Myriam Bregman a presidenta por el Frente de Izquierda",0.027,0.025,0.029,0,0.048,0.013,0.023,0.034,0.013,0.039,0.034,0.004,0,0,0.11,0.015,0.078,0.017
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.024,0.019,0.027,0.089,0.007,0.016,0.007,0,0.039,0.028,0.032,0,0,0.006,0.008,0.033,0.016,0.017
"En blanco",0.013,0.003,0.022,0,0,0.032,0.03,0.032,0.002,0.007,0.022,0,0,0.006,0,0.02,0.004,0.01
"No sabe",0.065,0.032,0.097,0.122,0.064,0.051,0.031,0.09,0.028,0.091,0.082,0,0.015,0,0,0.082,0.027,0.067
