"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P17_imputada","Sergio Massa a presidente por Unión por la Patria.",0.352,0.164,0.273,0.135
"P17_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.291,0.424,0.272,0.191
"P17_imputada","Javier Milei a presidente por la Libertad Avanza",0.285,0.342,0.399,0.568
"P17_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.005,0.048,0.018,0.061
"P17_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.059,0.009,0.027,0.009
"P17_imputada","En blanco",0.008,0.013,0.011,0.036
"P20_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.269,0.235,0.27,0.218
"P20_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.377,0.508,0.3,0.197
"P20_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.224,0.212,0.351,0.452
"P20_imputada","El candidato a gobernador de la Izquierda",0.036,0.038,0.053,0.09
"P20_imputada","En blanco",0.094,0.007,0.026,0.043
"P23_imputada","Julio Zamora a intendente por Unión por la Patria.",0.533,0.476,0.52,0.649
"P23_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.288,0.331,0.375,0.235
"P23_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.074,0.173,0.063,0.059
"P23_imputada","Paula Akerfeld a intendenta por el Frente de Izquierda",0.07,0.016,0.021,0.016
"P23_imputada","En blanco",0.035,0.004,0.021,0.041
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.426,0.348,0.402,0.29
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.312,0.368,0.241,0.208
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.225,0.228,0.316,0.439
"PRESIDENTE_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.005,0.028,0.02,0.035
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.027,0.019,0.013,0.003
"PRESIDENTE_imputada","En blanco",0.005,0.009,0.008,0.025
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.388,0.377,0.408,0.323
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.352,0.397,0.253,0.218
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.194,0.181,0.29,0.382
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.02,0.023,0.035,0.045
"GOBERNADOR_imputada","En blanco",0.046,0.022,0.014,0.032
"INTENDENTE_imputada","Julio Zamora a intendente por Unión por la Patria.",0.511,0.479,0.511,0.491
"INTENDENTE_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.308,0.327,0.281,0.223
"INTENDENTE_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.131,0.158,0.172,0.247
"INTENDENTE_imputada","Paula Akerfeld a intendenta por el Frente de Izquierda",0.032,0.015,0.022,0.013
"INTENDENTE_imputada","En blanco",0.018,0.021,0.014,0.026
