"var","categoria","Si","No"
"P05","Mucho",0.399,0.517
"P05","Bastante",0.242,0.293
"P05","Poco",0.233,0.141
"P05","Nada",0.103,0.037
"P05","No sabe",0.023,0.012
"P06","Siempre",0.24,0.188
"P06","Casi siempre",0.24,0.341
"P06","Casi nunca",0.366,0.345
"P06","Nunca, pero esta es una excepción",0.154,0.126
"P10","Unión por la Patria",0.232,0.393
"P10","Juntos por el Cambio",0.182,0.281
"P10","De los Liberales libertarios",0.298,0.212
"P10","De la Izquierda",0.06,0.025
"P10","Hacemos por nuestro país",0.063,0.011
"P10","En blanco",0.042,0.014
"P10","No sabe",0.123,0.064
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria.",0.214,0.397
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.225,0.303
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Claudio Baumgarten a intendente por la Libertad Avanza",0.246,0.243
"P13","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Paula Akerfeld a intendenta por el Frente de Izquierda",0.027,0.019
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.103,0.002
"P13","En blanco",0.087,0.005
"P13","No sabe",0.098,0.031
"P16","Si",1,0.315
"P16","No",0,0.685
"P17","Sergio Massa a presidente por Unión por la Patria.",0.206,0.272
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.263,0.373
"P17","Javier Milei a presidente por la Libertad Avanza",0.374,0.256
"P17","Myriam Bregman a presidenta por el Frente de Izquierda",0.032,0.022
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.043,0.004
"P17","En blanco",0.021,0.004
"P17","No sabe",0.061,0.069
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.147,0.261
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.316,0.361
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.271,0.284
"P20","El candidato a gobernador de la Izquierda",0.063,0.033
"P20","En blanco",0.07,0.001
"P20","No sabe",0.133,0.06
"P23","Julio Zamora a intendente por Unión por la Patria.",0.436,0.475
"P23","Segundo Cernadas a intendente por Juntos por el Cambio",0.294,0.363
"P23","Claudio Baumgarten a intendente por la Libertad Avanza",0.078,0.107
"P23","Paula Akerfeld a intendenta por el Frente de Izquierda",0.075,0.024
"P23","En blanco",0.06,0.005
"P23","No sabe",0.057,0.026
"P26","Totalmente seguro.",0.518,0.715
"P26","Bastante seguro",0.263,0.208
"P26","Algo seguro",0.102,0.057
"P26","Para nada seguro",0.117,0.02
"P27","Tiene Decidido que va a ir a votar.",0.851,0.921
"P27","Tiene dudas sobre si va a ir a  votar",0.117,0.069
"P27","Tiene Decidido que no va a ir a votar",0.032,0.01
"P28","Si",0.468,0.435
"P28","No",0.532,0.565
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.197,0.399
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.274,0.307
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.369,0.237
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.035,0.013
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.039,0.004
"PRESIDENTE","En blanco",0.029,0.006
"PRESIDENTE","No sabe",0.057,0.034
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.131,0.4
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.334,0.306
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.265,0.237
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.06,0.019
"GOBERNADOR","En blanco",0.072,0.007
"GOBERNADOR","No sabe",0.138,0.031
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria.",0.446,0.464
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.279,0.309
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.084,0.188
"INTENDENTE","Paula Akerfeld a intendenta por el Frente de Izquierda",0.082,0.012
"INTENDENTE","En blanco",0.055,0.008
"INTENDENTE","No sabe",0.054,0.019
"CORTA_PRESIDENTE","Si",0.538,0.064
"CORTA_PRESIDENTE","No",0.462,0.936
"CORTA_INTENDENTE","Si",0.773,0.171
"CORTA_INTENDENTE","No",0.227,0.829
