"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Pablo Guillermo Mirolo por el Partido Frente Renovador “Hay Alternativa”",0.167,0.229,0.301,0.243,0.148,0.076
"P05","Silvia Noemí Sayago por el Frente Cívico",0.419,0.205,0.345,0.509,0.415,0.639
"P05","Facundo José Perez Carletti por Juntos, dentro de la interna de juntos por el cambio",0.186,0.285,0.118,0.114,0.071,0.09
"P05","Marcelo Lugones por Cambia Santiago, dentro de la interna de juntos por el cambio",0.171,0.13,0.042,0.032,0.089,0
"P05","José María Robledo por Voces Libertarias, dentro de la interna de Unite por la libertad y la dignidad",0,0.033,0.027,0.01,0.055,0
"P05","Luciano Antonio Pavan por Cruzada Santiagueña dentro de la interna de Unite por la libertad y la dignidad",0,0,0.024,0.017,0.005,0
"P05","Marianella Lezama Hid por Libres del Sur",0,0,0,0.007,0.011,0
"P05","Guillermo Daniel Suarez Melean por el Frente Patriótico Laborista",0,0.013,0,0.007,0.01,0.028
"P05","Alguno de los candidatos de la izquierda",0,0.095,0.033,0.001,0.017,0
"P05","En blanco o anularía",0.057,0.01,0.11,0.06,0.179,0.167
"P07","Si",0.787,0.933,0.761,0.666,0.764,0.868
"P07","Puede ser",0,0.044,0.219,0.302,0.182,0.058
"P07","No",0.213,0.023,0.02,0.032,0.054,0.074
"P08","Si",0.979,0.748,0.747,0.895,0.919,0.961
"P08","No",0.021,0.252,0.253,0.105,0.081,0.039
"P09","Muy buena",0.322,0.315,0.308,0.574,0.469,0.814
"P09","Buena",0,0.105,0.195,0.155,0.101,0
"P09","Ni buena ni mala",0.033,0.145,0.227,0.208,0.23,0.084
"P09","Mala",0.243,0.161,0.125,0.044,0.056,0
"P09","Muy mala",0.295,0.274,0.123,0.019,0.112,0
"P09","No sabe",0.107,0,0.022,0,0.032,0.102
"P10","Muy buena",0.3,0.224,0.348,0.58,0.538,0.814
"P10","Buena",0.078,0.238,0.173,0.127,0.124,0
"P10","Ni buena ni mala",0,0.095,0.248,0.199,0.158,0.022
"P10","Mala",0.081,0.058,0.089,0.057,0.067,0
"P10","Muy mala",0.457,0.385,0.142,0.037,0.109,0.011
"P10","No sabe",0.084,0,0,0,0.004,0.153
"P12","Muy buena",0.663,0.237,0.093,0.057,0.019,0
"P12","Buena",0.081,0.306,0.029,0.14,0.084,0.066
"P12","Ni buena ni mala",0.038,0.299,0.673,0.559,0.302,0.551
"P12","Mala",0.081,0.11,0.072,0.175,0.112,0.1
"P12","Muy mala",0.118,0.014,0.036,0.02,0.422,0
"P12","No sabe",0.019,0.034,0.097,0.049,0.061,0.283
