"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Pablo Guillermo Mirolo por el Partido Frente Renovador “Hay Alternativa”",0.204,0.204,0.215,0.135
"P05","Silvia Noemí Sayago por el Frente Cívico",0.385,0.514,0.374,0.196
"P05","Facundo José Perez Carletti por Juntos, dentro de la interna de juntos por el cambio",0.194,0.114,0.098,0.134
"P05","Marcelo Lugones por Cambia Santiago, dentro de la interna de juntos por el cambio",0.116,0.025,0.099,0.034
"P05","José María Robledo por Voces Libertarias, dentro de la interna de Unite por la libertad y la dignidad",0.027,0.015,0.016,0.155
"P05","Luciano Antonio Pavan por Cruzada Santiagueña dentro de la interna de Unite por la libertad y la dignidad",0,0.012,0.035,0
"P05","Marianella Lezama Hid por Libres del Sur",0,0.001,0.018,0
"P05","Guillermo Daniel Suarez Melean por el Frente Patriótico Laborista",0,0.005,0.01,0.017
"P05","Alguno de los candidatos de la izquierda",0,0.007,0.007,0.133
"P05","En blanco o anularía",0.074,0.103,0.128,0.196
"P07","Si",0.762,0.702,0.824,0.737
"P07","Puede ser",0.12,0.286,0.14,0.176
"P07","No",0.118,0.012,0.036,0.087
"P08","Si",0.854,0.888,0.932,0.782
"P08","No",0.146,0.112,0.068,0.218
"P09","Positiva",0.459,0.677,0.674,0.488
"P09","Neutra",0.16,0.194,0.136,0.169
"P09","Negativa",0.347,0.113,0.154,0.278
"P09","No sabe",0.034,0.016,0.036,0.065
"P10","Positiva",0.462,0.659,0.747,0.572
"P10","Neutra",0.125,0.219,0.111,0.135
"P10","Negativa",0.379,0.12,0.142,0.235
"P10","No sabe",0.034,0.002,0,0.058
"P11","Positiva",0.443,0.051,0.104,0.057
"P11","Neutra",0.129,0.339,0.105,0.337
"P11","Negativa",0.418,0.57,0.777,0.462
"P11","No sabe",0.01,0.04,0.014,0.144
