"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Pablo Guillermo Mirolo por el Partido Frente Renovador “Hay Alternativa”",0.226,0.205,0.252,0.186
"P05","Silvia Noemí Sayago por el Frente Cívico",0.541,0.444,0.074,0.386
"P05","Facundo José Perez Carletti por Juntos, dentro de la interna de juntos por el cambio",0.095,0.072,0.256,0.016
"P05","Marcelo Lugones por Cambia Santiago, dentro de la interna de juntos por el cambio",0.021,0.008,0.212,0.204
"P05","José María Robledo por Voces Libertarias, dentro de la interna de Unite por la libertad y la dignidad",0,0.019,0.104,0
"P05","Luciano Antonio Pavan por Cruzada Santiagueña dentro de la interna de Unite por la libertad y la dignidad",0.019,0,0.004,0
"P05","Marianella Lezama Hid por Libres del Sur",0.006,0.004,0,0
"P05","Guillermo Daniel Suarez Melean por el Frente Patriótico Laborista",0.004,0.011,0.004,0.037
"P05","Alguno de los candidatos de la izquierda",0.027,0.005,0.002,0
"P05","En blanco o anularía",0.061,0.232,0.092,0.171
"P07","Si",0.827,0.607,0.757,0.269
"P07","Puede ser",0.154,0.383,0.103,0.39
"P07","No",0.019,0.01,0.14,0.341
"P08","Si",0.886,0.854,0.812,0.743
"P08","No",0.114,0.146,0.188,0.257
"P10","Positiva",0.922,0.291,0.088,0
"P10","Neutra",0.06,0.529,0.1,0.398
"P10","Negativa",0.016,0.167,0.805,0.225
"P10","No sabe",0.002,0.013,0.007,0.377
"P11","Positiva",0.096,0.068,0.387,0.34
"P11","Neutra",0.202,0.277,0.304,0.211
"P11","Negativa",0.647,0.638,0.309,0.286
"P11","No sabe",0.055,0.017,0,0.163
"P12","Positiva",0.167,0.209,0.415,0.273
"P12","Neutra",0.515,0.531,0.285,0.26
"P12","Negativa",0.264,0.193,0.199,0.311
"P12","No sabe",0.054,0.067,0.101,0.156
