"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.499,0.545,0.518,0.416
"P05","Realizo changas o trabajos de vez en cuando",0.143,0.195,0.157,0.3
"P05","No tengo trabajo",0.114,0.066,0.126,0
"P05","Soy jubilado o pensionado",0.244,0.194,0.199,0.284
"P06","1",0.182,0.143,0.365,0.129
"P06","2",0.048,0.039,0.067,0.124
"P06","3",0.038,0.029,0.069,0
"P06","4",0.028,0.047,0.083,0.112
"P06","5",0.139,0.198,0.218,0.57
"P06","6",0.068,0.061,0.047,0.033
"P06","7",0.125,0.171,0.05,0.032
"P06","8",0.091,0.05,0.027,0
"P06","9",0.281,0.262,0.074,0
"P07","1",0.467,0.395,0.175,0.112
"P07","2",0.076,0.084,0.034,0.062
"P07","3",0.049,0.056,0.026,0
"P07","4",0.025,0.046,0.04,0
"P07","5",0.099,0.209,0.203,0.569
"P07","6",0.048,0.022,0.061,0.067
"P07","7",0.053,0.045,0.088,0.062
"P07","8",0.039,0.019,0.094,0
"P07","9",0.144,0.124,0.279,0.128
"P08","1",0.638,0.605,0.237,0.214
"P08","2",0.027,0.025,0.03,0.062
"P08","3",0.024,0.028,0.035,0.034
"P08","4",0.026,0.029,0.024,0
"P08","5",0.048,0.12,0.146,0.268
"P08","6",0.011,0.003,0.022,0
"P08","7",0.018,0.004,0.047,0.174
"P08","8",0.025,0.011,0.045,0
"P08","9",0.183,0.175,0.414,0.248
"P10","Del Frente de Todos y el peronismo",0.828,0.695,0.083,0.112
"P10","De Cambiemos",0.05,0.065,0.514,0.217
"P10","De los Liberales libertarios",0.031,0.047,0.272,0.032
"P10","De la Izquierda",0.017,0.048,0.025,0.069
"P10","No sabe",0.074,0.145,0.106,0.57
"P11","A Alberto Fernández",0.171,0.07,0.043,0
"P11","A Sergio Massa",0.319,0.199,0.194,0
"P11","A algún candidato del peronismo",0.06,0.098,0.254,0
"P11","A algún candidato del kirchnerismo",0.45,0.633,0.509,1
"P12","A Alberto Fernández",0.084,0.033,0.036,0
"P12","A Sergio Massa",0.155,0.089,0.068,0
"P12","A algún candidato del peronismo",0.064,0.091,0.226,0
"P12","A Cristina Fernández de Kirchner",0.697,0.787,0.67,1
"P13","A Horacio Rodriguez Larreta",0.356,0.41,0.254,0.312
"P13","A Mauricio Macri",0.448,0.15,0.298,0.254
"P13","A Patricia Bullrich",0.081,0.189,0.397,0.176
"P13","A Facundo Manes",0.115,0.15,0.039,0
"P13","A Gerardo Morales",0,0.101,0.012,0.258
"P14","Seguro lo votaria",0.169,0.247,0.141,0
"P14","Quizás lo votaría",0.444,0.326,0.353,0.434
"P14","Nunca lo votaría",0.387,0.427,0.506,0.566
"P15","Lo votaría",0.774,0.618,0.074,0.112
"P15","Puede que lo vote",0.076,0.105,0.034,0.236
"P15","Nunca lo votaría",0.069,0.171,0.857,0.189
"P15","No sabe",0.081,0.106,0.035,0.463
"P16","Lo votaría",0.345,0.21,0.039,0.112
"P16","Puede que lo vote",0.376,0.409,0.085,0.142
"P16","Nunca lo votaría",0.157,0.197,0.83,0.221
"P16","No sabe",0.122,0.184,0.046,0.525
"P17","Lo votaría",0.07,0.036,0.272,0.122
"P17","Puede que lo vote",0.133,0.155,0.338,0.272
"P17","Nunca lo votaría",0.729,0.706,0.329,0.101
"P17","No sabe",0.068,0.103,0.061,0.505
"P18","Lo votaría",0.028,0.021,0.241,0
"P18","Puede que lo vote",0.043,0.068,0.331,0.366
"P18","Nunca lo votaría",0.801,0.773,0.327,0.18
"P18","No sabe",0.128,0.138,0.101,0.454
"P19","Lo votaría",0.38,0.259,0.058,0.032
"P19","Puede que lo vote",0.397,0.403,0.103,0.103
"P19","Nunca lo votaría",0.181,0.263,0.809,0.359
"P19","No sabe",0.042,0.075,0.03,0.506
"P20","Lo votaría",0.056,0.02,0.062,0.034
"P20","Puede que lo vote",0.152,0.148,0.211,0.102
"P20","Nunca lo votaría",0.596,0.598,0.565,0.378
"P20","No sabe",0.196,0.234,0.162,0.486
"P21","Lo votaría",0.035,0.017,0.308,0.127
"P21","Puede que lo vote",0.067,0.082,0.306,0
"P21","Nunca lo votaría",0.807,0.796,0.318,0.316
"P21","No sabe",0.091,0.105,0.068,0.557
"P22","Lo votaría",0.008,0.011,0.063,0
"P22","Puede que lo vote",0.037,0.056,0.123,0.033
"P22","Nunca lo votaría",0.687,0.651,0.535,0.273
"P22","No sabe",0.268,0.282,0.279,0.694
"P23","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.047,0.037,0.198,0.06
"P23","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.017,0.034,0.132,0.096
"P23","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.015,0.047,0.237,0.062
"P23","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.091,0.046,0.012,0
"P23","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.619,0.545,0.076,0.112
"P23","Cristina Fernández de Kirchner presidenta  - Sergio Massa gobernador por el Frente de Todos",0.181,0.142,0.052,0.069
"P23","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.007,0.04,0.217,0.158
"P23","A los candidatos de la izquierda",0.006,0.029,0.018,0
"P23","Otros candidatos",0.017,0.08,0.058,0.443
"P24","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.028,0.047,0.356,0
"P24","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.061,0.067,0.176,0.298
"P24","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.236,0.067,0.027,0.069
"P24","Sergio Massa presidente – Axel Kicillof Gobernador",0.578,0.601,0.064,0.144
"P24","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.027,0.053,0.241,0.033
"P24","A los candidatos de la izquierda",0.03,0.062,0.039,0.062
"P24","Otros candidatos",0.04,0.103,0.097,0.394
"P26","Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.847,0.708,0.072,0.18
"P26","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.044,0.048,0.403,0.184
"P26","Javier Milei presidente – José Luis Espert gobernador por los liberales",0.039,0.043,0.317,0.159
"P26","A los candidatos de la izquierda",0.024,0.057,0.033,0
"P26","Otro candidato",0.046,0.144,0.175,0.477
"P28","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.25,0.242,0.323,0.19
"P28","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.645,0.541,0.166,0.254
"P28","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.045,0.05,0.346,0.033
"P28","A los candidatos de la izquierda",0.024,0.042,0.015,0
"P28","Otro candidato",0.036,0.125,0.15,0.523
"P30","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.509,0.388,0.288,0.19
"P30","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.394,0.396,0.284,0.112
"P30","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.036,0.053,0.291,0.191
"P30","A los candidatos de la izquierda",0.013,0.053,0.018,0
"P30","Otro candidato",0.048,0.11,0.119,0.507
"P31","Sergio Massa por el Frente de Todos",0.516,0.441,0.162,0
"P31","Patricia Bullrich por Juntos por el Cambio",0.216,0.128,0.392,0.225
"P31","Javier Milei por los liberales libertarios",0.043,0.055,0.269,0.191
"P31","Nicolás del Caño por la izquierda",0.028,0.076,0.018,0
"P31","Otro candidato",0.094,0.114,0.099,0.094
"P31","Aún no lo tengo decidido",0.103,0.186,0.06,0.49
"P33","Sergio Massa por el Frente de Todos",0.682,0.546,0.084,0.069
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.076,0.073,0.36,0.298
"P33","Javier Milei por los liberales libertarios",0.043,0.055,0.335,0.191
"P33","Nicolás del Caño por la izquierda",0.037,0.072,0.021,0
"P33","Otro candidato",0.088,0.12,0.123,0
"P33","Aún no lo tengo decidido",0.074,0.134,0.077,0.442
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.843,0.667,0.079,0.172
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.038,0.067,0.386,0.238
"P34","Javier Milei por los liberales libertarios",0.04,0.047,0.345,0.191
"P34","Nicolás del Caño por la izquierda",0.024,0.047,0.023,0.069
"P34","Otro candidato",0.022,0.078,0.115,0
"P34","Aún no lo tengo decidido",0.033,0.094,0.052,0.33
"P35","Sergio Massa por el Frente de Todos",0.369,0.344,0.272,0
"P35","Mauricio Macri por Juntos por el Cambio",0.417,0.296,0.238,0.225
"P35","Javier Milei por los liberales libertarios",0.041,0.049,0.294,0.125
"P35","Nicolás del Caño por la izquierda",0.048,0.065,0.021,0.142
"P35","Otro candidato",0.051,0.126,0.129,0
"P35","Aún no lo tengo decidido",0.074,0.12,0.046,0.508
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.829,0.701,0.132,0.18
"P36","Mauricio Macri por Juntos por el Cambio",0.094,0.117,0.617,0.297
"P36","No sabe",0.077,0.182,0.251,0.523
"P37","Alberto Fernández por el Frente de Todos",0.796,0.593,0.061,0
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.061,0.079,0.607,0.331
"P37","No sabe",0.143,0.328,0.332,0.669
"P38","Sergio Massa presidente por el Frente de Todos",0.803,0.685,0.083,0.178
"P38","Patricia Bullrich por Juntos por el Cambio",0.05,0.066,0.72,0.297
"P38","No sabe",0.147,0.249,0.197,0.525
"P39","Cristina Fernandez de Kirchner por el Frente de Todos",0.873,0.746,0.093,0.181
"P39","Horacio Rodríguez Larreta por Juntos por el Cambio",0.057,0.084,0.662,0.331
"P39","No sabe",0.07,0.17,0.245,0.488
"P40","Sergio Massa presidente por el Frente de Todos",0.804,0.706,0.094,0.215
"P40","Javier Milei por los liberales libertarios",0.066,0.072,0.544,0.065
"P40","No sabe",0.13,0.222,0.362,0.72
"P41","Sergio Massa por el Frente de Todos",0.798,0.691,0.086,0.213
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.074,0.076,0.623,0.271
"P41","No sabe",0.128,0.233,0.291,0.516
"P42","Sergio Massa por el Frente de Todos",0.831,0.729,0.095,0.247
"P42","Mauricio Macri por Juntos por el Cambio",0.068,0.063,0.681,0.359
"P42","No sabe",0.101,0.208,0.224,0.394
"P43","Horacio Rodríguez Larreta por Juntos por el Cambio",0.191,0.157,0.387,0.096
"P43","Javier Milei por los liberales libertarios",0.064,0.055,0.419,0.395
"P43","No sabe",0.745,0.788,0.194,0.509
"P44","Positiva",0.796,0.204,0.107,0
"P44","Neutra",0.183,0.663,0.045,0.497
"P44","Negativa",0.019,0.123,0.838,0.221
"P44","No sabe",0.002,0.01,0.01,0.282
"P46","Positiva",0.89,0.622,0.066,0.118
"P46","Neutra",0.042,0.241,0.02,0.07
"P46","Negativa",0.055,0.129,0.909,0.312
"P46","No sabe",0.013,0.008,0.005,0.5
"P47","Positiva",0.157,0.112,0.476,0.228
"P47","Neutra",0.056,0.101,0.175,0.367
"P47","Negativa",0.773,0.786,0.345,0.226
"P47","No sabe",0.014,0.001,0.004,0.179
"P48","Positiva",0.093,0.099,0.481,0.264
"P48","Neutra",0.127,0.184,0.222,0.333
"P48","Negativa",0.754,0.691,0.286,0.106
"P48","No sabe",0.026,0.026,0.011,0.297
"P49","Positiva",0.599,0.349,0.089,0.224
"P49","Neutra",0.226,0.443,0.098,0.036
"P49","Negativa",0.171,0.203,0.81,0.227
"P49","No sabe",0.004,0.005,0.003,0.513
"P50","Positiva",0.126,0.092,0.621,0.235
"P50","Neutra",0.089,0.149,0.127,0.219
