"var","categoria","1","2","3","4","5","6","7","8","9"
"P05","Tengo trabajo estable",0.451,0.473,0.522,0.482,0.535,0.524,0.644,0.559,0.441
"P05","Realizo changas o trabajos de vez en cuando",0.216,0.196,0.129,0.201,0.178,0.197,0.109,0.152,0.222
"P05","No tengo trabajo",0.146,0.161,0.153,0.131,0.132,0.108,0.092,0.146,0.14
"P05","Soy jubilado o pensionado",0.187,0.17,0.196,0.186,0.155,0.171,0.155,0.143,0.197
"P06","1",0.385,0.208,0.148,0.058,0.162,0.098,0.149,0.218,0.474
"P06","2",0.062,0.183,0.068,0.023,0.045,0.065,0.057,0.142,0.055
"P06","3",0.019,0.074,0.161,0.062,0.064,0.064,0.116,0.115,0.05
"P06","4",0.033,0.018,0.086,0.301,0.066,0.068,0.096,0.104,0.043
"P06","5",0.081,0.131,0.144,0.274,0.504,0.268,0.219,0.173,0.108
"P06","6",0.021,0.042,0.095,0.059,0.039,0.292,0.058,0.029,0.019
"P06","7",0.063,0.161,0.156,0.149,0.034,0.056,0.221,0.057,0.014
"P06","8",0.059,0.085,0.076,0.035,0.015,0.058,0.029,0.134,0.013
"P06","9",0.277,0.098,0.066,0.039,0.071,0.031,0.055,0.028,0.224
"P08","1",0.59,0.496,0.427,0.328,0.254,0.258,0.324,0.214,0.294
"P08","2",0.015,0.125,0.033,0.066,0.033,0.045,0.027,0.032,0.015
"P08","3",0.016,0.021,0.119,0.029,0.034,0.034,0.089,0.051,0.003
"P08","4",0.019,0.015,0.029,0.095,0.021,0.032,0.063,0.026,0.007
"P08","5",0.04,0.063,0.09,0.147,0.259,0.132,0.12,0.136,0.082
"P08","6",0.001,0.005,0.007,0.013,0.032,0.132,0.022,0.057,0.006
"P08","7",0.011,0.005,0.055,0.027,0.02,0.073,0.14,0.057,0.02
"P08","8",0.005,0.019,0.039,0.065,0.05,0.036,0.058,0.116,0.016
"P08","9",0.303,0.251,0.201,0.23,0.297,0.258,0.157,0.311,0.557
"P10","Del Frente de Todos y el peronismo",0.517,0.408,0.529,0.304,0.231,0.189,0.221,0.167,0.177
"P10","De Cambiemos",0.21,0.26,0.238,0.324,0.36,0.49,0.371,0.419,0.384
"P10","De los Liberales libertarios",0.102,0.088,0.062,0.081,0.147,0.132,0.264,0.319,0.285
"P10","De la Izquierda",0.021,0.063,0.024,0.067,0.031,0.043,0.013,0.01,0.023
"P10","No sabe",0.15,0.181,0.147,0.224,0.231,0.146,0.131,0.085,0.131
"P11","A Alberto Fernández",0.149,0.111,0.125,0.23,0.187,0.218,0.069,0.151,0.223
"P11","A Sergio Massa",0.199,0.192,0.172,0.109,0.299,0.456,0.246,0.372,0.371
"P11","A algún candidato del peronismo",0.081,0.091,0.182,0.172,0.136,0.135,0.251,0.246,0.203
"P11","A algún candidato del kirchnerismo",0.571,0.606,0.521,0.489,0.378,0.191,0.434,0.231,0.203
"P12","A Alberto Fernández",0.091,0.1,0.08,0.153,0.096,0.041,0.039,0.011,0.122
"P12","A Sergio Massa",0.101,0.062,0.106,0.073,0.241,0.27,0.064,0.28,0.214
"P12","A algún candidato del peronismo",0.069,0.135,0.104,0.168,0.164,0.167,0.305,0.111,0.134
"P12","A Cristina Fernández de Kirchner",0.739,0.703,0.71,0.606,0.499,0.522,0.592,0.598,0.53
"P13","A Horacio Rodriguez Larreta",0.308,0.398,0.251,0.534,0.284,0.342,0.236,0.131,0.146
"P13","A Mauricio Macri",0.266,0.326,0.162,0.166,0.272,0.209,0.31,0.342,0.362
"P13","A Patricia Bullrich",0.339,0.232,0.331,0.176,0.349,0.327,0.412,0.477,0.455
"P13","A Facundo Manes",0.06,0.017,0.244,0.105,0.066,0.075,0.04,0.043,0.032
"P13","A Gerardo Morales",0.027,0.027,0.012,0.019,0.029,0.047,0.002,0.007,0.005
"P14","Seguro lo votaria",0.206,0.357,0.131,0.051,0.146,0.084,0.13,0.151,0.204
"P14","Quizás lo votaría",0.344,0.358,0.372,0.508,0.339,0.437,0.421,0.262,0.357
"P14","Nunca lo votaría",0.45,0.285,0.497,0.441,0.515,0.479,0.449,0.587,0.439
"P15","Lo votaría",0.503,0.392,0.547,0.212,0.185,0.154,0.131,0.106,0.141
"P15","Puede que lo vote",0.094,0.103,0.058,0.135,0.1,0.075,0.06,0.049,0.057
"P15","Nunca lo votaría",0.31,0.382,0.37,0.492,0.628,0.671,0.722,0.811,0.748
"P15","No sabe",0.093,0.123,0.025,0.161,0.087,0.1,0.087,0.034,0.054
"P16","Lo votaría",0.218,0.196,0.14,0.041,0.1,0.055,0.085,0.089,0.072
"P16","Puede que lo vote",0.238,0.24,0.377,0.211,0.203,0.171,0.099,0.099,0.118
"P16","Nunca lo votaría",0.396,0.371,0.379,0.514,0.59,0.626,0.704,0.75,0.72
"P16","No sabe",0.148,0.193,0.104,0.234,0.107,0.148,0.112,0.062,0.09
"P17","Lo votaría",0.135,0.132,0.132,0.14,0.185,0.215,0.167,0.215,0.23
"P17","Puede que lo vote",0.139,0.199,0.147,0.225,0.268,0.399,0.344,0.34,0.3
"P17","Nunca lo votaría",0.592,0.499,0.624,0.474,0.409,0.269,0.388,0.39,0.388
"P17","No sabe",0.134,0.17,0.097,0.161,0.138,0.117,0.101,0.055,0.082
"P18","Lo votaría",0.113,0.079,0.061,0.075,0.127,0.168,0.116,0.192,0.194
"P18","Puede que lo vote",0.134,0.119,0.213,0.282,0.257,0.32,0.372,0.29,0.241
"P18","Nunca lo votaría",0.604,0.587,0.661,0.453,0.448,0.366,0.386,0.408,0.413
"P18","No sabe",0.149,0.215,0.065,0.19,0.168,0.146,0.126,0.11,0.152
"P19","Lo votaría",0.229,0.213,0.208,0.071,0.13,0.107,0.09,0.109,0.104
"P19","Puede que lo vote",0.289,0.237,0.273,0.306,0.186,0.191,0.182,0.108,0.129
"P19","Nunca lo votaría",0.413,0.459,0.455,0.478,0.596,0.644,0.66,0.761,0.734
"P19","No sabe",0.069,0.091,0.064,0.145,0.088,0.058,0.068,0.022,0.033
"P20","Lo votaría",0.039,0.055,0.052,0.025,0.058,0.081,0.048,0.072,0.058
"P20","Puede que lo vote",0.137,0.146,0.204,0.138,0.19,0.287,0.233,0.23,0.191
"P20","Nunca lo votaría",0.614,0.513,0.623,0.563,0.511,0.376,0.493,0.522,0.576
"P20","No sabe",0.21,0.286,0.121,0.274,0.241,0.256,0.226,0.176,0.175
"P21","Lo votaría",0.118,0.111,0.096,0.066,0.153,0.2,0.302,0.341,0.301
"P21","Puede que lo vote",0.125,0.128,0.152,0.207,0.212,0.266,0.243,0.317,0.266
"P21","Nunca lo votaría",0.647,0.6,0.713,0.553,0.482,0.372,0.355,0.275,0.336
"P21","No sabe",0.11,0.161,0.039,0.174,0.153,0.162,0.1,0.067,0.097
