"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Tengo trabajo estable",0.521,0.558,0.497,0.361
"P05","Realizo changas o trabajos de vez en cuando",0.193,0.151,0.174,0.281
"P05","No tengo trabajo",0.096,0.113,0.139,0.2
"P05","Soy jubilado o pensionado",0.19,0.178,0.19,0.158
"P06","1",0.175,0.172,0.36,0.288
"P06","2",0.047,0.061,0.067,0.067
"P06","3",0.035,0.038,0.07,0.051
"P06","4",0.042,0.056,0.078,0.046
"P06","5",0.164,0.182,0.22,0.217
"P06","6",0.051,0.073,0.035,0.034
"P06","7",0.119,0.133,0.041,0.056
"P06","8",0.068,0.07,0.03,0.046
"P06","9",0.299,0.215,0.099,0.195
"P07","1",0.497,0.369,0.207,0.35
"P07","2",0.072,0.06,0.031,0.073
"P07","3",0.039,0.071,0.024,0.03
"P07","4",0.013,0.046,0.038,0.077
"P07","5",0.151,0.208,0.202,0.166
"P07","6",0.02,0.042,0.051,0.054
"P07","7",0.042,0.033,0.079,0.057
"P07","8",0.04,0.03,0.078,0.029
"P07","9",0.126,0.141,0.29,0.164
"P08","1",0.649,0.54,0.269,0.387
"P08","2",0.032,0.036,0.026,0.019
"P08","3",0.023,0.025,0.032,0.016
"P08","4",0.021,0.029,0.025,0.029
"P08","5",0.074,0.103,0.126,0.13
"P08","6",0.015,0.016,0.02,0.016
"P08","7",0.01,0.016,0.042,0.019
"P08","8",0.002,0.027,0.036,0.029
"P08","9",0.174,0.208,0.424,0.355
"P10","Del Frente de Todos y el peronismo",0.77,0.655,0.105,0.321
"P10","De Cambiemos",0.065,0.129,0.479,0.116
"P10","De los Liberales libertarios",0.044,0.082,0.262,0.075
"P10","De la Izquierda",0.022,0.02,0.03,0.035
"P10","No sabe",0.099,0.114,0.124,0.453
"P11","A Alberto Fernández",0.176,0.098,0.215,0.2
"P11","A Sergio Massa",0.277,0.232,0.253,0.156
"P11","A algún candidato del peronismo",0.09,0.113,0.215,0.133
"P11","A algún candidato del kirchnerismo",0.457,0.557,0.317,0.511
"P12","A Alberto Fernández",0.086,0.054,0.151,0.111
"P12","A Sergio Massa",0.148,0.123,0.17,0.117
"P12","A algún candidato del peronismo",0.088,0.087,0.215,0.11
"P12","A Cristina Fernández de Kirchner",0.678,0.736,0.464,0.662
"P13","A Horacio Rodriguez Larreta",0.447,0.3,0.231,0.324
"P13","A Mauricio Macri",0.136,0.272,0.298,0.311
"P13","A Patricia Bullrich",0.133,0.253,0.409,0.277
"P13","A Facundo Manes",0.174,0.139,0.048,0.041
"P13","A Gerardo Morales",0.11,0.036,0.014,0.047
"P14","Seguro lo votaria",0.302,0.179,0.159,0.16
"P14","Quizás lo votaría",0.353,0.348,0.351,0.593
"P14","Nunca lo votaría",0.345,0.473,0.49,0.247
"P15","Lo votaría",0.742,0.588,0.074,0.295
"P15","Puede que lo vote",0.077,0.164,0.052,0.101
"P15","Nunca lo votaría",0.096,0.193,0.851,0.242
"P15","No sabe",0.085,0.055,0.023,0.362
"P17","Lo votaría",0.181,0.07,0.235,0.063
"P17","Puede que lo vote",0.111,0.225,0.311,0.1
"P17","Nunca lo votaría",0.635,0.648,0.39,0.33
"P17","No sabe",0.073,0.057,0.064,0.507
"P18","Lo votaría",0.066,0.029,0.208,0.046
"P18","Puede que lo vote",0.061,0.156,0.309,0.099
"P18","Nunca lo votaría",0.761,0.704,0.385,0.348
"P18","No sabe",0.112,0.111,0.098,0.507
"P19","Lo votaría",0.424,0.202,0.065,0.193
"P19","Puede que lo vote",0.267,0.476,0.1,0.233
"P19","Nunca lo votaría",0.257,0.26,0.808,0.303
"P19","No sabe",0.052,0.062,0.027,0.271
"P20","Lo votaría",0.083,0.04,0.056,0.019
"P20","Puede que lo vote",0.136,0.191,0.209,0.075
"P20","Nunca lo votaría",0.6,0.55,0.596,0.32
"P20","No sabe",0.181,0.219,0.139,0.586
"P21","Lo votaría",0.054,0.05,0.29,0.097
"P21","Puede que lo vote",0.08,0.123,0.284,0.077
"P21","Nunca lo votaría",0.759,0.728,0.358,0.429
"P21","No sabe",0.107,0.099,0.068,0.397
"P22","Lo votaría",0.039,0.012,0.055,0.018
"P22","Puede que lo vote",0.057,0.095,0.107,0.035
"P22","Nunca lo votaría",0.675,0.592,0.576,0.342
"P22","No sabe",0.229,0.301,0.262,0.605
"P23","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.052,0.05,0.188,0.11
"P23","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.041,0.074,0.131,0.071
"P23","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.028,0.056,0.235,0.061
"P23","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.092,0.038,0.026,0.098
"P23","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.546,0.554,0.067,0.282
