"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.136,0.116,0.155,0.089,0.123,0.145,0.196,0.14,0.136,0.13,0.131,0.144,0.038,0.28,0.023
"Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.102,0.091,0.112,0.138,0.084,0.104,0.103,0.085,0.107,0.112,0.102,0.102,0.043,0.173,0.233
"Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.155,0.152,0.158,0.14,0.125,0.182,0.196,0.137,0.163,0.162,0.153,0.159,0.067,0.278,0.132
"Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.045,0.034,0.054,0.024,0.055,0.036,0.054,0.076,0.03,0.032,0.046,0.043,0.079,0.012,0.059
"Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.245,0.227,0.263,0.211,0.262,0.243,0.245,0.221,0.249,0.267,0.245,0.246,0.506,0.052,0.052
"Cristina Fernández de Kirchner presidenta  - Sergio Massa gobernador por el Frente de Todos",0.09,0.094,0.086,0.09,0.088,0.093,0.089,0.135,0.074,0.065,0.091,0.087,0.128,0.05,0.076
"Javier Milei presidente - José Luis Espert gobernador por los liberales",0.139,0.198,0.083,0.198,0.172,0.11,0.053,0.139,0.153,0.118,0.147,0.124,0.075,0.109,0.213
"A los candidatos de la izquierda",0.019,0.023,0.015,0.031,0.022,0.014,0.008,0.008,0.019,0.031,0.022,0.013,0.017,0.002,0.004
"Otros candidatos",0.069,0.065,0.074,0.079,0.069,0.073,0.056,0.059,0.069,0.083,0.063,0.082,0.047,0.044,0.208
