"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.312,0.291,0.332,0.224,0.256,0.362,0.413,0.268,0.328,0.334,0.312,0.313,0.167,0.504,0.436
"Javier Milei por los liberales libertarios",0.296,0.357,0.24,0.373,0.348,0.252,0.201,0.321,0.297,0.269,0.292,0.302,0.125,0.357,0.307
"No sabe",0.392,0.352,0.428,0.403,0.396,0.386,0.386,0.411,0.375,0.397,0.396,0.385,0.708,0.139,0.257
