"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa presidente por el Frente de Todos",0.33,0.299,0.359,0.313,0.348,0.318,0.324,0.323,0.303,0.378,0.33,0.331,0.695,0.079,0.234
"Javier Milei por los liberales libertarios",0.366,0.441,0.297,0.389,0.387,0.369,0.3,0.342,0.372,0.382,0.361,0.374,0.124,0.53,0.345
"No sabe",0.304,0.26,0.344,0.298,0.265,0.313,0.376,0.335,0.325,0.24,0.309,0.295,0.181,0.391,0.421
