"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.092,0.069,0.114,0.061,0.119,0.053,0.116,0.142,0.065,0.072,0.102,0.073,0.079,0.157,0.419
"A Sergio Massa",0.14,0.17,0.11,0.114,0.141,0.158,0.138,0.191,0.134,0.084,0.156,0.108,0.138,0.127,0.265
"A algún candidato del peronismo",0.114,0.143,0.086,0.065,0.125,0.129,0.119,0.128,0.088,0.137,0.096,0.149,0.096,0.293,0.108
"A Cristina Fernández de Kirchner",0.654,0.618,0.69,0.76,0.615,0.66,0.627,0.539,0.713,0.707,0.646,0.67,0.687,0.423,0.208
