"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Tengo trabajo estable",0.487,0.549,0.537,0.482
"P05","Realizo changas o trabajos de vez en cuando",0.139,0.143,0.181,0.256
"P05","No tengo trabajo",0.124,0.098,0.122,0.105
"P05","Soy jubilado o pensionado",0.25,0.21,0.16,0.157
"P06","1",0.317,0.276,0.29,0.309
"P06","2",0.071,0.059,0.036,0.061
"P06","3",0.049,0.06,0.068,0.035
"P06","4",0.061,0.069,0.068,0.076
"P06","5",0.201,0.181,0.257,0.196
"P06","6",0.048,0.072,0.024,0.063
"P06","7",0.08,0.103,0.08,0.041
"P06","8",0.047,0.046,0.026,0.022
"P06","9",0.126,0.134,0.151,0.197
"P07","1",0.284,0.241,0.237,0.318
"P07","2",0.051,0.055,0.036,0.047
"P07","3",0.032,0.04,0.043,0.011
"P07","4",0.021,0.044,0.071,0.011
"P07","5",0.177,0.18,0.201,0.19
"P07","6",0.04,0.078,0.05,0.017
"P07","7",0.082,0.078,0.073,0.045
"P07","8",0.09,0.08,0.044,0.049
"P07","9",0.223,0.204,0.245,0.312
"P08","1",0.358,0.405,0.304,0.361
"P08","2",0.021,0.031,0.039,0.023
"P08","3",0.026,0.041,0.028,0.024
"P08","4",0.029,0.026,0.029,0.015
"P08","5",0.124,0.131,0.122,0.122
"P08","6",0.019,0.014,0.016,0.028
"P08","7",0.026,0.034,0.054,0.039
"P08","8",0.027,0.042,0.034,0.045
"P08","9",0.37,0.276,0.374,0.343
"P10","Del Frente de Todos y el peronismo",0.34,0.327,0.265,0.332
"P10","De Cambiemos",0.404,0.371,0.354,0.208
"P10","De los Liberales libertarios",0.176,0.168,0.235,0.249
"P10","De la Izquierda",0.007,0.03,0.024,0.042
"P10","No sabe",0.073,0.104,0.122,0.169
"P11","A Alberto Fernández",0.122,0.091,0.115,0.145
"P11","A Sergio Massa",0.264,0.203,0.241,0.422
"P11","A algún candidato del peronismo",0.079,0.131,0.148,0.056
"P11","A algún candidato del kirchnerismo",0.535,0.575,0.496,0.377
"P12","A Alberto Fernández",0.067,0.037,0.037,0.08
"P12","A Sergio Massa",0.125,0.084,0.135,0.168
"P12","A algún candidato del peronismo",0.084,0.133,0.123,0.051
"P12","A Cristina Fernández de Kirchner",0.724,0.746,0.705,0.701
"P13","A Horacio Rodriguez Larreta",0.236,0.253,0.291,0.369
"P13","A Mauricio Macri",0.32,0.244,0.327,0.374
"P13","A Patricia Bullrich",0.39,0.446,0.31,0.201
"P13","A Facundo Manes",0.046,0.046,0.032,0.056
"P13","A Gerardo Morales",0.008,0.011,0.04,0
"P14","Seguro lo votaria",0.163,0.162,0.092,0.13
"P14","Quizás lo votaría",0.273,0.364,0.39,0.553
"P14","Nunca lo votaría",0.564,0.474,0.518,0.317
"P15","Lo votaría",0.328,0.279,0.221,0.308
"P15","Puede que lo vote",0.036,0.06,0.052,0.074
"P15","Nunca lo votaría",0.587,0.617,0.653,0.516
"P15","No sabe",0.049,0.044,0.074,0.102
"P16","Lo votaría",0.119,0.121,0.097,0.171
"P16","Puede que lo vote",0.195,0.201,0.182,0.181
