"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.385,0.346,0.422,0.45,0.367,0.365,0.379,0.33,0.384,0.452,0.388,0.379,0.535,0.335,0.209
"2",0.03,0.034,0.026,0.03,0.028,0.039,0.02,0.02,0.033,0.035,0.028,0.033,0.027,0.027,0.044
"3",0.028,0.039,0.018,0.04,0.027,0.022,0.023,0.018,0.025,0.045,0.029,0.025,0.024,0.025,0.107
"4",0.023,0.03,0.017,0.015,0.033,0.016,0.023,0.022,0.024,0.024,0.025,0.021,0.021,0.015,0.016
"5",0.113,0.131,0.095,0.092,0.12,0.125,0.103,0.119,0.111,0.109,0.112,0.114,0.091,0.109,0.09
"6",0.019,0.023,0.016,0.018,0.016,0.023,0.022,0.013,0.022,0.022,0.02,0.017,0.011,0.022,0.028
"7",0.03,0.033,0.026,0.024,0.033,0.034,0.024,0.019,0.033,0.036,0.031,0.028,0.018,0.046,0.02
"8",0.031,0.03,0.032,0.011,0.044,0.031,0.027,0.036,0.03,0.029,0.033,0.028,0.019,0.031,0.065
"9",0.341,0.334,0.348,0.32,0.332,0.345,0.379,0.423,0.338,0.248,0.334,0.355,0.254,0.39,0.421
