"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Siempre",0.308,0.3,0.315,0.219,0.287,0.345,0.358,0.317,0.301,0.309,0.297,0.328,0.307,0.35,0.272
"Casi siempre",0.391,0.381,0.4,0.365,0.382,0.416,0.394,0.326,0.394,0.45,0.405,0.365,0.392,0.407,0.521
"Casi nunca",0.188,0.205,0.173,0.253,0.192,0.174,0.156,0.193,0.19,0.181,0.183,0.199,0.188,0.178,0.12
"Nunca, pero esta es una excepción",0.113,0.114,0.112,0.163,0.139,0.065,0.092,0.164,0.115,0.06,0.115,0.108,0.113,0.065,0.087
