"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.332,0.316,0.347,0.27,0.324,0.348,0.383,0.326,0.322,0.354,0.332,0.331,0.398,0.379,0.198
"Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.325,0.292,0.358,0.301,0.284,0.35,0.404,0.313,0.334,0.326,0.333,0.311,0.411,0.308,0.221
"Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.203,0.269,0.139,0.273,0.246,0.165,0.098,0.228,0.206,0.17,0.199,0.209,0.094,0.197,0.238
"A los candidatos de la izquierda",0.023,0.019,0.026,0.042,0.026,0.014,0.011,0.017,0.02,0.034,0.027,0.016,0.023,0.003,0.019
"Otro candidato",0.117,0.104,0.13,0.114,0.12,0.123,0.104,0.116,0.118,0.116,0.109,0.133,0.074,0.113,0.324
