"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.445,0.509,0.574,0.388
"P05","Realizo changas o trabajos de vez en cuando",0.171,0.176,0.145,0.407
"P05","No tengo trabajo",0.123,0.137,0.103,0
"P05","Soy jubilado o pensionado",0.261,0.178,0.178,0.205
"P06","1",0.422,0.281,0.205,0.18
"P06","2",0.073,0.095,0.039,0
"P06","3",0.071,0.09,0.036,0.166
"P06","4",0.083,0.062,0.056,0
"P06","5",0.176,0.295,0.193,0.342
"P06","6",0.045,0.05,0.06,0
"P06","7",0.035,0.027,0.135,0
"P06","8",0.027,0.011,0.064,0.031
"P06","9",0.068,0.089,0.212,0.281
"P07","1",0.179,0.159,0.357,0.078
"P07","2",0.044,0.028,0.061,0
"P07","3",0.032,0.01,0.045,0
"P07","4",0.038,0.043,0.037,0
"P07","5",0.165,0.248,0.181,0.397
"P07","6",0.053,0.067,0.048,0
"P07","7",0.082,0.111,0.059,0.064
"P07","8",0.087,0.088,0.056,0
"P07","9",0.32,0.246,0.156,0.461
"P08","1",0.242,0.244,0.498,0.253
"P08","2",0.027,0.03,0.03,0
"P08","3",0.031,0.04,0.029,0.081
"P08","4",0.017,0.04,0.028,0
"P08","5",0.16,0.171,0.086,0.106
"P08","6",0.012,0.027,0.018,0
"P08","7",0.038,0.037,0.032,0
"P08","8",0.039,0.036,0.03,0.317
"P08","9",0.434,0.375,0.249,0.243
"P10","Del Frente de Todos y el peronismo",0.101,0.107,0.539,0.329
"P10","De Cambiemos",0.664,0.333,0.141,0.205
"P10","De los Liberales libertarios",0.185,0.397,0.138,0.034
"P10","De la Izquierda",0.001,0.011,0.05,0
"P10","No sabe",0.049,0.152,0.132,0.432
"P11","A Alberto Fernández",0.14,0.184,0.102,0
"P11","A Sergio Massa",0.377,0.523,0.218,0.846
"P11","A algún candidato del peronismo",0.148,0.111,0.104,0
"P11","A algún candidato del kirchnerismo",0.335,0.182,0.576,0.154
"P12","A Alberto Fernández",0.066,0.14,0.047,0
"P12","A Sergio Massa",0.162,0.434,0.088,0.846
"P12","A algún candidato del peronismo",0.162,0.147,0.094,0
"P12","A Cristina Fernández de Kirchner",0.61,0.279,0.771,0.154
"P13","A Horacio Rodriguez Larreta",0.211,0.386,0.322,0.877
"P13","A Mauricio Macri",0.367,0.076,0.223,0
"P13","A Patricia Bullrich",0.407,0.403,0.297,0.123
"P13","A Facundo Manes",0.011,0.12,0.105,0
"P13","A Gerardo Morales",0.004,0.015,0.053,0
"P14","Seguro lo votaria",0.155,0.134,0.115,0
"P14","Quizás lo votaría",0.369,0.307,0.354,0
"P14","Nunca lo votaría",0.476,0.559,0.531,1
"P15","Lo votaría",0.092,0.08,0.494,0.329
"P15","Puede que lo vote",0.022,0.053,0.079,0
"P15","Nunca lo votaría",0.85,0.817,0.357,0.352
"P15","No sabe",0.036,0.05,0.07,0.319
"P16","Lo votaría",0.06,0.052,0.192,0.047
"P16","Puede que lo vote",0.058,0.163,0.293,0.281
"P16","Nunca lo votaría",0.835,0.726,0.4,0.369
"P16","No sabe",0.047,0.059,0.115,0.303
"P17","Lo votaría",0.37,0.142,0.089,0
"P17","Puede que lo vote",0.348,0.436,0.165,0.521
"P17","Nunca lo votaría",0.229,0.342,0.671,0.078
"P17","No sabe",0.053,0.08,0.075,0.401
"P18","Lo votaría",0.328,0.091,0.074,0
"P18","Puede que lo vote",0.35,0.379,0.11,0.326
"P18","Nunca lo votaría",0.23,0.411,0.697,0.117
"P18","No sabe",0.092,0.119,0.119,0.557
"P19","Lo votaría",0.082,0.122,0.206,0.329
"P19","Puede que lo vote",0.103,0.102,0.313,0.023
"P19","Nunca lo votaría",0.794,0.74,0.428,0.352
"P19","No sabe",0.021,0.036,0.053,0.296
"P20","Lo votaría",0.078,0.053,0.039,0
"P20","Puede que lo vote",0.254,0.215,0.134,0.323
"P20","Nunca lo votaría",0.516,0.565,0.626,0.308
"P20","No sabe",0.152,0.167,0.201,0.369
"P21","Lo votaría",0.316,0.246,0.128,0
"P21","Puede que lo vote",0.318,0.321,0.127,0.502
"P21","Nunca lo votaría",0.298,0.345,0.663,0.19
"P21","No sabe",0.068,0.088,0.082,0.308
"P22","Lo votaría",0.046,0.057,0.04,0
"P22","Puede que lo vote",0.129,0.103,0.067,0.281
"P22","Nunca lo votaría",0.546,0.535,0.62,0.338
"P22","No sabe",0.279,0.305,0.273,0.381
"P23","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.302,0.059,0.056,0
"P23","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.131,0.122,0.059,0.18
"P23","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.245,0.258,0.084,0.041
"P23","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.013,0.051,0.041,0
"P23","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.086,0.035,0.435,0.047
"P23","Cristina Fernández de Kirchner presidenta  - Sergio Massa gobernador por el Frente de Todos",0.073,0.069,0.108,0.312
"P23","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.132,0.3,0.119,0.091
"P23","A los candidatos de la izquierda",0.001,0.009,0.031,0
"P23","Otros candidatos",0.017,0.097,0.067,0.329
"P24","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.454,0.266,0.093,0.057
"P24","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.205,0.169,0.078,0.261
"P24","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.049,0.049,0.094,0.047
"P24","Sergio Massa presidente – Axel Kicillof Gobernador",0.081,0.081,0.413,0.304
"P24","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.163,0.31,0.137,0.034
"P24","A los candidatos de la izquierda",0.017,0.025,0.063,0
"P24","Otros candidatos",0.031,0.1,0.122,0.297
"P26","Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.11,0.083,0.535,0.351
"P26","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.588,0.173,0.09,0.026
"P26","Javier Milei presidente – José Luis Espert gobernador por los liberales",0.204,0.432,0.172,0.137
"P26","A los candidatos de la izquierda",0.015,0.023,0.053,0
"P26","Otro candidato",0.083,0.289,0.15,0.486
"P28","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.41,0.24,0.229,0.18
"P28","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.225,0.115,0.441,0.328
"P28","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.266,0.44,0.17,0.101
"P28","A los candidatos de la izquierda",0.002,0.017,0.035,0
"P28","Otro candidato",0.097,0.188,0.125,0.391
"P30","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.396,0.21,0.346,0.345
"P30","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.345,0.212,0.343,0.047
"P30","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.199,0.389,0.156,0.122
"P30","A los candidatos de la izquierda",0.003,0.021,0.037,0
"P30","Otro candidato",0.057,0.168,0.118,0.486
"P31","Sergio Massa por el Frente de Todos",0.232,0.14,0.342,0.281
"P31","Patricia Bullrich por Juntos por el Cambio",0.493,0.314,0.197,0.041
"P31","Javier Milei por los liberales libertarios",0.183,0.351,0.153,0.122
"P31","Nicolás del Caño por la izquierda",0.002,0.024,0.049,0
"P31","Otro candidato",0.047,0.071,0.143,0.373
"P31","Aún no lo tengo decidido",0.043,0.1,0.116,0.183
"P33","Sergio Massa por el Frente de Todos",0.106,0.115,0.434,0.281
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.466,0.233,0.123,0.18
"P33","Javier Milei por los liberales libertarios",0.272,0.435,0.154,0.106
"P33","Nicolás del Caño por la izquierda",0.005,0.03,0.053,0
"P33","Otro candidato",0.092,0.082,0.141,0.216
"P33","Aún no lo tengo decidido",0.059,0.105,0.095,0.217
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.11,0.08,0.53,0.351
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.478,0.283,0.12,0
"P34","Javier Milei por los liberales libertarios",0.275,0.433,0.162,0.106
"P34","Nicolás del Caño por la izquierda",0.009,0.02,0.042,0
"P34","Otro candidato",0.1,0.092,0.084,0.146
"P34","Aún no lo tengo decidido",0.028,0.092,0.062,0.397
"P35","Sergio Massa por el Frente de Todos",0.379,0.171,0.288,0
"P35","Mauricio Macri por Juntos por el Cambio",0.361,0.13,0.266,0.345
"P35","Javier Milei por los liberales libertarios",0.184,0.407,0.167,0.072
"P35","Nicolás del Caño por la izquierda",0.004,0.028,0.057,0
"P35","Otro candidato",0.061,0.159,0.136,0.347
"P35","Aún no lo tengo decidido",0.011,0.105,0.086,0.236
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.144,0.122,0.57,0.351
"P36","Mauricio Macri por Juntos por el Cambio",0.797,0.488,0.171,0.041
"P36","No sabe",0.059,0.39,0.259,0.608
"P37","Alberto Fernández por el Frente de Todos",0.111,0.089,0.462,0.329
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.689,0.558,0.19,0.276
"P37","No sabe",0.2,0.353,0.348,0.395
