"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.277,0.252,0.3,0.211,0.235,0.315,0.375,0.271,0.283,0.273,0.265,0.3,0.222,0.407,0.27
"Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.333,0.298,0.366,0.326,0.338,0.319,0.344,0.344,0.32,0.341,0.342,0.315,0.561,0.18,0.167
"Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.231,0.302,0.164,0.273,0.285,0.203,0.117,0.246,0.227,0.221,0.233,0.228,0.108,0.257,0.289
"A los candidatos de la izquierda",0.021,0.019,0.023,0.037,0.022,0.014,0.016,0.018,0.017,0.031,0.024,0.015,0.017,0.006,0.018
"Otro candidato",0.138,0.129,0.147,0.153,0.12,0.149,0.148,0.121,0.153,0.134,0.136,0.142,0.092,0.15,0.256
