"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.22,0.208,0.232,0.136,0.181,0.268,0.32,0.205,0.221,0.235,0.22,0.221,0.065,0.442,0.136
"Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.14,0.13,0.149,0.15,0.126,0.128,0.176,0.131,0.148,0.136,0.134,0.149,0.057,0.239,0.282
"Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.091,0.075,0.106,0.099,0.104,0.079,0.071,0.141,0.075,0.06,0.095,0.083,0.156,0.034,0.067
"Sergio Massa presidente – Axel Kicillof Gobernador",0.232,0.213,0.249,0.173,0.243,0.252,0.234,0.214,0.224,0.264,0.241,0.213,0.475,0.047,0.134
"Javier Milei presidente - José Luis Espert gobernador por los liberales",0.17,0.225,0.118,0.238,0.199,0.145,0.081,0.163,0.185,0.157,0.173,0.166,0.106,0.143,0.224
"A los candidatos de la izquierda",0.044,0.045,0.044,0.078,0.04,0.027,0.045,0.033,0.047,0.052,0.044,0.045,0.043,0.032,0.013
"Otros candidatos",0.103,0.104,0.102,0.126,0.107,0.101,0.073,0.113,0.1,0.096,0.093,0.123,0.098,0.063,0.144
