"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.336,0.315,0.354,0.315,0.358,0.323,0.324,0.333,0.317,0.366,0.343,0.322,0.709,0.068,0.224
"Mauricio Macri por Juntos por el Cambio",0.465,0.476,0.456,0.472,0.412,0.476,0.549,0.44,0.485,0.461,0.459,0.477,0.119,0.813,0.41
"No sabe",0.199,0.209,0.19,0.213,0.23,0.201,0.127,0.227,0.198,0.173,0.198,0.201,0.172,0.119,0.366
