"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P10","Unión por la Patria",0.233,0.095,0.67,0.497
"P10","Juntos por el Cambio",0.604,0.166,0.097,0.111
"P10","De los liberales libertarios",0.09,0.618,0.067,0.089
"P10","De la Izquierda",0.022,0.025,0.053,0.036
"P10","Hacemos por nuestro país",0.021,0.026,0.036,0.038
"P10","Otro",0.014,0.021,0.022,0.06
"P10","En blanco",0.007,0.014,0.036,0.039
"P10","No sabe",0.009,0.035,0.019,0.13
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.241,0.111,0.743,0.618
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.604,0.112,0.043,0.047
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.082,0.702,0.069,0.06
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.025,0.018,0.041,0.032
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.03,0.037,0.051,0.085
"P13","En blanco",0.004,0.012,0.032,0.037
"P13","No sabe",0.014,0.008,0.021,0.121
"P26","Totalmente seguro",0.725,0.723,0.754,0.569
"P26","Bastante seguro",0.125,0.123,0.11,0.128
"P26","Algo seguro",0.092,0.102,0.083,0.094
"P26","Para nada seguro",0.058,0.052,0.053,0.209
"P27","Tiene Decidido que va a ir a votar",0.936,0.918,0.932,0.844
"P27","Tiene dudas sobre si va a ir a  votar",0.047,0.062,0.046,0.123
"P27","Tiene Decidido que no va a ir a votar",0.017,0.02,0.022,0.033
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.341,0.102,0.777,0.621
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.61,0.42,0.025,0.048
"P28","En blanco",0.022,0.308,0.152,0.035
"P28","No sabe",0.027,0.17,0.046,0.296
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.441,0.065,0.713,0.633
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.192,0.84,0.052,0.08
"P30","En blanco",0.22,0.06,0.219,0.025
"P30","No sabe",0.147,0.035,0.016,0.262
"P38","Inflación",0.309,0.335,0.386,0.332
"P38","Desempleo",0.077,0.062,0.104,0.127
"P38","Corrupción",0.384,0.415,0.15,0.176
"P38","Inseguridad",0.106,0.097,0.122,0.148
"P38","Precio del dólar",0.024,0.018,0.04,0.044
"P38","Pobreza",0.045,0.023,0.078,0.051
"P38","Narcotráfico",0.007,0.004,0.016,0.032
"P38","Tarifas",0.002,0.006,0.006,0.009
"P38","Otro",0.034,0.023,0.082,0.037
"P38","No sabe",0.012,0.017,0.016,0.044
"P10_imputada","Unión por la Patria",0.235,0.109,0.685,0.541
"P10_imputada","Juntos por el Cambio",0.606,0.169,0.101,0.146
"P10_imputada","De los liberales libertarios",0.093,0.63,0.066,0.098
"P10_imputada","De la Izquierda",0.023,0.026,0.053,0.05
"P10_imputada","Hacemos por nuestro país",0.022,0.027,0.036,0.048
"P10_imputada","Otro",0.014,0.023,0.022,0.068
"P10_imputada","En blanco",0.007,0.016,0.037,0.049
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.246,0.112,0.75,0.663
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.609,0.113,0.048,0.068
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.085,0.706,0.075,0.095
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.025,0.019,0.041,0.038
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.031,0.038,0.052,0.095
"P13_imputada","En blanco",0.004,0.012,0.034,0.041
