"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.697,0.723,0.673,0.662,0.686,0.712,0.758,0.676,0.686,0.739,0.747,0.739,0.566,0.66,0.656,0.73,0.744,0.717,0.734,0.761,0.603,0.696
"Bastante seguro",0.125,0.13,0.122,0.154,0.123,0.118,0.095,0.122,0.137,0.112,0.113,0.107,0.202,0.139,0.161,0.113,0.097,0.153,0.121,0.107,0.17,0.181
"Algo seguro",0.09,0.081,0.097,0.095,0.1,0.077,0.073,0.09,0.091,0.087,0.068,0.09,0.15,0.104,0.119,0.063,0.067,0.1,0.078,0.096,0.108,0.088
"Para nada seguro",0.088,0.066,0.108,0.089,0.091,0.093,0.074,0.112,0.086,0.062,0.072,0.064,0.082,0.097,0.064,0.094,0.092,0.03,0.067,0.036,0.119,0.035
