codigo	bloque	paleta	texto	label	aclaracion
P06	Control	muchopoco	Usted diría que la política le importa…	Opinión sobre la importancia de la política	
P07	Control	frecuencia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P08	Control	quali	Y podría decirnos entonces si usted:	Nivel de decisión sobre ir o no a votar	
P10	Preferencias electorales	politica	¿En las elecciones presidenciales de este año, al candidato de qué espacio político votaría?	Intención de voto por espacio político en elecciones presidenciales	
P19	Preferencias electorales	politica	¿Podría indicarnos cuáles serían los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la Provincia de Buenos Aires que usted preferiría votar en las próximas elecciones primarias PASO?	Intención de voto a Presidente, Vicepresidente, Gobernador y Vicegobernador	
P22	Preferencias electorales	politica	Podría usted decirnos cuán seguro está de sus preferencias de presidente, vicepresidente, gobernador y vicegobernador  en las próximas elecciones primarias paso.	Seguridad sobre la preferencia de voto a Presidente, Vicepresidente, Gobernador y Vicegobernador en elecciones primarias	
P29	Preferencias electorales	politica	Y si tuviese que elegir a otros candidatos a Presidente, vicepresidente, gobernador y vicegobernador que no fuesen ninguno los dos que usted indicó en la preg anterior a ¿cuál preferiría entonces?	Intención de voto a Presidente, Vicepresidente, Gobernador y Vicegobernador (segunda opción)	
P34	Preferencias electorales	politica	Si los candidatos en las elecciones de primera vuelta a Presidente y Vicepresidente y generales a Gobernador y Vicegobernador fueran los siguientes ¿A cúal preferiría votar?	Intención de voto a Presidente y Vicepresidente, Gobernador y Vicegobernador en primera vuelta (escenario 1)	
P35	Preferencias electorales	politica	En cambio si los candidatos en las elecciones de primera vuelta a Presidente y Vicepresidente y generales a Gobernador y vicegobernador fueran los siguientes ¿A cúal preferiría votar? 	Intención de voto a Presidente y Vicepresidente, Gobernador y Vicegobernador en primera vuelta (escenario 2)	
P36	Preferencias electorales	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta (escenario 1)	
P37	Preferencias electorales	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en primera vuelta (escenario 2)	
P38	Preferencias electorales	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta (escenario 3)	
P39	Preferencias electorales	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de a Presidente y Vicepresidente voto en segunda vuelta (escenario 4)	
P40	Preferencias electorales	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de a Presidente y Vicepresidente voto en segunda vuelta (escenario 5)	
P50	Reach de intención de voto	votaria	Si Sergio Massa fuese candidato a Presidente, Agustin Rossi a Vicepresidente, Axel Kicillof a gobernador y Veronica Magario a vicegobernadora ud...	Intención de voto fórmula Massa – Rossi; Kicillof – Magario	
P51	Reach de intención de voto	votaria	Si Juan Grabois fuese candidato a Presidente , Paula Abal Medina a Vicepresidente, Axel Kicillof a gobernador y Veronica Magario a vicegobernadora  ud...	Intención de voto fórmula Grabois – Abal Medina; Kicillof – Magario	
P52	Reach de intención de voto	votaria	Si Patricia Bullrich fuese candidato a Presidente, Luis Petri a Vicepresidente, Nestor Grindetti a gobernador y Miguel Fernández a vicegobernador ud...	Intención de voto fórmula Bullrich – Petri; Grindetti – Fernández	
P53	Reach de intención de voto	votaria	Si Horacio Rodríguez Larreta fuese candidato a Presidente , Gerardo Morales a Vicepresidente, Diego Santilli a gobernador y Gustavo Posse a vicegobernador ud...	Intención de voto fórmula Rodríguez Larreta – Morales; Santilli – Posse	
P54	Reach de intención de voto	votaria	Si Javier Milei fuese candidato a Presidente, Victoria Villaruel a Vicepresidente, Carolina Piraro a gobernadora y Francisco Oneto a vicegobernador ud...	Intención de voto fórmula Milei – Villaruel; Piraro – Oneto	
P55	Reach de intención de voto	votaria	Si Myriam Bregman fuese candidato a Presidente, Nicolás del Caño a Vicepresidente, Alejandro Bodart y Jimena Letieri a vicegobernadora ud...	Intención de voto fórmula Bregman – Del Caño; Bodart – Letieri	
P56	Reach de intención de voto	votaria	Si Juan Schiaretti fuese candidato a Presidente y Florencio Randazzo a Vicepresidente ud...	Intención de voto fórmula Schiaretti – Randazzo	
P60	Control	sino	Nos gustaría volver a contactarlo para otras encuestas que se realizan de manera online. La misma se la enviaremos a través de un enlace por mensaje de texto a su celular ¿Está interesado en realizarla?  	Interés en próximas encuestas	
