"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P05","Mucho",0.48,0.335,0.379,0.352,0.242,0.328,0.024,0.147
"P05","Bastante",0.311,0.329,0.302,0.243,0.438,0.205,0.223,0.122
"P05","Poco",0.125,0.227,0.172,0.189,0.233,0.234,0.241,0.31
"P05","Nada",0.048,0.065,0.106,0.149,0.045,0.203,0.447,0.298
"P05","No sabe",0.036,0.044,0.041,0.067,0.042,0.03,0.065,0.123
"P06","Siempre",0.202,0.23,0.203,0.168,0.03,0.407,0.08,0.079
"P06","Casi siempre",0.381,0.3,0.291,0.157,0.358,0.146,0.092,0.158
"P06","Casi nunca",0.319,0.309,0.272,0.221,0.379,0.167,0.276,0.379
"P06","Nunca, pero esta es una excepción",0.098,0.161,0.234,0.454,0.233,0.28,0.552,0.384
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.566,0.136,0.081,0.166,0.056,0.062,0.019,0.243
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.12,0.047,0.042,0.107,0.045,0.128,0.047,0.04
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.145,0.044,0.041,0.185,0.093,0.088,0.061,0.031
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.043,0.019,0.004,0.01,0.054,0.088,0,0.004
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Gisele Agosttineli a intendente por Juntos por el Cambio",0.027,0.433,0.08,0.095,0.15,0.053,0.053,0.054
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Anibal Assef a intendente por Juntos por el Cambio",0.02,0.228,0.066,0.054,0.155,0.021,0.054,0.057
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora  y Andrea Vera a intendente por la Libertad Avanza",0.054,0.038,0.662,0.095,0.294,0.154,0.048,0.092
"P11","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.002,0.021,0.288,0.135,0,0.031,0.058
"P11","Otros",0.019,0.03,0,0,0.018,0.326,0.032,0.01
"P11","No sabe",0.006,0.023,0.003,0,0,0.08,0.655,0.411
"P14","Sí",0.525,0.555,0.548,0.851,0.389,0.525,0.648,0.527
"P14","No",0.475,0.445,0.452,0.149,0.611,0.475,0.352,0.473
"P15","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.516,0.117,0.12,0.136,0.194,0.222,0.23,0.204
"P15","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.246,0.032,0.081,0.158,0,0.052,0.026,0.04
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.062,0.476,0.065,0.106,0.06,0.053,0.256,0.053
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.055,0.269,0.013,0.102,0.059,0.041,0.078,0.116
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.052,0.041,0.635,0.287,0.309,0.092,0.01,0.069
"P15","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.012,0.009,0,0.088,0.218,0,0,0.01
"P15","Otros",0.029,0.007,0.007,0.123,0,0.425,0.081,0.021
"P15","No sabe",0.028,0.049,0.079,0,0.16,0.115,0.319,0.487
"P18","Mariel Fernández a intendente por Unión por la Patria",0.635,0.336,0.157,0.541,0.129,0.215,0.117,0.51
"P18","Damián Contreras a intendente por Unión por la Patria",0.192,0.086,0.078,0.069,0.261,0.252,0.037,0.097
"P18","Giselle Agosttineli a intendente por Juntos por el Cambio",0.029,0.147,0.134,0.261,0,0,0.062,0.023
"P18","Aníbal Assef a intendente por Juntos por el Cambio",0.036,0.249,0.12,0,0.06,0.056,0.273,0.037
"P18","Andrea Vera a intendente por la Libertad Avanza",0.041,0.035,0.36,0.062,0.302,0.134,0,0.008
"P18","Alguno de los candidatos a intendente de la Izquierda",0.015,0,0.012,0.067,0.191,0.076,0.052,0.008
"P18","Otros",0.044,0.042,0.009,0,0.057,0.096,0.065,0.021
"P18","No sabe",0.008,0.105,0.13,0,0,0.171,0.394,0.296
"P21","Totalmente seguro.",0.645,0.674,0.73,0.508,0.42,0.526,0.344,0.108
"P21","Bastante seguro",0.209,0.202,0.129,0.069,0.307,0.045,0.203,0.167
"P21","Algo seguro",0.112,0.076,0.086,0.33,0.172,0.121,0.043,0.202
"P21","Para nada seguro",0.034,0.048,0.055,0.093,0.101,0.308,0.41,0.523
"P22","Tiene Decidido que va a ir a votar.",0.892,0.96,0.933,0.796,0.677,0.751,0.498,0.69
"P22","Tiene dudas sobre si va a ir a  votar",0.051,0.034,0.035,0.137,0.323,0.195,0.351,0.096
"P22","Tiene Decidido que no va a ir a votar",0.057,0.006,0.032,0.067,0,0.054,0.151,0.214
"P23","Lo votaría",0.677,0.184,0.21,0.22,0.082,0.307,0.187,0.224
"P23","Puede que lo vote",0.116,0.042,0.087,0.26,0.103,0.14,0.064,0.163
"P23","Nunca lo votaría",0.135,0.745,0.653,0.52,0.643,0.457,0.568,0.211
"P23","No sabe",0.072,0.029,0.05,0,0.172,0.096,0.181,0.402
"P24","Lo votaría",0.238,0.107,0.07,0.225,0.08,0.235,0.195,0.092
"P24","Puede que lo vote",0.245,0.027,0.083,0.072,0.059,0.181,0.065,0.058
"P24","Nunca lo votaría",0.425,0.826,0.825,0.703,0.704,0.512,0.571,0.362
"P24","No sabe",0.092,0.04,0.022,0,0.157,0.072,0.169,0.488
"P25","Lo votaría",0.372,0.097,0.067,0.33,0,0.278,0.114,0.045
"P25","Puede que lo vote",0.199,0.039,0.038,0.136,0,0.186,0.049,0.121
"P25","Nunca lo votaría",0.302,0.83,0.849,0.534,0.845,0.522,0.786,0.239
"P25","No sabe",0.127,0.034,0.046,0,0.155,0.014,0.051,0.595
"P26","Lo votaría",0.181,0.063,0.083,0,0,0.232,0.078,0.025
"P26","Puede que lo vote",0.187,0.033,0.029,0.128,0,0.145,0,0.02
"P26","Nunca lo votaría",0.492,0.874,0.848,0.872,1,0.573,0.869,0.419
"P26","No sabe",0.14,0.03,0.04,0,0,0.05,0.053,0.536
"P26","Lo votaría",0.181,0.063,0.083,0,0,0.232,0.078,0.025
"P26","Puede que lo vote",0.187,0.033,0.029,0.128,0,0.145,0,0.02
"P26","Nunca lo votaría",0.492,0.874,0.848,0.872,1,0.573,0.869,0.419
"P26","No sabe",0.14,0.03,0.04,0,0,0.05,0.053,0.536
"P27","Lo votaría",0.032,0.476,0.096,0.088,0.07,0.125,0.25,0.037
"P27","Puede que lo vote",0.018,0.208,0.231,0.111,0.195,0.102,0.033,0.088
"P27","Nunca lo votaría",0.893,0.265,0.589,0.69,0.456,0.768,0.702,0.395
"P27","No sabe",0.057,0.051,0.084,0.111,0.279,0.005,0.015,0.48
"P28","Lo votaría",0.015,0.326,0.061,0.219,0.177,0.013,0.121,0.061
"P28","Puede que lo vote",0.038,0.366,0.156,0,0.087,0.18,0.162,0.056
"P28","Nunca lo votaría",0.906,0.25,0.709,0.781,0.559,0.783,0.68,0.413
"P28","No sabe",0.041,0.058,0.074,0,0.177,0.024,0.037,0.47
"P29","Lo votaría",0.044,0.087,0.667,0.227,0.158,0.076,0.113,0.105
"P29","Puede que lo vote",0.03,0.195,0.097,0,0.254,0.104,0.017,0.082
"P29","Nunca lo votaría",0.894,0.62,0.198,0.773,0.457,0.82,0.798,0.461
"P29","No sabe",0.032,0.098,0.038,0,0.131,0,0.072,0.352
"P30","Si",0.443,0.343,0.4,0.486,0.715,0.693,0.255,0.262
"P30","No",0.557,0.657,0.6,0.514,0.285,0.307,0.745,0.738
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.631,0.167,0.074,0.188,0.113,0.165,0.129,0.239
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.193,0.046,0.048,0.172,0,0.188,0.094,0.023
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.047,0.451,0.042,0.138,0.186,0.055,0.108,0.071
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.043,0.243,0.038,0.079,0.172,0.022,0.04,0.076
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.043,0.051,0.752,0.232,0.406,0.143,0.045,0.071
"PRESIDENTE","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.006,0.005,0,0.095,0.072,0,0.019,0.045
"PRESIDENTE","Otros",0.017,0.009,0.004,0.096,0,0.34,0.043,0.011
"PRESIDENTE","No sabe",0.02,0.028,0.042,0,0.051,0.087,0.522,0.464
"INTENDENTE","Mariel Fernández a intendente por Unión por la Patria",0.688,0.275,0.11,0.452,0.044,0.247,0.157,0.331
"INTENDENTE","Damián Contreras a intendente por Unión por la Patria",0.161,0.081,0.05,0.142,0.133,0.211,0.019,0.078
"INTENDENTE","Giselle Agosttineli a intendente por Juntos por el Cambio",0.034,0.277,0.064,0.256,0.163,0.025,0.029,0.056
"INTENDENTE","Aníbal Assef a intendente por Juntos por el Cambio",0.039,0.24,0.101,0,0.176,0.031,0.109,0.042
"INTENDENTE","Andrea Vera a intendente por la Libertad Avanza",0.036,0.048,0.593,0.073,0.41,0.17,0.04,0.039
"INTENDENTE","Alguno de los candidatos a intendente de la Izquierda",0.008,0,0.007,0.077,0.055,0.04,0.046,0.048
"INTENDENTE","Otros",0.024,0.022,0.005,0,0.019,0.164,0.036,0.011
"INTENDENTE","No sabe",0.01,0.057,0.07,0,0,0.112,0.564,0.395
