"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.623,0.393,0.162,0.215
"P05","Bastante",0.161,0.383,0.252,0.21
"P05","Poco",0.106,0.154,0.333,0.153
"P05","Nada",0.074,0.053,0.188,0.3
"P05","No sabe",0.036,0.017,0.065,0.122
"P08","Unión por la Patria",0.271,0.354,0.265,0.105
"P08","Juntos por el Cambio",0.302,0.273,0.252,0.169
"P08","De los Liberales libertarios",0.187,0.186,0.155,0.173
"P08","De la Izquierda",0.021,0.014,0.017,0.046
"P08","Hacemos por nuestro país",0.004,0.034,0.033,0.026
"P08","Otro",0.122,0.03,0.031,0.067
"P08","En blanco",0.033,0.026,0.07,0.182
"P08","No sabe",0.06,0.083,0.177,0.232
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.252,0.305,0.253,0.128
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.078,0.087,0.064,0.05
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Mariel Fernández a intendente por Unión por la Patria",0.079,0.076,0.072,0.08
"P11","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Contreras a intendente por Unión por la Patria",0.037,0.023,0.029,0.008
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Gisele Agosttineli a intendente por Juntos por el Cambio",0.224,0.12,0.172,0.101
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Anibal Assef a intendente por Juntos por el Cambio",0.083,0.104,0.091,0.09
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora  y Andrea Vera a intendente por la Libertad Avanza",0.133,0.176,0.169,0.219
"P11","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.028,0.024,0.039
"P11","Otros",0.051,0.018,0.026,0.054
"P11","No sabe",0.063,0.063,0.1,0.231
"P14","Sí",0.539,0.596,0.55,0.498
"P14","No",0.461,0.404,0.45,0.502
