"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.622,0.335,0.254,0.246
"P05","Bastante",0.239,0.462,0.37,0.202
"P05","Poco",0.109,0.148,0.316,0.188
"P05","Nada",0.03,0.039,0.039,0.284
"P05","No sabe",0,0.016,0.021,0.08
"P08","Unidos para Cambiar jujuy",0.232,0.236,0.149,0.249
"P08","Juntos Avancemos",0.239,0.283,0.26,0.228
"P08","De los liberales libertarios",0.298,0.241,0.294,0.25
"P08","De la Izquierda",0.058,0.061,0.038,0.012
"P08","Hacemos por nuestro país",0.033,0.078,0.074,0.08
"P08","En blanco",0.034,0.025,0.073,0.072
"P08","No sabe",0.106,0.076,0.112,0.109
"P11","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.284,0.241,0.208,0.323
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.258,0.322,0.243,0.239
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.298,0.297,0.361,0.269
"P11","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.046,0.022,0.001
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.043,0.032,0.041
"P11","En blanco",0.029,0.018,0.069,0.05
"P11","No sabe",0.11,0.033,0.065,0.077
"P14","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.39,0.448,0.39,0.4
"P14","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.167,0.19,0.249,0.098
"P14","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.293,0.199,0.19,0.308
"P14","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.07,0.08,0.072,0.088
"P14","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.054,0.034,0.014,0.009
"P14","No sabe",0.026,0.049,0.085,0.097
"P15","Totalmente seguro.",0.707,0.694,0.58,0.613
"P15","Bastante seguro",0.125,0.111,0.171,0.097
"P15","Algo seguro",0.098,0.12,0.137,0.134
"P15","Para nada seguro",0.07,0.075,0.112,0.156
"P16","Tiene Decidido que va a ir a votar.",0.911,0.875,0.904,0.806
"P16","Tiene dudas sobre si va a ir a  votar",0.068,0.069,0.077,0.107
"P16","Tiene Decidido que no va a ir a votar",0.021,0.056,0.019,0.087
"P17","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.522,0.382,0.353,0.531
"P17","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.319,0.328,0.29,0.155
"P17","En blanco",0.074,0.137,0.216,0.153
"P17","No sabe",0.085,0.153,0.141,0.161
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.436,0.349,0.344,0.288
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.298,0.319,0.331,0.288
"P18","En blanco",0.103,0.225,0.222,0.194
"P18","No sabe",0.163,0.107,0.103,0.23
"P19","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.473,0.288,0.289,0.437
"P19","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.325,0.414,0.379,0.328
"P19","En blanco",0.099,0.212,0.215,0.108
"P19","No sabe",0.103,0.086,0.117,0.127
"P20","Si",0.496,0.377,0.301,0.413
"P20","No",0.504,0.623,0.699,0.587
"P11_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.334,0.245,0.208,0.328
"P11_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.266,0.343,0.263,0.251
"P11_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.335,0.301,0.396,0.317
"P11_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.049,0.029,0.001
"P11_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.044,0.033,0.053
"P11_imputada","En blanco",0.032,0.018,0.071,0.05
