"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","652","652A","653","654","655","655A","Fernandez","Macri","Lavagna"
"Agua corriente y cloacas",0.475,0.447,0.503,0.398,0.513,0.46,0.506,0.49,0.447,0.517,0.422,0.484,0.474,0.424,0.442,0.58,0.445,0.484,0.798
"Energía eléctrica",0.148,0.143,0.153,0.119,0.176,0.165,0.089,0.144,0.161,0.125,0.123,0.157,0.171,0.246,0.141,0.081,0.157,0.156,0.078
"Red de gas natural",0.088,0.135,0.042,0.096,0.094,0.091,0.057,0.09,0.089,0.083,0.052,0.072,0.057,0.144,0.054,0.187,0.078,0.088,0.065
"Recolección de residuos",0.136,0.149,0.124,0.216,0.092,0.14,0.134,0.114,0.147,0.146,0.191,0.138,0.111,0.03,0.254,0.076,0.148,0.149,0.049
"Ninguno",0.153,0.126,0.178,0.171,0.125,0.144,0.214,0.162,0.156,0.129,0.212,0.149,0.187,0.156,0.109,0.076,0.172,0.123,0.01
