"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.12,0.174,0.512,0.254
"P07","A David Zencich por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta y santilli",0.359,0.195,0.118,0.554
"P07","A Pablo Cocuzza por Juntos por el Cambio con el apoyo de Patricia Bullrich y joaquin de la torre ",0.352,0.205,0.072,0
"P07","Al candidato de Milei en el municipio de Merlo",0.123,0.288,0.059,0
"P07","Al candidato de Espert en la boleta de Espert gobernador",0.021,0.075,0.024,0.003
"P07","A Cristian Franco por el Frente de Izquierda",0,0,0.073,0
"P07","No sabe",0.025,0.063,0.142,0.189
"P09","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.154,0.214,0.539,0.781
"P09","A David Zencich por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Patricia Bullrich y Mauricio Macri",0.522,0.358,0.156,0
"P09","Al candidato de Javier Milei en el municipio de Merlo",0.285,0.31,0.076,0
"P09","Al candidato de José Luis Espert en la boleta de Espert gobernador",0.027,0.02,0.022,0
"P09","A Cristian Franco por el Frente de Izquierda",0,0.035,0.066,0
"P09","No sabe",0.012,0.063,0.141,0.219
"P11","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.144,0.204,0.555,0.5
"P11","A Pablo Cocuzza por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta y Mauricio Macri",0.575,0.331,0.113,0.281
"P11","Al candidato de Javier Milei en el municipio de Merlo",0.21,0.384,0.102,0
"P11","Al candidato de José Luis Espert en la boleta de Espert gobernador",0.019,0.043,0.008,0
"P11","A Cristian Franco por el Frente de Izquierda",0,0.002,0.084,0
"P11","No sabe",0.052,0.036,0.138,0.219
"P13","Positiva",0.172,0.232,0.425,0.227
"P13","Neutra",0.083,0.179,0.182,0
"P13","Negativa",0.602,0.55,0.333,0.615
"P13","No sabe",0.143,0.039,0.06,0.158
"P14","Positiva",0.441,0.347,0.131,0
"P14","Neutra",0.224,0.33,0.311,0.061
"P14","Negativa",0.168,0.178,0.351,0.281
"P14","No sabe",0.167,0.145,0.207,0.658
"P15","Positiva",0.319,0.224,0.096,0
"P15","Neutra",0.405,0.36,0.32,0.024
"P15","Negativa",0.098,0.286,0.38,0.318
"P15","No sabe",0.178,0.13,0.204,0.658
"P16","Positiva",0.264,0.149,0.192,0.333
"P16","Neutra",0.218,0.188,0.247,0.027
"P16","Negativa",0.39,0.602,0.441,0.508
"P16","No sabe",0.128,0.061,0.12,0.132
"P17","Positiva",0.061,0.103,0.094,0
"P17","Neutra",0.331,0.462,0.367,0
"P17","Negativa",0.171,0.044,0.194,0.281
"P17","No sabe",0.437,0.391,0.345,0.719
"P18","Lo votaría",0.09,0.14,0.346,0.227
"P18","Puede que lo vote",0.098,0.195,0.17,0
"P18","Nunca lo votaría",0.635,0.602,0.361,0.342
"P18","No sabe",0.177,0.063,0.123,0.431
"P19","Lo votaría",0.23,0.277,0.068,0
"P19","Puede que lo vote",0.396,0.251,0.125,0.024
"P19","Nunca lo votaría",0.231,0.293,0.591,0.318
"P19","No sabe",0.143,0.179,0.216,0.658
"P20","Lo votaría",0.202,0.095,0.042,0.038
"P20","Puede que lo vote",0.411,0.231,0.118,0.024
"P20","Nunca lo votaría",0.226,0.413,0.6,0.318
"P20","No sabe",0.161,0.261,0.24,0.62
"P21","Positiva",0.133,0.215,0.586,0.309
"P21","Neutra",0.089,0.163,0.178,0.306
"P21","Negativa",0.726,0.576,0.219,0
"P21","No sabe",0.052,0.046,0.017,0.385
"P22","Positiva",0.506,0.411,0.156,0
