"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P16","Muy mala",0.185,0.412,0.168,0.1,0.822
"P16","No sabe",0.077,0.011,0.146,0,0
"P17","Muy buena",0.201,0,0.105,0,0
"P17","Buena",0.006,0.013,0,0,0
"P17","Ni buena ni mala",0.413,0.444,0.225,0.519,0
"P17","Mala",0.01,0.017,0.041,0.41,0
"P17","Muy mala",0.074,0.137,0.112,0,0
"P17","No sabe",0.296,0.389,0.517,0.071,1
"P18","Lo votaría",0.315,0.016,0.162,0.425,0.822
"P18","Puede que lo vote",0.097,0.06,0.039,0.055,0
"P18","Nunca lo votaría",0.56,0.87,0.467,0.11,0
"P18","No sabe",0.028,0.054,0.332,0.41,0.178
"P19","Lo votaría",0.458,0.439,0.216,0.094,0
"P19","Puede que lo vote",0.377,0.359,0.39,0.071,0
"P19","Nunca lo votaría",0.087,0.147,0.211,0.835,0
"P19","No sabe",0.078,0.055,0.183,0,1
"P20","Lo votaría",0.242,0.066,0.201,0.094,0
"P20","Puede que lo vote",0.377,0.637,0.374,0.071,0.178
"P20","Nunca lo votaría",0.155,0.214,0.172,0.835,0.822
"P20","No sabe",0.226,0.083,0.253,0,0
"P21","Muy buena",0.197,0.348,0.091,0.425,0.822
"P21","Buena",0.111,0,0.081,0,0
"P21","Ni buena ni mala",0.158,0.077,0.019,0.137,0
"P21","Mala",0.236,0.339,0.275,0,0
"P21","Muy mala",0.298,0.181,0.534,0.438,0.178
"P21","No sabe",0,0.055,0,0,0
"P22","Muy buena",0.531,0.746,0.193,0,0
"P22","Buena",0.069,0.149,0.26,0.028,0
"P22","Ni buena ni mala",0.365,0.016,0.22,0.479,0.178
"P22","Mala",0.035,0.009,0,0.493,0.822
"P22","Muy mala",0,0.08,0.183,0,0
"P22","No sabe",0,0,0.144,0,0
"P23","Muy buena",0.31,0.121,0.119,0,0
"P23","Buena",0.187,0.499,0.339,0,0
"P23","Ni buena ni mala",0.37,0.307,0.215,0.465,0.178
"P23","Mala",0.07,0,0.004,0.492,0
"P23","Muy mala",0.008,0.073,0.166,0,0
"P23","No sabe",0.055,0,0.157,0.043,0.822
"P24","Muy buena",0.285,0.061,0.227,0,0
"P24","Buena",0.087,0.337,0.256,0,0
"P24","Ni buena ni mala",0.417,0.527,0.238,0.508,0.178
"P24","Mala",0.02,0.009,0.162,0.082,0
"P24","Muy mala",0.011,0.066,0.004,0.41,0.822
"P24","No sabe",0.18,0,0.113,0,0
"P25","Muy buena",0.22,0.038,0.186,0,0
"P25","Buena",0.168,0.108,0.232,0.018,0
"P25","Ni buena ni mala",0.355,0.418,0.289,0.49,0.178
"P25","Mala",0.034,0.093,0.207,0.082,0.822
"P25","Muy mala",0.071,0.337,0.008,0.41,0
"P25","No sabe",0.152,0.006,0.078,0,0
"P26","Lo votaría",0.25,0.076,0.081,0.436,0.822
"P26","Puede que lo vote",0.003,0,0.031,0.043,0
"P26","Nunca lo votaría",0.726,0.639,0.886,0.521,0.178
"P26","No sabe",0.021,0.285,0.002,0,0
"P27","Lo votaría",0.679,0.151,0.348,0.093,0
"P27","Puede que lo vote",0.162,0.35,0.291,0.029,0.178
"P27","Nunca lo votaría",0.148,0.442,0.279,0.835,0.822
"P27","No sabe",0.011,0.057,0.082,0.043,0
"P28","Lo votaría",0.324,0.146,0.337,0,0
"P28","Puede que lo vote",0.235,0.325,0.3,0.04,0.178
"P28","Nunca lo votaría",0.196,0.431,0.266,0.917,0.822
"P28","No sabe",0.245,0.098,0.097,0.043,0
"P29","Lo votaría",0.224,0.319,0.168,0.012,0
"P29","Puede que lo vote",0.183,0.083,0.446,0.053,0
"P29","Nunca lo votaría",0.169,0.538,0.301,0.935,0.822
"P29","No sabe",0.424,0.06,0.085,0,0.178
"P30","Lo votaría",0.301,0.027,0.187,0,0
"P30","Puede que lo vote",0.172,0.063,0.39,0.029,0
"P30","Nunca lo votaría",0.421,0.789,0.297,0.917,1
"P30","No sabe",0.106,0.121,0.126,0.054,0
"P31","La seguridad",0.295,0.272,0.175,0,0
"P31","El tránsito",0.023,0.088,0.083,0,0
"P31","El arreglo de las calles",0.249,0.085,0.124,0.41,0.822
"P31","Los parques y espacios públicos",0.028,0.086,0.049,0.017,0
"P31","El sistema de salud",0.084,0.008,0.004,0,0
"P31","La limpieza de las calles",0.003,0,0.006,0,0
"P31","El deporte y la cultura",0.039,0.014,0.039,0.468,0
"P31","La luminaria",0.008,0.022,0.032,0,0
"P31","No sabe",0.271,0.425,0.488,0.105,0.178
"P32","La seguridad",0.609,0.67,0.532,0.875,0.178
"P32","El tránsito",0,0.016,0,0,0
"P32","El arreglo de las calles",0.124,0.099,0.069,0.043,0
"P32","Los parques y espacios públicos",0.026,0,0,0,0
"P32","El sistema de salud",0.199,0.099,0.172,0.082,0
"P32","La limpieza de las calles",0.005,0,0.005,0,0
"P32","El deporte y la cultura",0,0,0,0,0
"P32","La luminaria",0,0.006,0,0,0
"P32","No sabe",0.037,0.11,0.222,0,0.822
"P33","Agua corriente y cloacas",0.552,0.471,0.357,0.453,0.822
"P33","Energía eléctrica",0.23,0.325,0.205,0.41,0
"P33","Red de gas natural",0.006,0.039,0.146,0.082,0
"P33","Recolección de residuos",0.031,0.081,0.07,0.043,0.178
"P33","Ninguno",0.181,0.084,0.222,0.012,0
"P34","Los robos",0.55,0.765,0.536,0.481,0.822
"P34","El narcotráfico",0.261,0.056,0.127,0.437,0.178
"P34","La ausencia de patrulleros y personal policial",0.119,0.13,0.084,0.082,0
"P34","Otro",0.062,0.041,0.212,0,0
"P34","Ninguno",0.008,0.008,0.041,0,0
"P35","Muy buena",0.277,0,0.008,0,0.822
"P35","Buena",0.154,0.117,0.102,0.425,0
"P35","Ni buena ni mala",0.176,0.329,0.312,0.482,0.178
"P35","Mala",0.171,0.364,0.341,0.011,0
"P35","Muy mala",0.222,0.156,0.107,0.082,0
"P35","No sabe",0,0.034,0.13,0,0
"P36","Muy buena",0.172,0.016,0.086,0,0.822
"P36","Buena",0.235,0.345,0.013,0.467,0
"P36","Ni buena ni mala",0.174,0.416,0.316,0.428,0.178
"P36","Mala",0.182,0.024,0.317,0,0
"P36","Muy mala",0.219,0.165,0.124,0.093,0
"P36","No sabe",0.018,0.034,0.144,0.012,0
"P42","Muy buena",0.218,0.285,0,0.835,0
"P42","Buena",0.006,0.097,0,0,0.822
"P42","Ni buena ni mala",0.105,0.05,0.41,0.012,0
"P42","Mala",0.164,0.356,0.184,0.125,0
"P42","Muy mala",0.507,0.206,0.406,0.028,0.178
"P42","No sabe",0,0.006,0,0,0
"P43","Muy buena",0.285,0.729,0.243,0.409,0
"P43","Buena",0.084,0.105,0.229,0,0
"P43","Ni buena ni mala",0.389,0,0.407,0.012,0.178
"P43","Mala",0.093,0.01,0.027,0.468,0
"P43","Muy mala",0.149,0.156,0.094,0.111,0.822
"P43","No sabe",0,0,0,0,0
"P44","Muy buena",0.2,0.314,0.081,0.834,0.822
"P44","Buena",0,0,0.002,0.012,0
"P44","Ni buena ni mala",0.024,0,0.027,0,0
"P44","Mala",0.217,0.311,0.136,0.043,0
"P44","Muy mala",0.547,0.375,0.754,0.111,0.178
"P44","No sabe",0.012,0,0,0,0
"P45","Muy buena",0.686,0.428,0.307,0.409,0
"P45","Buena",0.076,0.136,0.29,0.022,0
"P45","Ni buena ni mala",0.111,0.326,0.129,0.044,0
"P45","Mala",0,0.01,0.086,0.424,0.18
"P45","Muy mala",0.121,0.1,0.188,0.101,0.82
"P45","No sabe",0.006,0,0,0,0
"P46","Muy buena",0.208,0.283,0.087,0.422,0
"P46","Buena",0.016,0.017,0.053,0.537,0
"P46","Ni buena ni mala",0.191,0.358,0.069,0.03,0
"P46","Mala",0.239,0.113,0.224,0,0.18
"P46","Muy mala",0.327,0.229,0.483,0.011,0.82
"P46","No sabe",0.019,0,0.084,0,0
"P47","Muy buena",0.303,0.18,0.555,0,0.173
"P47","Buena",0.229,0.068,0.15,0.081,0
"P47","Ni buena ni mala",0.314,0.288,0.111,0.01,0
"P47","Mala",0.022,0.377,0,0.477,0
"P47","Muy mala",0.129,0.087,0.184,0.432,0.827
"P47","No sabe",0.003,0,0,0,0
"P48","Muy buena",0.341,0.023,0.237,0,0
"P48","Buena",0.064,0.079,0.202,0.011,0
"P48","Ni buena ni mala",0.282,0.415,0.317,0.538,0.171
"P48","Mala",0.258,0.292,0.127,0.017,0
"P48","Muy mala",0.033,0.191,0.115,0.434,0.829
"P48","No sabe",0.022,0,0.002,0,0
