"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Mauricio Macri presidente Patricia Bullrich vice",0.282,0.241,0.322,0.21,0.241,0.318,0.406,0.269,0.279,0.299,0.291,0.26,0.199,0.296
"Alberto Fernández presidente Sergio Massa vice",0.157,0.136,0.176,0.132,0.177,0.155,0.141,0.217,0.141,0.117,0.142,0.156,0.173,0.167
"Javier Milei presidente José Luis Espert vice",0.19,0.254,0.128,0.358,0.193,0.134,0.072,0.165,0.216,0.179,0.187,0.241,0.215,0.167
"Horacio Rodríguez Larreta presidente Gerardo Morales vice",0.121,0.133,0.111,0.092,0.117,0.13,0.153,0.131,0.12,0.114,0.115,0.152,0.123,0.114
"Cristina Fernández de Kirchner presidenta Jorge Capitanich vice",0.156,0.144,0.167,0.129,0.176,0.159,0.137,0.127,0.166,0.173,0.163,0.105,0.161,0.171
"Otros candidatos",0.094,0.092,0.096,0.079,0.096,0.104,0.091,0.091,0.078,0.118,0.102,0.086,0.129,0.085
