"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Cristina Fernández de Kirchner por el Frente de Todos",0.304,0.278,0.329,0.267,0.345,0.288,0.273,0.333,0.294,0.288,0.288,0.252,0.293,0.34
"Mauricio Macri por Cambiemos",0.244,0.2,0.287,0.142,0.192,0.294,0.402,0.219,0.243,0.271,0.254,0.227,0.204,0.249
"Javier Milei por los liberales",0.243,0.31,0.179,0.422,0.254,0.186,0.109,0.243,0.257,0.225,0.231,0.317,0.258,0.221
"Nicolás del Caño por la izquierda",0.021,0.024,0.018,0.023,0.025,0.015,0.018,0.019,0.021,0.023,0.029,0.013,0.008,0.02
"Otro candidato",0.188,0.188,0.187,0.146,0.184,0.217,0.198,0.186,0.185,0.193,0.198,0.191,0.237,0.17
